Region_centroid_row,Rawgreen_mean,Exred_mean,Exgreen_mean,Saturatoin_mean,Hue_mean,field19
69,22.88889,-13.777778,-2.7777777,0.5089938,-2.488979,negative
98,3.7777777,-9.555555,-5.2222223,0.8721458,-2.2729733,negative
63,3.6666667,-6.2222223,-7.2222223,0.65353537,-2.04457,negative
42,133.33334,-19.88889,-11.222222,0.115302496,-2.26361,negative
111,3.4444444,2.8888888,-7.7777777,0.56291884,-1.1757725,positive
57,90.22222,-43.77778,-25.11111,0.3088128,-2.264402,negative
137,0.11111111,-2.3333333,-2,1,-2.123254,negative
113,22.333334,-32.333332,-16.666666,0.62207055,-2.2966495,negative
196,45.555557,-16.777779,-20.777779,0.29762968,-2.0225987,negative
182,26.666666,-7.6666665,-9.333333,0.25607783,-2.2177355,negative
96,50.333332,-3.1111112,-14.444445,0.17457852,-1.7204678,negative
112,12.555555,-12.222222,-10.888889,0.492526,-2.1333125,negative
127,36,-8.222222,-14.222222,0.24899939,-1.9083478,negative
210,22.666666,-11.111111,15.555555,0.40393806,2.3864515,negative
232,19.333334,-10.444445,13.888889,0.42348316,2.402851,negative
219,19.11111,-8.666667,17.666666,0.49459508,2.0861003,negative
114,12.555555,5.3333335,-14,0.39369074,-1.1766617,positive
81,37.11111,-26.444445,-14.444445,0.42017567,-2.2744606,negative
89,13.444445,-12,-10.666667,0.47748852,-2.1297464,negative
169,19.88889,-11,8.333333,0.32496518,2.8348217,negative
128,2.7777777,5.5555553,-6.7777777,0.59391534,-0.6886007,positive
141,0,0,0,0,0,negative
83,80.44444,-48.22222,-30.555555,0.36206177,-2.2390528,negative
188,29,-11,-13,0.29986525,-2.0407205,negative
169,25,-13.444445,16.222221,0.3961213,2.467752,negative
134,3.6666667,4.111111,-7.2222223,0.5299824,-0.96631753,positive
108,40.11111,-13.111111,-16.444445,0.27598566,-2.0155542,negative
170,24.666666,-13.333333,15.333333,0.38746688,2.504391,negative
195,20.333334,-4.7777777,12.888889,0.34230694,1.9430399,negative
149,5.111111,-5.888889,-7.2222223,0.57870835,-2.0186307,positive
209,42.555557,-17.333334,-18.666666,0.30298224,-2.0669804,negative
143,43.333332,-22.11111,-21.11111,0.3412286,-2.1089952,negative
45,92.55556,-42.333332,-26,0.29741433,-2.2478156,negative
128,42.88889,-21.777779,-21.11111,0.34023675,-2.1024415,negative
113,10.111111,7.2222223,-13.777778,0.4513593,-0.97570044,positive
201,46.77778,-19.777779,-20.777779,0.30885938,-2.0752265,negative
81,37.77778,-10.444445,-15.444445,0.26725134,-1.9704217,negative
147,43.11111,-18,-20,0.30910617,-2.0563772,negative
190,45.11111,-18.555555,-17.88889,0.29895782,-2.1126902,negative
155,6.6666665,-6.2222223,-6.2222223,0.3923854,-2.079296,negative
115,25.222221,-19.11111,-12.777778,0.42149335,-2.2186553,negative
93,76.111115,-46.88889,-30.555555,0.36963773,-2.2315576,negative
66,16.777779,-4.2222223,-17.555555,0.43824613,-1.7335443,positive
186,42.333336,-13.222222,-21.555555,0.3072572,-1.9408131,negative
140,24.555555,-8.333333,-9.333333,0.26620623,-2.0538902,negative
134,0,-1.5555556,-1.5555556,1,-2.0943952,negative
134,0,-3.1111112,-3.1111112,1,-2.0943952,negative
161,37.333336,-16.444445,-12.444445,0.29470626,-2.3165061,negative
181,21.444445,-8.222222,15.444445,0.38555545,2.141428,negative
119,15.888889,-25.11111,-14.111111,0.6356236,-2.2681484,negative
117,13.777778,-7.6666665,-10,0.40220302,-2.005139,negative
40,12.555555,-4.5555553,-13.888889,0.4630599,-1.7836024,positive
56,121.44444,-30.333334,-13.666667,0.17606053,-2.3267827,negative
120,0.33333334,-4.3333335,-3.3333333,1,-2.1563656,negative
57,61,-31.11111,-28.11111,0.33538663,-2.128801,negative
80,66.44444,-25.333334,-7,0.28962377,-2.4341934,negative
195,49.88889,-17.333334,-21.666666,0.28835976,-2.015595,negative
203,47.77778,-17.555555,-20.222221,0.28979304,-2.0465353,negative
146,36.666668,-18.777779,-19.444445,0.34745374,-2.0818424,negative
58,119,-31.333334,-12,0.1809723,-2.3653848,negative
129,45.444443,-12.333333,-16.666666,0.24809188,-1.9972415,negative
140,3.6666667,4.3333335,-7,0.5138889,-0.91962,positive
54,104.888885,-37.22222,-15.222222,0.23450433,-2.3511817,negative
131,0.11111111,-2,-4.3333335,0.9722222,-1.871048,negative
101,15.888889,-0.22222222,-16.222221,0.4047922,-1.5585992,positive
187,50.88889,-18.333334,-23.333334,0.29855335,-2.0135245,negative
64,34.666668,-14.333333,-16,0.31010145,-2.030269,negative
78,26.333334,-9.555555,-11.888889,0.30020806,-2.0177794,negative
94,15.888889,-12.666667,-13,0.45154575,-2.084893,negative
100,48.88889,-15.111111,-19.444445,0.26862052,-2.00619,negative
147,0,0,0,0,0,negative
71,121.44444,-31.222221,-13.555555,0.17967218,-2.339758,negative
117,27.333334,-11.444445,-11.777778,0.30714995,-2.0889142,negative
27,133,-17.88889,-9.888889,0.1044701,-2.2641287,negative
242,30.555555,-14.555555,19.444445,0.3716949,2.395778,negative
116,3.6666667,3.2222223,-8.444445,0.5591711,-1.1910701,positive
96,59.88889,-18.11111,-21.444445,0.25459513,-2.0363362,negative
226,17.555555,-5.3333335,17,0.5483297,1.872506,negative
16,108.333336,-40.22222,-13.888889,0.23989888,-2.3850007,negative
115,3.8888888,4.6666665,-8.333333,0.53858024,-0.96514446,positive
181,28,-14.555555,19.777779,0.40955147,2.3788457,negative
190,51.555557,-19.333334,-19.666666,0.28591606,-2.102898,negative
131,0.22222222,-1.4444444,-1.7777778,0.9259259,-2.0561552,negative
191,53.555557,-22.777779,-25.444445,0.3146827,-2.0561104,negative
140,18.88889,-15.333333,-12.333333,0.4443531,-2.1672623,negative
99,83.22222,-43.22222,-30.555555,0.33041757,-2.2077565,negative
154,6.3333335,-8.444445,-7.111111,0.77151674,-2.0669158,negative
111,3,4,-8,0.59126985,-1.0414338,positive
108,1.6666666,-3.8888888,-0.5555556,0.8759259,-2.463852,negative
53,104.888885,-26.444445,-24.777779,0.20048407,-2.117007,negative
107,12.555555,3.4444444,-13.888889,0.3952535,-1.3124995,positive
197,17.444445,-9.222222,16.444445,0.51518697,2.164262,negative
234,8.777778,-5.2222223,9.111111,0.55661374,2.1935678,negative
134,2.5555556,5.111111,-6.5555553,0.6037037,-0.7304648,positive
154,0.22222222,-0.8888889,-1.5555556,0.2888889,-1.9196393,negative
49,100.666664,-35.333332,-24.666666,0.246491,-2.211659,negative
85,83.44444,-43,-30.333334,0.32860348,-2.2084136,negative
62,58.22222,-28,-25.666666,0.3227603,-2.124459,negative
17,121.55556,-33.444443,-13.777778,0.18946369,-2.3484151,negative
79,12.111111,1.5555556,-14.111111,0.42233688,-1.4531144,positive
120,2.8888888,-7.2222223,-1.8888888,0.8399471,-2.4337952,negative
145,0,0,0,0,0,negative
133,3.8888888,5,-8.333333,0.53858024,-0.92481726,positive
13,95.666664,-47.666668,-25.333334,0.31315902,-2.2870803,negative
131,0,0,0,0,0,negative
184,19.333334,-5.6666665,15.333333,0.43115196,1.9378915,negative
34,11.555555,-11,-8.666667,0.479958,-2.1623826,negative
158,6.2222223,-3.7777777,-6.4444447,0.47297516,-1.9046513,negative
61,4.3333335,-7.2222223,-8.222222,0.64589113,-2.0487173,negative
111,50.333332,-19.333334,-22.333334,0.29889232,-2.045165,negative
161,5,-4.7777777,-6.4444447,0.5409177,-1.9963073,negative
120,0.5555556,-3.6666667,-2.3333333,0.984127,-2.1787686,negative
62,118.77778,-33.444443,-14.111111,0.19369136,-2.3434038,negative
66,85.888885,-43.333332,-27.666666,0.32066384,-2.2357008,negative
97,15.666667,-12.777778,-11.777778,0.4474942,-2.121346,negative
175,29,-12,-12,0.28683385,-2.091209,negative
93,5.2222223,-10.666667,-4.6666665,0.7601911,-2.332766,negative
93,0,0,0,0,0,negative
141,7,-11.555555,-8.555555,0.6402237,-2.191662,negative
188,19.88889,-7.2222223,12.444445,0.3424082,2.2046695,negative
30,117.55556,-31.666666,-17.333334,0.19250989,-2.2795098,negative
193,54,-23.222221,-22.222221,0.29957896,-2.1093748,negative
73,3.1111112,-9.222222,-5.2222223,0.82250714,-2.268176,negative
223,10.444445,-5.3333335,11.333333,0.5931498,2.0465877,negative
106,14.111111,1.3333334,-15,0.40322387,-1.4845796,positive
76,12.666667,-15.222222,-2.5555556,0.6374209,-2.5233247,negative
116,0.33333334,-3.8888888,-4.888889,0.94074076,-2.018925,negative
115,3.6666667,3.1111112,-7.888889,0.5418871,-1.175454,positive
180,43.666668,-15.555555,-20.222221,0.3009182,-2.0087192,negative
84,19.777779,-13.777778,-10.444445,0.40409946,-2.1848617,negative
131,3,6,-6.6666665,0.5813492,-0.62122244,positive
107,48.11111,-13.666667,-17.666666,0.25266927,-2.0036066,negative
105,19.444445,-10.777778,-9.777778,0.36449948,-2.1255476,negative
105,40.11111,-21.222221,-8.222222,0.37578005,-2.380238,negative
245,7,-0.5555556,1.7777778,0.19104938,1.7566451,negative
124,35.555557,-15.444445,-16.11111,0.31709695,-2.0769668,negative
110,13.444445,-24,-11.333333,0.6807869,-2.321226,negative
129,1.8888888,0.44444445,-1.2222222,0.09656084,-1.1013936,negative
216,20.555555,-10.888889,16.444445,0.44167453,2.2845712,negative
181,50.666668,-20.222221,-25.222221,0.31734532,-2.0208647,negative
137,1.8888888,-4.7777777,-5.4444447,0.7319224,-2.0584507,negative
180,17.777779,-7.4444447,12.555555,0.3762527,2.2128983,negative
66,38.88889,-1.6666666,-9.666667,0.15200906,-1.6838505,negative
137,0.5555556,-2.7777777,-1.7777778,0.95,-2.2005885,negative
107,24.88889,-7,-13,0.31155226,-1.8771589,negative
52,121.55556,-30.666666,-12.666667,0.17584935,-2.3484936,negative
29,123.22222,-27.666666,-15.666667,0.16561614,-2.271128,negative
186,44.333332,-13.222222,-17.222221,0.26619545,-2.0288115,negative
79,40.666668,-8.777778,-15.444445,0.245206,-1.9188883,negative
179,42.88889,-12.888889,-18.88889,0.28268683,-1.970398,negative
194,43.11111,-15.888889,-19.88889,0.30085307,-2.0218375,negative
181,48.22222,-19,-21.333334,0.30000642,-2.0531886,negative
85,42.88889,-12.444445,-18.777779,0.27872574,-1.9542203,negative
240,27.333334,-15.666667,20.666666,0.44580838,2.4207911,negative
126,3.7777777,3.5555556,-8.111111,0.5515873,-1.1181307,positive
86,100.333336,-38.666668,-16.333334,0.25155202,-2.3437886,negative
144,0.11111111,-1,-1,0.7407407,-2.0943952,negative
116,16.333334,-1.4444444,-16.11111,0.40736422,-1.6322426,positive
137,0,-2,-2,1,-2.0943952,negative
88,4.666667,-6.6666665,-8,0.61790985,-2.0357685,negative
96,3.7777777,-9.333333,-4.3333335,0.82478386,-2.3306925,negative
20,57.444443,-26.222221,-23.222221,0.30955637,-2.1330314,negative
17,39.444443,-12.777778,-15.444445,0.26818594,-2.030048,negative
90,13.444445,2,-14,0.38846022,-1.4258847,positive
237,8.777778,-4.888889,8.777778,0.54126585,2.1805263,negative
53,35.77778,-10.666667,-14,0.2645635,-2.0045598,negative
123,0.44444445,-2.8888888,-1.8888888,0.9814815,-2.1692097,negative
152,0,0,0,0,0,negative
78,38.444443,-8.111111,-16.11111,0.25891644,-1.8860723,negative
135,0.8888889,-4.2222223,-3.8888888,0.88800704,-2.1109743,negative
106,17.222223,-3.1111112,-17.444445,0.42334643,-1.6958038,positive
39,122.44444,-32.22222,-13.888889,0.18324198,-2.3360245,negative
67,17.555555,-2.5555556,-18.555555,0.42989677,-1.6701708,positive
21,122.55556,-33.22222,-14.222222,0.18785286,-2.3393772,negative
68,34.666668,-1.2222222,-9.888889,0.16790761,-1.6596414,negative
89,0.33333334,-6.5555553,-5.888889,0.9861111,-2.1239047,negative
118,15.777778,-2.6666667,-16,0.41688403,-1.620749,positive
104,16.88889,-10.333333,-8.666667,0.37553233,-2.1506376,negative
117,0,0,0,0,0,negative
187,47.333332,-17.333334,-22.333334,0.30412614,-2.0096147,negative
18,120.888885,-34.88889,-14.222222,0.1971055,-2.3521838,negative
208,48.333332,-22.222221,-21.88889,0.32059526,-2.0945847,negative
232,17,-6.6666665,10.333333,0.32791784,2.2831473,negative
35,132,-15.777778,-13.444445,0.103336096,-2.146845,negative
161,38.22222,-18.11111,-10.777778,0.30298296,-2.338974,negative
95,3.8888888,-8.888889,-3.8888888,0.79410774,-2.3264554,negative
92,6.4444447,-12.666667,-3,0.7590125,-2.452176,negative
244,17.11111,-5.7777777,14.555555,0.48014903,1.9879022,negative
208,25.333334,-9.333333,20.333334,0.4408947,2.1022124,negative
138,48,-16.555555,-19.88889,0.28091076,-2.0296564,negative
188,26.555555,-9.222222,-10.222222,0.2758629,-2.083566,negative
103,30.88889,-14.555555,-14.222222,0.32391465,-2.1026068,negative
223,10.444445,-5.3333335,11.333333,0.5931498,2.0465877,negative
118,17.666668,-3.5555556,-15.222222,0.3903984,-1.707392,positive
162,38.22222,-17.444445,-9.777778,0.29110643,-2.3353713,negative
138,0,-2.3333333,-3.6666667,1,-1.9491665,negative
132,1,-3.8888888,-2.8888888,0.6768879,-2.1524317,negative
160,18.777779,-13.888889,-12.222222,0.4260139,-2.1387258,negative
96,103.22222,-24.444445,-25.11111,0.19773355,-2.0859544,negative
85,3.3333333,-5.888889,-2.2222223,0.76296294,-2.3698635,negative
116,14.888889,-20.88889,-11.555555,0.5961039,-2.2599666,negative
98,1.3333334,-3.5555556,-0.5555556,0.9166667,-2.4238,negative
82,33.666668,-13,-15.666667,0.3038762,-2.028043,negative
113,25.777779,-12,-7.6666665,0.30207062,-2.2362506,negative
152,0,0,0,0,0,negative
104,16.88889,-10.333333,-8.666667,0.37553233,-2.1506376,negative
47,121.44444,-31.11111,-14.777778,0.18101238,-2.3157923,negative
41,16.88889,-5.111111,-16.777779,0.4320471,-1.7716596,positive
144,0,-2.8888888,-2.8888888,1,-2.0943952,negative
116,28.777779,-12.222222,-13.222222,0.30946052,-2.068113,negative
86,11.555555,-13.888889,-5.5555553,0.6309454,-2.363577,negative
195,41.77778,-15.666667,-17.666666,0.28878826,-2.0516715,negative
110,2,0.33333334,-6.6666665,0.7083333,-1.5397619,positive
62,15.777778,-1.8888888,-16.222221,0.4194691,-1.6501234,positive
147,0,0,0,0,0,negative
24,44,-20.555555,-15.555555,0.3086199,-2.1867971,negative
26,133.11111,-17.666666,-11.333333,0.10610159,-2.2307248,negative
119,0.11111111,-4.3333335,-4,1,-2.1137195,negative
116,3.8888888,2.7777777,-8.222222,0.5465168,-1.2339455,positive
215,30.666666,-17.11111,20.555555,0.40983668,2.4717567,negative
125,3.4444444,4.111111,-7.2222223,0.5297619,-0.9442725,positive
58,15.444445,-2.7777777,-16.444445,0.4347433,-1.6850739,positive
190,28.444445,-10.888889,-13.555555,0.30570525,-2.020042,negative
198,19.777779,-7.3333335,15.666667,0.4115727,2.0556724,negative
160,28.555555,-16.444445,15.888889,0.37821564,2.6425967,negative
133,3.4444444,-5.111111,-5.7777777,0.6304714,-2.0480003,negative
116,26.666666,-12.444445,-9.444445,0.31028613,-2.1775072,negative
79,102.77778,-41.555557,-14.888889,0.2580791,-2.3779652,negative
21,122.55556,-35.444443,-12.777778,0.19512747,-2.3778136,negative
91,41.77778,-17.555555,-7.5555553,0.34888473,-2.3202722,negative
42,122.333336,-30.11111,-14.111111,0.17463355,-2.3144195,negative
67,20.444445,-6.111111,-20.11111,0.42930815,-1.7683556,positive
134,0.6666667,-3.3333333,-4.3333335,0.8740741,-2.0131435,negative
47,131.88889,-20.222221,-11.555555,0.11839892,-2.2625546,negative
125,1,-4,-2.3333333,0.9238095,-2.2375617,negative
192,50.555557,-19,-22.666666,0.2993077,-2.0340476,negative
111,12.333333,-11.666667,-11.333333,0.4898966,-2.1006706,negative
201,26.88889,-13.888889,16.777779,0.3819119,2.4679377,negative
32,116,-33.666668,-16.333334,0.2018977,-2.3093905,negative
140,0.22222222,-0.5555556,-0.5555556,0.24074075,-2.0943952,negative
18,107.666664,-35.11111,-19.444445,0.22572522,-2.2784517,negative
100,16.444445,-1.3333334,-17.333334,0.42199442,-1.6233006,positive
111,25.777779,-12.555555,-8.888889,0.31548372,-2.2026672,negative
194,36.333336,-12.111111,-14.111111,0.27541482,-2.0452008,negative
25,111.333336,-37.77778,-14.777778,0.22497466,-2.3601954,negative
203,25.444445,-12.222222,17.777779,0.39386794,2.320382,negative
134,2.8888888,4.4444447,-7.2222223,0.5873016,-0.91263086,positive
59,18,-3.5555556,-17.555555,0.41530126,-1.6993256,positive
64,16.555555,-1.4444444,-17.777779,0.42692268,-1.6256685,positive
189,18.666668,-6.111111,17.222221,0.50813884,1.9108642,negative
188,54,-21.666666,-23,0.29562417,-2.074028,negative
65,53,-12.111111,-11.111111,0.19713038,-1.9708116,negative
133,1.8888888,-4.4444447,-2.4444444,0.8606061,-2.208419,negative
120,0.33333334,-4.2222223,-3.5555556,0.984127,-2.133095,negative
71,16.777779,-2.6666667,-18,0.43356952,-1.6679595,positive
208,21.11111,-10.222222,15.111111,0.40212956,2.3109324,negative
71,121.44444,-31.222221,-13.555555,0.17967218,-2.339758,negative
220,11.555555,-4.888889,10.111111,0.48671728,2.0931497,negative
91,1.2222222,-6.5555553,-4.2222223,0.9398148,-2.2257352,negative
102,51.555557,-14.333333,-20,0.25975996,-1.9855843,negative
103,0.6666667,-6.111111,-4.4444447,0.9876543,-2.1854658,negative
93,13.444445,-14.111111,-13.444445,0.5119048,-2.1104572,negative
123,15.888889,-20.555555,-17.222221,0.5595462,-2.149759,negative
179,31,-12.444445,-13.444445,0.30116582,-2.0752,negative
50,53.77778,-23.555555,-21.222221,0.30477422,-2.1294794,negative
122,5.2222223,-9.888889,-4.2222223,0.8093314,-2.3490174,negative
34,11.555555,-11,-8.666667,0.479958,-2.1623826,negative
186,41.666668,-14,-20.333334,0.30452195,-1.9730555,negative
211,18.666668,-9,9.666667,0.33542147,2.5549645,negative
183,48.555557,-17.666666,-23.333334,0.30547154,-1.9975766,negative
148,19,-11.888889,9.111111,0.4037081,2.9124804,negative
100,15.444445,0.7777778,-15.555555,0.39433068,-1.519702,positive
92,17.555555,-1.6666666,-18.333334,0.4209725,-1.6377774,positive
89,51.333332,-23.777779,-22.777779,0.31787068,-2.1087568,negative
66,45.77778,-11.444445,-17.444445,0.25210327,-1.9612544,negative
130,1.7777778,-5.888889,-1.8888888,0.93121696,-2.3662155,negative
158,6.111111,-4.3333335,-7,0.50308645,-1.9434487,negative
115,15.111111,1.8888888,-14.444445,0.37532148,-1.4409626,positive
130,4.2222223,5.4444447,-7.2222223,0.5010141,-0.76407653,positive
180,27.333334,-8.777778,-9.111111,0.23849043,-2.2170947,negative
58,105.333336,-38.11111,-15.111111,0.2375665,-2.3572707,negative
123,3.4444444,3.8888888,-7.111111,0.53174603,-0.9884131,positive
193,45.666668,-15.555555,-18.222221,0.27526647,-2.0801742,negative
39,118.333336,-30.88889,-17.555555,0.18839076,-2.268113,negative
186,16.11111,-8.222222,12.111111,0.4288645,2.3195195,negative
71,29.777779,-18.88889,-6.2222223,0.39567065,-2.4018247,negative
65,53.666668,-20.88889,-20.88889,0.28732476,-2.0910368,negative
83,80.44444,-48.22222,-30.555555,0.36206177,-2.2390528,negative
70,105.77778,-25.555555,-20.222221,0.18609881,-2.17166,negative
141,0,-0.22222222,-0.22222222,0.22222222,-2.0943952,negative
81,41,-23,-4.6666665,0.3669463,-2.476481,negative
159,18.88889,-0.5555556,-4.888889,0.15127982,-1.5966792,negative
239,13.777778,-8.111111,10.222222,0.4459687,2.4263785,negative
170,30.88889,-16,16.333334,0.34911168,2.6040132,negative
114,3.1111112,3.8888888,-6.4444447,0.5343915,-0.9106101,positive
140,8.666667,-11.777778,-3.7777777,0.627944,-2.417818,negative
122,16.666668,-6,-9.666667,0.40249237,-1.5402138,negative
44,13.666667,-4.2222223,-15.222222,0.45768142,-1.7537255,positive
41,115.333336,-33.77778,-18.444445,0.2063918,-2.2808032,negative
162,40.11111,-19.88889,-11.888889,0.3015076,-2.3866708,negative
158,17.333334,-12.777778,-11.111111,0.41915956,-2.142701,negative
35,61.22222,-23,-24.666666,0.2874884,-2.0742002,negative
196,41.444443,-16.444445,-17.444445,0.29423782,-2.0746155,negative
89,2.6666667,-0.6666667,-1.3333334,0.0976431,-1.8904839,negative
160,39.22222,-21.777779,-17.777779,0.35212588,-2.1629994,negative
128,13.444445,-19.11111,-9.111111,0.6133847,-2.3163002,negative
130,16.444445,-16.777779,-14.777778,0.50544137,-2.1349237,negative
73,15.333333,-2.5555556,-15.888889,0.42697316,-1.6754649,positive
91,19.555555,-18.88889,-13.555555,0.48999,-2.2024248,negative
176,17.11111,-8.666667,12.333333,0.40773422,2.3406181,negative
160,18.777779,-13.888889,-12.222222,0.4260139,-2.1387258,negative
240,17.333334,-7.111111,15.555555,0.47067475,2.0438652,negative
134,6.5555553,-15.111111,-6.4444447,0.772831,-2.3430035,negative
152,0.7777778,-1.1111112,-1.7777778,0.537037,-2.0073514,negative
139,3.5555556,4.3333335,-7.6666665,0.5326279,-0.96594584,positive
89,0.5555556,-3.1111112,-3.7777777,0.8962963,-2.0422592,negative
118,3.2222223,3.2222223,-6.7777777,0.5458554,-1.053347,positive
113,3,4.888889,-7.4444447,0.58002645,-0.8512021,positive
116,11.555555,2.4444444,-13.888889,0.44718736,-1.1628438,positive
52,104.666664,-31.88889,-20.88889,0.21837935,-2.2296848,negative
149,3.5555556,-4,-5.6666665,0.5783389,-1.9857028,positive
194,53.666668,-20.333334,-23.666666,0.29590768,-2.0427177,negative
136,0.6666667,-4.2222223,-4.2222223,0.87751323,-2.0943952,negative
67,0.33333334,0.11111111,-1.2222222,0.23148148,-1.5126845,negative
79,3.8888888,-10.888889,-4.5555553,0.8424523,-2.3397982,negative
107,13.444445,2.4444444,-15.555555,0.41378537,-1.3703691,positive
133,0,-1.7777778,-1.7777778,1,-2.0943952,negative
133,0,-1.1111112,-1.1111112,1,-2.0943952,negative
187,19.666668,-6,13.333333,0.35552603,2.038483,negative
17,62.88889,-23.555555,-24.88889,0.2848739,-2.0751612,negative
180,42.555557,-13.333333,-18,0.27882218,-1.9960423,negative
162,37.444443,-18,-9,0.30781415,-2.5736349,negative
38,119.55556,-34.555557,-15.888889,0.19997217,-2.322923,negative
138,14.888889,-19.88889,-4.888889,0.60921985,-2.4395385,negative
24,123.55556,-29.88889,-12.222222,0.16939692,-2.349252,negative
116,3.6666667,3.2222223,-8.444445,0.5591711,-1.1910701,positive
87,7.2222223,-13.444445,-11.777778,0.6593289,-2.1386166,negative
197,47.666668,-19,-23.333334,0.31473875,-2.0243213,negative
111,0.33333334,-3.8888888,-2.8888888,1,-2.1394942,negative
141,0.8888889,-4.3333335,-2,0.9777778,-2.2859912,negative
25,107.55556,-43.333332,-14,0.25541002,-2.3968942,negative
49,118.55556,-32.77778,-16.444445,0.19462235,-2.303412,negative
177,24.555555,-11.444445,14.888889,0.3589904,2.413262,negative
142,0,0,0,0,0,negative
93,54.555557,-24.222221,-24.88889,0.3155379,-2.0837152,negative
41,0.33333334,-0.44444445,-1.1111112,0.537037,-1.8451205,negative
179,16.222223,-6.111111,13.222222,0.41976216,2.04457,negative
220,9.555555,-3.8888888,8.777778,0.5039001,2.0308669,negative
122,13,-17.88889,-9.555555,0.584744,-2.2472665,negative
154,15.666667,-14.444445,-12.111111,0.47971532,-2.1425292,negative
62,0,0,0,0,0,negative
176,27.777779,-9.555555,16.777779,0.31604066,2.1798449,negative
12,123.666664,-35.666668,-11.333333,0.19251962,-2.4029171,negative
200,11.444445,-5.7777777,11.222222,0.5153199,2.10726,negative
83,13.444445,-12.555555,-10.888889,0.48185185,-2.1437612,negative
91,98.666664,-37,-18.666666,0.2502041,-2.300486,negative
161,36.333336,-15.333333,-12.333333,0.29805613,-2.198939,negative
77,103.77778,-41.22222,-11.555555,0.2501428,-2.4246798,negative
76,46.11111,-12.333333,-17,0.25070548,-1.9899223,negative
211,20.666668,-7.7777777,12.888889,0.33385554,2.239034,negative
87,1.8888888,-5.111111,-3.1111112,0.86277056,-2.2294934,negative
123,0.5555556,-3.7777777,-2.7777777,0.96190476,-2.1617603,negative
175,20.11111,-8.777778,14.222222,0.38741234,2.2421958,negative
104,17.555555,-11.222222,-3.2222223,0.6076133,-2.4250698,negative
160,33.333336,-20.777779,15.888889,0.36751375,2.8271055,negative
70,18.222221,-14.777778,-1.1111112,0.47688422,-2.5891109,negative
162,37,-16.88889,-9.888889,0.28965172,-2.3411982,negative
154,23.333334,-19.777779,-14.444445,0.45353317,-2.1910727,negative
118,0,-0.11111111,-0.11111111,0.11111111,-2.0943952,negative
56,121.44444,-30.333334,-13.666667,0.17606053,-2.3267827,negative
201,36.11111,-13.555555,-12.555555,0.2753682,-2.1758256,negative
57,20.222221,-8.444445,-19.777779,0.44050935,-1.8376745,positive
124,3.4444444,3.6666667,-7.3333335,0.5458554,-1.0376626,positive
101,16.555555,-2.6666667,-17.666666,0.43281928,-1.6743178,positive
190,46.555557,-18.777779,-21.11111,0.3036015,-2.052546,negative
199,23.222221,-8.222222,15.777778,0.34806257,2.129513,negative
161,37.88889,-18.11111,-12.444445,0.30841646,-2.282295,negative
97,1.4444444,-6.2222223,-3.5555556,0.91534394,-2.2690227,negative
92,80.66667,-46.333332,-29,0.35122013,-2.2428021,negative
82,6.5555553,-12.444445,-5.7777777,0.7428191,-2.3206284,negative
18,108.888885,-34.333332,-14.666667,0.21325745,-2.3408391,negative
62,3.6666667,-6.888889,-8.222222,0.68080807,-2.0341523,negative
120,42.444443,-9.222222,-16.222221,0.2453213,-1.9107349,negative
140,2,-1.6666666,-3.6666667,0.65608466,-1.8531612,negative
24,116.333336,-32.555557,-15.888889,0.19597653,-2.3079143,negative
86,17.88889,-1.4444444,-17.777779,0.40554056,-1.6085904,positive
194,42.555557,-16.88889,-18.222221,0.29836866,-2.0718758,negative
209,29,-14.555555,19.444445,0.39033788,2.3893912,negative
17,126.22222,-28.555555,-12.222222,0.1606036,-2.3394933,negative
118,0.22222222,-2.7777777,-2.1111112,1,-2.1712801,negative
152,0.7777778,-1.2222222,-1.8888888,0.43915343,-2.000272,negative
70,32.11111,-9.222222,-13.888889,0.27335805,-1.9605819,negative
201,11.555555,-4.6666665,11.333333,0.54320127,1.9829868,negative
102,45.555557,-13.666667,-18.333334,0.2694,-1.9948803,negative
44,50.333332,-25.666666,-25,0.33991683,-2.1026516,negative
175,20.11111,-8.777778,14.222222,0.38741234,2.2421958,negative
124,1.6666666,-4.6666665,-4,0.895369,-2.118937,negative
200,49,-17.777779,-22.11111,0.29683578,-2.0211716,negative
165,22.666666,-13.333333,16,0.43081954,2.4711971,negative
127,13.666667,-25.777779,-11.777778,0.70147634,-2.326275,negative
89,14.222222,-12,-11.333333,0.45909294,-2.1130323,negative
94,15.666667,-12.777778,-13.111111,0.45777184,-2.0842547,negative
99,11.444445,-12.777778,-12.111111,0.54147977,-2.112503,negative
137,3.3333333,5.7777777,-7.5555553,0.57363313,-0.74427164,positive
116,25,-13.333333,-13.333333,0.35575584,-2.0907812,negative
112,3.1111112,-8.111111,-2.1111112,0.86766475,-2.4357176,negative
88,4.111111,-11.111111,-3.4444444,0.85137916,-2.3966565,negative
69,10.333334,-12.555555,-2.2222223,0.6042809,-2.4818742,negative
85,15.444445,-1,-17,0.42873532,-1.6039575,positive
182,29.777779,-8.888889,-14.222222,0.29320765,-1.9430385,negative
124,1.2222222,-6.888889,-3.8888888,0.97376543,-2.267462,negative
249,27.555555,-9.222222,14.111111,0.28660962,2.2826295,negative
131,0.22222222,-1.5555556,-1.5555556,0.4074074,-2.0943952,negative
243,18,-10.333333,14,0.4522286,2.3683105,negative
64,3.1111112,-6.111111,-7.7777777,0.6979798,-2.015428,negative
