Region_centroid_col,Region_centroid_row,Rawblue_mean,Rawgreen_mean,Exred_mean,Exblue_mean,Exgreen_mean,Saturatoin_mean,Hue_mean,field19
97,126,8,3.7777777,3.5555556,4.5555553,-8.111111,0.5515873,-1.1181307,positive
84,86,124.111115,100.333336,-38.666668,55,-16.333334,0.25155202,-2.3437886,negative
199,144,1.1111112,0.11111111,-1,2,-1,0.7407407,-2.0943952,negative
80,116,27.555555,16.333334,-1.4444444,17.555555,-16.11111,0.40736422,-1.6322426,positive
237,137,2,0,-2,4,-2,1,-2.0943952,negative
188,88,12.222222,4.666667,-6.6666665,14.666667,-8,0.61790985,-2.0357685,negative
2,96,9.777778,3.7777777,-9.333333,13.666667,-4.3333335,0.82478386,-2.3306925,negative
86,20,81.66667,57.444443,-26.222221,49.444443,-23.222221,0.30955637,-2.1330314,negative
141,17,54,39.444443,-12.777778,28.222221,-15.444445,0.26818594,-2.030048,negative
6,90,22.11111,13.444445,2,12,-14,0.38846022,-1.4258847,positive
23,237,4.5555553,8.777778,-4.888889,-3.8888888,8.777778,0.54126585,2.1805263,negative
167,53,48.666668,35.77778,-10.666667,24.666666,-14,0.2645635,-2.0045598,negative
18,123,2.6666667,0.44444445,-2.8888888,4.7777777,-1.8888888,0.9814815,-2.1692097,negative
123,152,0,0,0,0,0,0,0,negative
37,78,51.88889,38.444443,-8.111111,24.222221,-16.11111,0.25891644,-1.8860723,negative
94,135,4.888889,0.8888889,-4.2222223,8.111111,-3.8888888,0.88800704,-2.1109743,negative
122,106,29.88889,17.222223,-3.1111112,20.555555,-17.444445,0.42334643,-1.6958038,positive
115,39,142.44444,122.44444,-32.22222,46.11111,-13.888889,0.18324198,-2.3360245,negative
94,67,30.777779,17.555555,-2.5555556,21.11111,-18.555555,0.42989677,-1.6701708,positive
138,21,143.11111,122.55556,-33.22222,47.444443,-14.222222,0.18785286,-2.3393772,negative
212,68,41.666668,34.666668,-1.2222222,11.111111,-9.888889,0.16790761,-1.6596414,negative
45,89,6.4444447,0.33333334,-6.5555553,12.444445,-5.888889,0.9861111,-2.1239047,negative
67,118,27.333334,15.777778,-2.6666667,18.666666,-16,0.41688403,-1.620749,positive
229,104,26.11111,16.88889,-10.333333,19,-8.666667,0.37553233,-2.1506376,negative
20,117,0,0,0,0,0,0,0,negative
176,187,68,47.333332,-17.333334,39.666668,-22.333334,0.30412614,-2.0096147,negative
17,18,142,120.888885,-34.88889,49.11111,-14.222222,0.1971055,-2.3521838,negative
25,208,70.333336,48.333332,-22.222221,44.11111,-21.88889,0.32059526,-2.0945847,negative
21,232,12.333333,17,-6.6666665,-3.6666667,10.333333,0.32791784,2.2831473,negative
193,35,146.22223,132,-15.777778,29.222221,-13.444445,0.103336096,-2.146845,negative
201,161,51.444443,38.22222,-18.11111,28.88889,-10.777778,0.30298296,-2.338974,negative
49,95,9.444445,3.8888888,-8.888889,12.777778,-3.8888888,0.79410774,-2.3264554,negative
110,92,12.666667,6.4444447,-12.666667,15.666667,-3,0.7590125,-2.452176,negative
225,244,9.333334,17.11111,-5.7777777,-8.777778,14.555555,0.48014903,1.9879022,negative
142,208,14.888889,25.333334,-9.333333,-11,20.333334,0.4408947,2.1022124,negative
39,138,66.77778,48,-16.555555,36.444443,-19.88889,0.28091076,-2.0296564,negative
28,188,36.444443,26.555555,-9.222222,19.444445,-10.222222,0.2758629,-2.083566,negative
248,103,45.22222,30.88889,-14.555555,28.777779,-14.222222,0.32391465,-2.1026068,negative
62,223,4.666667,10.444445,-5.3333335,-6,11.333333,0.5931498,2.0465877,negative
127,118,29,17.666668,-3.5555556,18.777779,-15.222222,0.3903984,-1.707392,positive
180,162,50.555557,38.22222,-17.444445,27.222221,-9.777778,0.29110643,-2.3353713,negative
161,138,3.2222223,0,-2.3333333,6,-3.6666667,1,-1.9491665,negative
33,132,4.2222223,1,-3.8888888,6.7777777,-2.8888888,0.6768879,-2.1524317,negative
66,160,31.555555,18.777779,-13.888889,26.11111,-12.222222,0.4260139,-2.1387258,negative
59,96,128.11111,103.22222,-24.444445,49.555557,-25.11111,0.19773355,-2.0859544,negative
29,85,6.7777777,3.3333333,-5.888889,8.111111,-2.2222223,0.76296294,-2.3698635,negative
90,116,29.555555,14.888889,-20.88889,32.444443,-11.555555,0.5961039,-2.2599666,negative
17,98,2.8888888,1.3333334,-3.5555556,4.111111,-0.5555556,0.9166667,-2.4238,negative
252,82,48.444443,33.666668,-13,28.666666,-15.666667,0.3038762,-2.028043,negative
170,113,34.88889,25.777779,-12,19.666666,-7.6666665,0.30207062,-2.2362506,negative
163,152,0,0,0,0,0,0,0,negative
229,104,26.11111,16.88889,-10.333333,19,-8.666667,0.37553233,-2.1506376,negative
79,47,141.66667,121.44444,-31.11111,45.88889,-14.777778,0.18101238,-2.3157923,negative
38,41,29.777779,16.88889,-5.111111,21.88889,-16.777779,0.4320471,-1.7716596,positive
108,144,2.8888888,0,-2.8888888,5.7777777,-2.8888888,1,-2.0943952,negative
180,116,41.666668,28.777779,-12.222222,25.444445,-13.222222,0.30946052,-2.068113,negative
201,86,19.88889,11.555555,-13.888889,19.444445,-5.5555553,0.6309454,-2.363577,negative
252,195,58.77778,41.77778,-15.666667,33.333332,-17.666666,0.28878826,-2.0516715,negative
105,110,6.3333335,2,0.33333334,6.3333335,-6.6666665,0.7083333,-1.5397619,positive
31,62,27.222221,15.777778,-1.8888888,18.11111,-16.222221,0.4194691,-1.6501234,positive
161,147,0,0,0,0,0,0,0,negative
229,24,61.22222,44,-20.555555,36.11111,-15.555555,0.3086199,-2.1867971,negative
240,26,146.55556,133.11111,-17.666666,29,-11.333333,0.10610159,-2.2307248,negative
96,119,4.2222223,0.11111111,-4.3333335,8.333333,-4,1,-2.1137195,negative
97,116,8.444445,3.8888888,2.7777777,5.4444447,-8.222222,0.5465168,-1.2339455,positive
207,215,22.666666,30.666666,-17.11111,-3.4444444,20.555555,0.40983668,2.4717567,negative
29,125,6.888889,3.4444444,4.111111,3.1111112,-7.2222223,0.5297619,-0.9442725,positive
24,58,27.333334,15.444445,-2.7777777,19.222221,-16.444445,0.4347433,-1.6850739,positive
10,190,41.11111,28.444445,-10.888889,24.444445,-13.555555,0.30570525,-2.020042,negative
76,198,11.777778,19.777779,-7.3333335,-8.333333,15.666667,0.4115727,2.0556724,negative
212,160,23.444445,28.555555,-16.444445,0.5555556,15.888889,0.37821564,2.6425967,negative
54,133,9,3.4444444,-5.111111,10.888889,-5.7777777,0.6304714,-2.0480003,negative
159,116,37.11111,26.666666,-12.444445,21.88889,-9.444445,0.31028613,-2.1775072,negative
44,79,126.55556,102.77778,-41.555557,56.444443,-14.888889,0.2580791,-2.3779652,negative
97,21,142.88889,122.55556,-35.444443,48.22222,-12.777778,0.19512747,-2.3778136,negative
129,91,52.666668,41.77778,-17.555555,25.11111,-7.5555553,0.34888473,-2.3202722,negative
31,42,141.77779,122.333336,-30.11111,44.22222,-14.111111,0.17463355,-2.3144195,negative
133,67,35.88889,20.444445,-6.111111,26.222221,-20.11111,0.42930815,-1.7683556,positive
84,134,4.666667,0.6666667,-3.3333333,7.6666665,-4.3333335,0.8740741,-2.0131435,negative
191,47,146.33334,131.88889,-20.222221,31.777779,-11.555555,0.11839892,-2.2625546,negative
103,125,3.8888888,1,-4,6.3333335,-2.3333333,0.9238095,-2.2375617,negative
148,192,72,50.555557,-19,41.666668,-22.666666,0.2993077,-2.0340476,negative
45,111,23.777779,12.333333,-11.666667,23,-11.333333,0.4898966,-2.1006706,negative
112,201,20.333334,26.88889,-13.888889,-2.8888888,16.777779,0.3819119,2.4679377,negative
239,32,138.11111,116,-33.666668,50,-16.333334,0.2018977,-2.3093905,negative
245,140,0.7777778,0.22222222,-0.5555556,1.1111112,-0.5555556,0.24074075,-2.0943952,negative
25,18,132.33334,107.666664,-35.11111,54.555557,-19.444445,0.22572522,-2.2784517,negative
142,100,28.444445,16.444445,-1.3333334,18.666666,-17.333334,0.42199442,-1.6233006,positive
142,111,35.88889,25.777779,-12.555555,21.444445,-8.888889,0.31548372,-2.2026672,negative
204,194,49.77778,36.333336,-12.111111,26.222221,-14.111111,0.27541482,-2.0452008,negative
238,25,133.77779,111.333336,-37.77778,52.555557,-14.777778,0.22497466,-2.3601954,negative
116,203,17.666668,25.444445,-12.222222,-5.5555553,17.777779,0.39386794,2.320382,negative
14,134,6.2222223,2.8888888,4.4444447,2.7777777,-7.2222223,0.5873016,-0.91263086,positive
69,59,30.88889,18,-3.5555556,21.11111,-17.555555,0.41530126,-1.6993256,positive
67,64,28.88889,16.555555,-1.4444444,19.222221,-17.777779,0.42692268,-1.6256685,positive
110,189,9.222222,18.666668,-6.111111,-11.111111,17.222221,0.50813884,1.9108642,negative
140,188,76.55556,54,-21.666666,44.666668,-23,0.29562417,-2.074028,negative
208,65,64.44444,53,-12.111111,23.222221,-11.111111,0.19713038,-1.9708116,negative
42,133,5,1.8888888,-4.4444447,6.888889,-2.4444444,0.8606061,-2.208419,negative
127,120,4.111111,0.33333334,-4.2222223,7.7777777,-3.5555556,0.984127,-2.133095,negative
70,71,29.666666,16.777779,-2.6666667,20.666666,-18,0.43356952,-1.6679595,positive
217,208,14.444445,21.11111,-10.222222,-4.888889,15.111111,0.40212956,2.3109324,negative
67,71,140.88889,121.44444,-31.222221,44.77778,-13.555555,0.17967218,-2.339758,negative
63,220,6.4444447,11.555555,-4.888889,-5.2222223,10.111111,0.48671728,2.0931497,negative
228,91,6.2222223,1.2222222,-6.5555553,10.777778,-4.2222223,0.9398148,-2.2257352,negative
169,102,69.66667,51.555557,-14.333333,34.333332,-20,0.25975996,-1.9855843,negative
68,103,5.6666665,0.6666667,-6.111111,10.555555,-4.4444447,0.9876543,-2.1854658,negative
57,93,27.11111,13.444445,-14.111111,27.555555,-13.444445,0.5119048,-2.1104572,negative
96,123,34.22222,15.888889,-20.555555,37.77778,-17.222221,0.5595462,-2.149759,negative
180,179,44.11111,31,-12.444445,25.88889,-13.444445,0.30116582,-2.0752,negative
102,50,75.77778,53.77778,-23.555555,44.77778,-21.222221,0.30477422,-2.1294794,negative
81,122,11.333333,5.2222223,-9.888889,14.111111,-4.2222223,0.8093314,-2.3490174,negative
208,34,21,11.555555,-11,19.666666,-8.666667,0.479958,-2.1623826,negative
182,186,59.88889,41.666668,-14,34.333332,-20.333334,0.30452195,-1.9730555,negative
233,211,15.222222,18.666668,-9,-0.6666667,9.666667,0.33542147,2.5549645,negative
172,183,70,48.555557,-17.666666,41,-23.333334,0.30547154,-1.9975766,negative
49,148,16.88889,19,-11.888889,2.7777777,9.111111,0.4037081,2.9124804,negative
29,100,25.555555,15.444445,0.7777778,14.777778,-15.555555,0.39433068,-1.519702,positive
149,92,30.333334,17.555555,-1.6666666,20,-18.333334,0.4209725,-1.6377774,positive
92,89,74.44444,51.333332,-23.777779,46.555557,-22.777779,0.31787068,-2.1087568,negative
169,66,61.22222,45.77778,-11.444445,28.88889,-17.444445,0.25210327,-1.9612544,negative
96,130,5,1.7777778,-5.888889,7.7777777,-1.8888888,0.93121696,-2.3662155,negative
150,158,12.222222,6.111111,-4.3333335,11.333333,-7,0.50308645,-1.9434487,negative
91,115,24.11111,15.111111,1.8888888,12.555555,-14.444445,0.37532148,-1.4409626,positive
108,130,7.2222223,4.2222223,5.4444447,1.7777778,-7.2222223,0.5010141,-0.76407653,positive
163,180,36.333336,27.333334,-8.777778,17.88889,-9.111111,0.23849043,-2.2170947,negative
207,58,128.11111,105.333336,-38.11111,53.22222,-15.111111,0.2375665,-2.3572707,negative
231,123,6.888889,3.4444444,3.8888888,3.2222223,-7.111111,0.53174603,-0.9884131,positive
147,193,63,45.666668,-15.555555,33.77778,-18.222221,0.27526647,-2.0801742,negative
189,39,140.33334,118.333336,-30.88889,48.444443,-17.555555,0.18839076,-2.268113,negative
158,186,10.777778,16.11111,-8.222222,-3.8888888,12.111111,0.4288645,2.3195195,negative
14,71,40.22222,29.777779,-18.88889,25.11111,-6.2222223,0.39567065,-2.4018247,negative
106,65,74.55556,53.666668,-20.88889,41.77778,-20.88889,0.28732476,-2.0910368,negative
226,83,116.888885,80.44444,-48.22222,78.77778,-30.555555,0.36206177,-2.2390528,negative
65,70,127.77778,105.77778,-25.555555,45.77778,-20.222221,0.18609881,-2.17166,negative
133,141,0.22222222,0,-0.22222222,0.44444445,-0.22222222,0.22222222,-2.0943952,negative
127,81,51.77778,41,-23,27.666666,-4.6666665,0.3669463,-2.476481,negative
170,159,22.333334,18.88889,-0.5555556,5.4444447,-4.888889,0.15127982,-1.5966792,negative
212,239,9.666667,13.777778,-8.111111,-2.1111112,10.222222,0.4459687,2.4263785,negative
52,170,25.333334,30.88889,-16,-0.33333334,16.333334,0.34911168,2.6040132,negative
112,114,6.111111,3.1111112,3.8888888,2.5555556,-6.4444447,0.5343915,-0.9106101,positive
86,140,15.111111,8.666667,-11.777778,15.555555,-3.7777777,0.627944,-2.417818,negative
70,122,25.11111,16.666668,-6,15.666667,-9.666667,0.40249237,-1.5402138,negative
2,44,25.222221,13.666667,-4.2222223,19.444445,-15.222222,0.45768142,-1.7537255,positive
230,41,138.88889,115.333336,-33.77778,52.22222,-18.444445,0.2063918,-2.2808032,negative
186,162,54.666668,40.11111,-19.88889,31.777779,-11.888889,0.3015076,-2.3866708,negative
81,158,29,17.333334,-12.777778,23.88889,-11.111111,0.41915956,-2.142701,negative
40,35,85.333336,61.22222,-23,47.666668,-24.666666,0.2874884,-2.0742002,negative
235,196,58.555557,41.444443,-16.444445,33.88889,-17.444445,0.29423782,-2.0746155,negative
161,89,3.7777777,2.6666667,-0.6666667,2,-1.3333334,0.0976431,-1.8904839,negative
239,160,58.333332,39.22222,-21.777779,39.555557,-17.777779,0.35212588,-2.1629994,negative
58,128,25.88889,13.444445,-19.11111,28.222221,-9.111111,0.6133847,-2.3163002,negative
217,130,31.88889,16.444445,-16.777779,31.555555,-14.777778,0.50544137,-2.1349237,negative
40,73,26.777779,15.333333,-2.5555556,18.444445,-15.888889,0.42697316,-1.6754649,positive
184,91,34.88889,19.555555,-18.88889,32.444443,-13.555555,0.48999,-2.2024248,negative
161,176,11.777778,17.11111,-8.666667,-3.6666667,12.333333,0.40773422,2.3406181,negative
66,160,31.555555,18.777779,-13.888889,26.11111,-12.222222,0.4260139,-2.1387258,negative
32,240,9.333334,17.333334,-7.111111,-8.444445,15.555555,0.47067475,2.0438652,negative
27,134,15.888889,6.5555553,-15.111111,21.555555,-6.4444447,0.772831,-2.3430035,negative
150,152,2.3333335,0.7777778,-1.1111112,2.8888888,-1.7777778,0.537037,-2.0073514,negative
105,139,7.2222223,3.5555556,4.3333335,3.3333333,-7.6666665,0.5326279,-0.96594584,positive
242,89,4.111111,0.5555556,-3.1111112,6.888889,-3.7777777,0.8962963,-2.0422592,negative
72,118,6.6666665,3.2222223,3.2222223,3.5555556,-6.7777777,0.5458554,-1.053347,positive
71,113,6.3333335,3,4.888889,2.5555556,-7.4444447,0.58002645,-0.8512021,positive
25,116,20,11.555555,2.4444444,11.444445,-13.888889,0.44718736,-1.1628438,positive
60,52,129.22223,104.666664,-31.88889,52.77778,-20.88889,0.21837935,-2.2296848,negative
33,149,8.666667,3.5555556,-4,9.666667,-5.6666665,0.5783389,-1.9857028,positive
100,194,76.22222,53.666668,-20.333334,44,-23.666666,0.29590768,-2.0427177,negative
169,136,4.888889,0.6666667,-4.2222223,8.444445,-4.2222223,0.87751323,-2.0943952,negative
173,67,1.1111112,0.33333334,0.11111111,1.1111112,-1.2222222,0.23148148,-1.5126845,negative
48,79,10.555555,3.8888888,-10.888889,15.444445,-4.5555553,0.8424523,-2.3397982,negative
99,107,23,13.444445,2.4444444,13.111111,-15.555555,0.41378537,-1.3703691,positive
203,133,1.7777778,0,-1.7777778,3.5555556,-1.7777778,1,-2.0943952,negative
206,133,1.1111112,0,-1.1111112,2.2222223,-1.1111112,1,-2.0943952,negative
44,187,12.777778,19.666668,-6,-7.3333335,13.333333,0.35552603,2.038483,negative
39,17,87.333336,62.88889,-23.555555,48.444443,-24.88889,0.2848739,-2.0751612,negative
118,180,59,42.555557,-13.333333,31.333334,-18,0.27882218,-1.9960423,negative
192,162,49.444443,37.444443,-18,27,-9,0.30781415,-2.5736349,negative
118,38,141.66667,119.55556,-34.555557,50.444443,-15.888889,0.19997217,-2.322923,negative
76,138,24.777779,14.888889,-19.88889,24.777779,-4.888889,0.60921985,-2.4395385,negative
143,24,141.66667,123.55556,-29.88889,42.11111,-12.222222,0.16939692,-2.349252,negative
138,116,8.222222,3.6666667,3.2222223,5.2222223,-8.444445,0.5591711,-1.1910701,positive
250,87,19.555555,7.2222223,-13.444445,25.222221,-11.777778,0.6593289,-2.1386166,negative
71,197,69.55556,47.666668,-19,42.333332,-23.333334,0.31473875,-2.0243213,negative
72,111,3.5555556,0.33333334,-3.8888888,6.7777777,-2.8888888,1,-2.1394942,negative
95,141,3.6666667,0.8888889,-4.3333335,6.3333335,-2,0.9777778,-2.2859912,negative
58,25,131.33334,107.55556,-43.333332,57.333332,-14,0.25541002,-2.3968942,negative
138,49,140.44444,118.55556,-32.77778,49.22222,-16.444445,0.19462235,-2.303412,negative
57,177,18.444445,24.555555,-11.444445,-3.4444444,14.888889,0.3589904,2.413262,negative
189,142,0,0,0,0,0,0,0,negative
24,93,79.22222,54.555557,-24.222221,49.11111,-24.88889,0.3155379,-2.0837152,negative
160,41,1.2222222,0.33333334,-0.44444445,1.5555556,-1.1111112,0.537037,-1.8451205,negative
63,179,9.444445,16.222223,-6.111111,-7.111111,13.222222,0.41976216,2.04457,negative
199,220,5,9.555555,-3.8888888,-4.888889,8.777778,0.5039001,2.0308669,negative
90,122,25.333334,13,-17.88889,27.444445,-9.555555,0.584744,-2.2472665,negative
12,154,28.555555,15.666667,-14.444445,26.555555,-12.111111,0.47971532,-2.1425292,negative
170,62,0,0,0,0,0,0,0,negative
97,176,19.777779,27.777779,-9.555555,-7.2222223,16.777779,0.31604066,2.1798449,negative
204,12,143.11111,123.666664,-35.666668,47,-11.333333,0.19251962,-2.4029171,negative
42,200,5.888889,11.444445,-5.7777777,-5.4444447,11.222222,0.5153199,2.10726,negative
203,83,24.88889,13.444445,-12.555555,23.444445,-10.888889,0.48185185,-2.1437612,negative
88,91,123.44444,98.666664,-37,55.666668,-18.666666,0.2502041,-2.300486,negative
214,161,49.666668,36.333336,-15.333333,27.666666,-12.333333,0.29805613,-2.198939,negative
112,77,125.22222,103.77778,-41.22222,52.77778,-11.555555,0.2501428,-2.4246798,negative
109,76,61.555557,46.11111,-12.333333,29.333334,-17,0.25070548,-1.9899223,negative
26,211,14.666667,20.666668,-7.7777777,-5.111111,12.888889,0.33385554,2.239034,negative
18,87,5.6666665,1.8888888,-5.111111,8.222222,-3.1111112,0.86277056,-2.2294934,negative
44,123,3.6666667,0.5555556,-3.7777777,6.5555553,-2.7777777,0.96190476,-2.1617603,negative
232,175,13.555555,20.11111,-8.777778,-5.4444447,14.222222,0.38741234,2.2421958,negative
37,104,23.444445,17.555555,-11.222222,14.444445,-3.2222223,0.6076133,-2.4250698,negative
99,160,29.666666,33.333336,-20.777779,4.888889,15.888889,0.36751375,2.8271055,negative
20,70,23.88889,18.222221,-14.777778,15.888889,-1.1111112,0.47688422,-2.5891109,negative
179,162,49.22222,37,-16.88889,26.777779,-9.888889,0.28965172,-2.3411982,negative
193,154,39.555557,23.333334,-19.777779,34.22222,-14.444445,0.45353317,-2.1910727,negative
6,118,0.11111111,0,-0.11111111,0.22222222,-0.11111111,0.11111111,-2.0943952,negative
92,56,140.66667,121.44444,-30.333334,44,-13.666667,0.17606053,-2.3267827,negative
252,201,49,36.11111,-13.555555,26.11111,-12.555555,0.2753682,-2.1758256,negative
79,57,36.22222,20.222221,-8.444445,28.222221,-19.777779,0.44050935,-1.8376745,positive
229,124,7.111111,3.4444444,3.6666667,3.6666667,-7.3333335,0.5458554,-1.0376626,positive
145,101,29.222221,16.555555,-2.6666667,20.333334,-17.666666,0.43281928,-1.6743178,positive
93,190,66.88889,46.555557,-18.777779,39.88889,-21.11111,0.3036015,-2.052546,negative
152,199,15.444445,23.222221,-8.222222,-7.5555553,15.777778,0.34806257,2.129513,negative
223,161,52.22222,37.88889,-18.11111,30.555555,-12.444445,0.30841646,-2.282295,negative
207,97,5.888889,1.4444444,-6.2222223,9.777778,-3.5555556,0.91534394,-2.2690227,negative
201,92,115.44444,80.66667,-46.333332,75.333336,-29,0.35122013,-2.2428021,negative
16,82,14.555555,6.5555553,-12.444445,18.222221,-5.7777777,0.7428191,-2.3206284,negative
112,18,130.11111,108.888885,-34.333332,49,-14.666667,0.21325745,-2.3408391,negative
222,62,11.444445,3.6666667,-6.888889,15.111111,-8.222222,0.68080807,-2.0341523,negative
243,120,56.333332,42.444443,-9.222222,25.444445,-16.222221,0.2453213,-1.9107349,negative
172,140,5,2,-1.6666666,5.3333335,-3.6666667,0.65608466,-1.8531612,negative
251,24,137.77779,116.333336,-32.555557,48.444443,-15.888889,0.19597653,-2.3079143,negative
97,86,30.222221,17.88889,-1.4444444,19.222221,-17.777779,0.40554056,-1.6085904,positive
234,194,60.333332,42.555557,-16.88889,35.11111,-18.222221,0.29836866,-2.0718758,negative
168,209,20.88889,29,-14.555555,-4.888889,19.444445,0.39033788,2.3893912,negative
69,17,143.88889,126.22222,-28.555555,40.77778,-12.222222,0.1606036,-2.3394933,negative
5,118,2.5555556,0.22222222,-2.7777777,4.888889,-2.1111112,1,-2.1712801,negative
152,152,2.4444444,0.7777778,-1.2222222,3.1111112,-1.8888888,0.43915343,-2.000272,negative
209,70,44.444443,32.11111,-9.222222,23.11111,-13.888889,0.27335805,-1.9605819,negative
63,201,5.5555553,11.555555,-4.6666665,-6.6666665,11.333333,0.54320127,1.9829868,negative
121,102,62.333332,45.555557,-13.666667,32,-18.333334,0.2694,-1.9948803,negative
79,44,75.55556,50.333332,-25.666666,50.666668,-25,0.33991683,-2.1026516,negative
232,175,13.555555,20.11111,-8.777778,-5.4444447,14.222222,0.38741234,2.2421958,negative
231,124,5.888889,1.6666666,-4.6666665,8.666667,-4,0.895369,-2.118937,negative
76,200,69.66667,49,-17.777779,39.88889,-22.11111,0.29683578,-2.0211716,negative
200,165,16.444445,22.666666,-13.333333,-2.6666667,16,0.43081954,2.4711971,negative
47,127,30.11111,13.666667,-25.777779,37.555557,-11.777778,0.70147634,-2.326275,negative
143,89,25.777779,14.222222,-12,23.333334,-11.333333,0.45909294,-2.1130323,negative
17,94,28.666666,15.666667,-12.777778,25.88889,-13.111111,0.45777184,-2.0842547,negative
33,99,23.777779,11.444445,-12.777778,24.88889,-12.111111,0.54147977,-2.112503,negative
34,137,6.4444447,3.3333333,5.7777777,1.7777778,-7.5555553,0.57363313,-0.74427164,positive
153,116,38.333336,25,-13.333333,26.666666,-13.333333,0.35575584,-2.0907812,negative
49,112,7.2222223,3.1111112,-8.111111,10.222222,-2.1111112,0.86766475,-2.4357176,negative
31,88,10.111111,4.111111,-11.111111,14.555555,-3.4444444,0.85137916,-2.3966565,negative
227,69,16,10.333334,-12.555555,14.777778,-2.2222223,0.6042809,-2.4818742,negative
40,85,27.11111,15.444445,-1,18,-17,0.42873532,-1.6039575,positive
142,182,42.22222,29.777779,-8.888889,23.11111,-14.222222,0.29320765,-1.9430385,negative
140,124,6.111111,1.2222222,-6.888889,10.777778,-3.8888888,0.97376543,-2.267462,negative
235,249,21.222221,27.555555,-9.222222,-4.888889,14.111111,0.28660962,2.2826295,negative
33,131,1.7777778,0.22222222,-1.5555556,3.1111112,-1.5555556,0.4074074,-2.0943952,negative
36,243,12.111111,18,-10.333333,-3.6666667,14,0.4522286,2.3683105,negative
206,64,10.333334,3.1111112,-6.111111,13.888889,-7.7777777,0.6979798,-2.015428,negative
164,83,79.66667,58.88889,-18.11111,40.22222,-22.11111,0.26032928,-2.0277708,negative
58,109,53.666668,35.666668,-17.11111,35.555557,-18.444445,0.3349617,-2.068644,negative
64,19,146.44444,135.33334,-18.666666,26,-7.3333335,0.10151485,-2.3586016,negative
187,36,13,4.7777777,-8.222222,16.444445,-8.222222,0.6486569,-2.0972927,negative
140,73,51.11111,42.11111,-1.8888888,14.444445,-12.555555,0.1761556,-1.6815889,negative
187,80,47.666668,36.11111,-8.222222,21.444445,-13.222222,0.24472968,-1.942698,negative
86,67,125.55556,101.55556,-28.222221,50.11111,-21.88889,0.20770195,-2.1730993,negative
105,193,75.111115,52.11111,-21,45,-24,0.30846536,-2.047766,negative
205,190,60.666668,43,-14.111111,33.555557,-19.444445,0.29078844,-1.9875989,negative
9,80,31.666666,21.88889,-18.88889,24.11111,-5.2222223,0.5142537,-2.4315135,negative
47,189,36.555557,25.555555,-8.555555,20.777779,-12.222222,0.29741284,-1.9545742,negative
44,50,80.333336,57.666668,-23.333334,45.666668,-22.333334,0.29016516,-2.1077845,negative
9,76,4.666667,1.7777778,-4.6666665,6.6666665,-2,0.87222224,-2.3408008,negative
62,177,63.11111,43.77778,-14.222222,36.11111,-21.88889,0.30621472,-1.9560046,negative
45,121,68.66667,48.444443,-21.555555,41.11111,-19.555555,0.3071933,-2.1269433,negative
161,144,0,0,0,0,0,0,0,negative
227,222,7.6666665,11.777778,-2.3333333,-5,7.3333335,0.37369296,1.9050448,negative
26,90,128.33334,105.333336,-22.333334,45.666668,-23.333334,0.18178941,-2.0784183,negative
238,73,53,38.77778,-14.222222,28.444445,-14.222222,0.27433428,-2.0964146,negative
57,89,24.555555,13.444445,-12,22.666666,-10.666667,0.47748852,-2.1297464,negative
53,42,36.22222,24.11111,-11.444445,23.88889,-12.444445,0.33789337,-2.0610058,negative
160,168,23,31.444445,-12.666667,-6.3333335,19,0.33538613,2.302124,negative
136,70,34,19.666668,-4.7777777,23.88889,-19.11111,0.42128146,-1.7451795,positive
31,68,60.11111,42.88889,-25.88889,38.77778,-12.888889,0.41303283,-2.3086562,negative
113,123,73.77778,52.333332,-22.333334,43.333332,-21,0.29916364,-2.1119413,negative
60,116,31.444445,19.444445,-12.222222,24.11111,-11.888889,0.39214933,-2.1049783,negative
134,187,74.111115,51.333332,-20.11111,44.22222,-24.11111,0.30745777,-2.03348,negative
162,159,29.555555,23.555555,-2.6666667,10.333333,-7.6666665,0.20284556,-1.8025542,negative
155,135,83.888885,62.22222,-18.777779,41.88889,-23.11111,0.25830337,-2.0249448,negative
72,191,14.888889,18.555555,-9.222222,-0.8888889,10.111111,0.3503698,2.545329,negative
222,54,145.55556,129.88889,-20.333334,33.666668,-13.333333,0.12431249,-2.231555,negative
253,150,0,0,0,0,0,0,0,negative
30,91,12.111111,4.2222223,-11.444445,17.555555,-6.111111,0.82302064,-2.2827444,negative
2,198,10.555555,16.333334,-7.5555553,-4.888889,12.444445,0.4157716,2.2212758,negative
23,188,37.77778,26.555555,-9.444445,21.555555,-12.111111,0.28414816,-2.0145087,negative
8,39,132,105.55556,-32.444443,55.88889,-23.444445,0.22295359,-2.1981578,negative
158,219,13.555555,19.666668,-10.333333,-4,14.333333,0.42601216,2.3586955,negative
183,29,126.333336,94.666664,-43.444443,69.22222,-25.777779,0.2972053,-2.2572172,negative
33,104,24.88889,15.444445,0.11111111,14.111111,-14.222222,0.38036656,-1.5553759,positive
69,74,30.555555,17.666668,-3.1111112,20.88889,-17.777779,0.4202516,-1.6665796,positive
168,187,71.44444,50,-16.333334,40.333332,-24,0.29964966,-1.9666711,negative
170,121,40.555557,27.88889,-11.111111,24.555555,-13.444445,0.3134271,-2.0242684,negative
91,54,127.111115,105,-36.333332,51.333332,-15,0.22967392,-2.345744,negative
166,135,3.3333333,0.11111111,-1.8888888,5.7777777,-3.8888888,0.9722222,-1.8807242,negative
