age,job,marital,education,contact,day,month,duration,Class
38,technician,married,secondary,unknown,27,may,565,negative
28,blue-collar,single,secondary,unknown,27,may,125,negative
36,services,single,secondary,unknown,27,may,193,negative
40,admin.,married,primary,unknown,27,may,160,negative
36,management,married,tertiary,unknown,27,may,287,negative
58,management,divorced,tertiary,unknown,27,may,277,negative
49,self-employed,married,primary,unknown,27,may,84,negative
43,blue-collar,married,primary,unknown,27,may,47,negative
55,technician,married,secondary,unknown,27,may,285,negative
35,blue-collar,married,secondary,unknown,27,may,130,negative
50,blue-collar,married,secondary,unknown,27,may,146,negative
48,blue-collar,married,secondary,unknown,27,may,24,negative
28,services,single,tertiary,unknown,27,may,955,negative
34,services,single,secondary,unknown,27,may,236,negative
37,blue-collar,married,secondary,unknown,27,may,336,negative
33,technician,divorced,secondary,unknown,27,may,150,negative
58,admin.,married,secondary,unknown,27,may,180,negative
44,blue-collar,single,secondary,unknown,27,may,163,negative
49,technician,married,secondary,unknown,27,may,197,negative
28,blue-collar,married,primary,unknown,27,may,218,negative
39,technician,married,secondary,unknown,27,may,386,negative
26,admin.,married,secondary,unknown,27,may,154,negative
31,blue-collar,married,primary,unknown,27,may,159,negative
32,blue-collar,married,secondary,unknown,27,may,157,negative
52,admin.,married,secondary,unknown,27,may,227,negative
32,services,married,secondary,unknown,27,may,116,negative
28,entrepreneur,married,secondary,unknown,27,may,1297,negative
32,management,married,tertiary,unknown,27,may,57,negative
28,blue-collar,married,primary,unknown,27,may,205,negative
33,technician,single,secondary,unknown,27,may,133,negative
39,management,single,tertiary,unknown,27,may,59,negative
37,technician,married,secondary,unknown,27,may,229,negative
45,technician,married,unknown,unknown,27,may,147,negative
37,services,married,secondary,unknown,27,may,147,negative
45,blue-collar,married,secondary,unknown,27,may,78,negative
31,blue-collar,married,secondary,unknown,27,may,185,negative
32,blue-collar,married,secondary,unknown,27,may,427,negative
34,blue-collar,married,primary,unknown,27,may,237,negative
39,housemaid,married,primary,unknown,27,may,228,negative
56,blue-collar,married,primary,unknown,27,may,269,negative
32,technician,single,secondary,unknown,27,may,156,negative
31,technician,married,secondary,unknown,27,may,143,negative
43,admin.,married,secondary,unknown,27,may,162,negative
33,technician,married,secondary,unknown,27,may,130,negative
23,admin.,married,secondary,unknown,27,may,674,negative
32,admin.,married,secondary,unknown,27,may,123,negative
32,management,divorced,tertiary,unknown,27,may,275,negative
39,blue-collar,married,secondary,unknown,27,may,232,negative
39,services,single,secondary,unknown,27,may,115,negative
30,entrepreneur,single,primary,unknown,27,may,1051,positive
37,unknown,single,secondary,unknown,27,may,142,negative
46,management,married,primary,unknown,27,may,99,negative
29,technician,single,secondary,unknown,27,may,340,negative
51,blue-collar,married,primary,unknown,27,may,47,negative
46,blue-collar,married,secondary,unknown,27,may,138,negative
31,admin.,single,secondary,unknown,27,may,182,negative
40,blue-collar,married,primary,unknown,27,may,260,negative
26,technician,divorced,tertiary,unknown,27,may,121,negative
32,admin.,married,secondary,unknown,27,may,143,negative
27,admin.,married,secondary,unknown,27,may,472,negative
36,services,divorced,secondary,unknown,27,may,207,negative
36,blue-collar,married,unknown,unknown,27,may,597,negative
27,admin.,single,secondary,unknown,27,may,265,negative
56,management,divorced,tertiary,unknown,27,may,274,negative
28,blue-collar,married,secondary,unknown,27,may,420,negative
34,management,married,secondary,unknown,27,may,532,negative
34,blue-collar,married,secondary,unknown,27,may,128,negative
45,technician,divorced,secondary,unknown,27,may,62,negative
40,admin.,married,secondary,unknown,27,may,185,negative
25,blue-collar,single,secondary,unknown,27,may,275,negative
32,admin.,single,secondary,unknown,27,may,111,negative
33,blue-collar,married,primary,unknown,27,may,271,negative
32,blue-collar,married,primary,unknown,27,may,776,negative
36,admin.,single,unknown,unknown,27,may,90,negative
38,admin.,divorced,secondary,unknown,27,may,78,negative
23,admin.,single,secondary,unknown,27,may,330,negative
22,technician,single,secondary,unknown,27,may,518,negative
56,retired,divorced,secondary,unknown,27,may,243,negative
35,blue-collar,single,secondary,unknown,27,may,472,negative
33,services,divorced,secondary,unknown,27,may,148,negative
30,blue-collar,married,secondary,unknown,27,may,514,negative
34,admin.,married,secondary,unknown,27,may,388,negative
59,retired,married,secondary,unknown,27,may,224,negative
26,admin.,married,secondary,unknown,27,may,118,negative
42,admin.,married,secondary,unknown,27,may,255,negative
48,blue-collar,married,secondary,unknown,27,may,70,negative
31,services,married,secondary,unknown,27,may,296,negative
28,entrepreneur,single,tertiary,unknown,27,may,257,negative
36,admin.,married,secondary,unknown,27,may,243,negative
27,student,single,unknown,unknown,27,may,77,negative
39,blue-collar,married,primary,unknown,27,may,114,negative
35,technician,married,tertiary,unknown,27,may,73,negative
28,management,single,tertiary,unknown,27,may,290,negative
32,technician,married,tertiary,unknown,27,may,86,negative
28,blue-collar,single,secondary,unknown,27,may,168,negative
34,blue-collar,married,secondary,unknown,27,may,188,negative
51,blue-collar,married,primary,unknown,27,may,106,negative
50,management,married,secondary,unknown,27,may,45,negative
49,unemployed,married,primary,unknown,27,may,25,negative
36,management,single,tertiary,unknown,27,may,21,negative
55,technician,married,secondary,unknown,27,may,224,negative
58,management,divorced,tertiary,unknown,27,may,114,negative
41,services,married,secondary,unknown,27,may,82,negative
29,admin.,single,tertiary,unknown,27,may,33,negative
36,entrepreneur,married,tertiary,unknown,27,may,322,negative
24,admin.,single,secondary,unknown,27,may,446,negative
31,management,single,tertiary,unknown,27,may,121,negative
30,management,single,tertiary,unknown,27,may,99,negative
24,technician,single,tertiary,unknown,27,may,78,negative
36,blue-collar,married,primary,unknown,27,may,70,negative
51,blue-collar,divorced,secondary,unknown,27,may,213,negative
23,blue-collar,single,primary,unknown,27,may,115,negative
26,blue-collar,single,primary,unknown,27,may,305,negative
29,services,single,tertiary,unknown,27,may,306,negative
41,self-employed,married,primary,unknown,27,may,643,negative
35,services,married,secondary,unknown,27,may,371,negative
42,services,married,secondary,unknown,27,may,363,negative
29,services,married,secondary,unknown,27,may,179,negative
34,entrepreneur,married,secondary,unknown,27,may,492,negative
34,management,single,tertiary,unknown,27,may,222,negative
58,retired,married,primary,unknown,27,may,144,negative
31,blue-collar,married,secondary,unknown,27,may,426,negative
32,management,married,tertiary,unknown,27,may,241,negative
56,management,divorced,tertiary,unknown,27,may,181,negative
34,blue-collar,single,secondary,unknown,27,may,39,negative
30,blue-collar,married,secondary,unknown,27,may,293,negative
31,management,single,tertiary,unknown,27,may,316,negative
28,student,single,secondary,unknown,27,may,151,negative
57,management,single,tertiary,unknown,27,may,132,negative
35,blue-collar,single,primary,unknown,27,may,129,negative
46,technician,divorced,secondary,unknown,27,may,106,negative
51,management,married,tertiary,unknown,27,may,68,negative
38,blue-collar,married,primary,unknown,27,may,173,negative
33,services,divorced,secondary,unknown,27,may,161,negative
21,blue-collar,married,secondary,unknown,27,may,155,negative
38,technician,single,secondary,unknown,27,may,109,negative
49,admin.,divorced,secondary,unknown,27,may,36,negative
54,blue-collar,married,primary,unknown,27,may,62,negative
42,admin.,single,secondary,unknown,27,may,137,negative
44,blue-collar,divorced,primary,unknown,27,may,310,negative
31,services,married,secondary,unknown,27,may,195,negative
52,technician,divorced,secondary,unknown,27,may,139,negative
27,self-employed,single,tertiary,unknown,27,may,470,negative
33,blue-collar,married,secondary,unknown,27,may,169,negative
40,technician,married,secondary,unknown,27,may,223,negative
57,housemaid,married,primary,unknown,27,may,104,negative
52,services,married,primary,unknown,27,may,201,negative
30,technician,single,secondary,unknown,27,may,596,negative
25,blue-collar,single,secondary,unknown,27,may,90,negative
36,admin.,married,secondary,unknown,27,may,157,negative
51,blue-collar,single,secondary,unknown,27,may,253,negative
32,admin.,single,secondary,unknown,27,may,88,negative
44,admin.,divorced,secondary,unknown,27,may,600,negative
26,technician,divorced,secondary,unknown,27,may,133,negative
54,admin.,divorced,secondary,unknown,27,may,138,negative
27,blue-collar,single,secondary,unknown,27,may,43,negative
30,services,married,secondary,unknown,27,may,659,negative
46,technician,married,secondary,unknown,27,may,112,negative
36,services,single,secondary,unknown,27,may,124,negative
46,blue-collar,married,primary,unknown,27,may,217,negative
36,technician,married,secondary,unknown,27,may,59,negative
31,blue-collar,married,secondary,unknown,27,may,121,negative
35,services,married,secondary,unknown,27,may,112,negative
25,blue-collar,single,secondary,unknown,27,may,98,negative
21,admin.,single,unknown,unknown,27,may,125,negative
30,management,married,tertiary,unknown,27,may,175,negative
44,technician,divorced,secondary,unknown,27,may,202,negative
34,technician,single,secondary,unknown,27,may,185,negative
34,blue-collar,married,secondary,unknown,27,may,170,negative
32,admin.,married,secondary,unknown,27,may,98,negative
40,management,divorced,tertiary,unknown,27,may,184,negative
31,blue-collar,single,secondary,unknown,27,may,261,negative
29,admin.,single,secondary,unknown,27,may,103,negative
33,blue-collar,married,secondary,unknown,27,may,190,negative
47,admin.,divorced,secondary,unknown,27,may,46,negative
31,services,married,secondary,unknown,27,may,198,negative
29,blue-collar,married,primary,unknown,27,may,170,negative
31,admin.,single,secondary,unknown,27,may,235,negative
34,admin.,single,secondary,unknown,27,may,169,negative
28,student,single,tertiary,unknown,27,may,125,negative
42,admin.,married,primary,unknown,27,may,272,negative
29,blue-collar,married,secondary,unknown,27,may,265,negative
53,self-employed,married,primary,unknown,27,may,233,negative
39,blue-collar,married,secondary,unknown,27,may,307,negative
33,management,divorced,tertiary,unknown,27,may,246,negative
31,management,married,tertiary,unknown,27,may,290,negative
34,services,married,secondary,unknown,27,may,56,negative
43,unemployed,divorced,secondary,unknown,27,may,259,negative
33,blue-collar,married,tertiary,unknown,27,may,375,negative
33,admin.,divorced,secondary,unknown,27,may,74,negative
25,technician,married,unknown,unknown,27,may,290,negative
34,blue-collar,married,secondary,unknown,27,may,148,negative
26,blue-collar,single,secondary,unknown,27,may,174,negative
42,blue-collar,married,secondary,unknown,27,may,32,negative
40,blue-collar,married,primary,unknown,27,may,316,negative
33,blue-collar,married,primary,unknown,27,may,332,negative
39,blue-collar,married,primary,unknown,27,may,35,negative
30,unemployed,married,secondary,unknown,27,may,173,negative
49,management,married,tertiary,unknown,27,may,144,negative
33,services,married,secondary,unknown,27,may,474,negative
39,management,divorced,tertiary,unknown,27,may,313,negative
30,blue-collar,married,secondary,unknown,27,may,147,negative
49,technician,married,secondary,unknown,27,may,123,negative
60,technician,married,tertiary,unknown,27,may,395,negative
43,technician,single,secondary,unknown,27,may,93,negative
33,entrepreneur,married,secondary,unknown,27,may,421,negative
30,entrepreneur,married,secondary,unknown,27,may,166,negative
24,blue-collar,single,secondary,unknown,27,may,410,negative
48,management,divorced,tertiary,unknown,27,may,89,negative
26,admin.,married,secondary,unknown,27,may,755,negative
31,admin.,married,secondary,unknown,27,may,139,negative
36,management,married,tertiary,unknown,27,may,145,negative
36,management,married,tertiary,unknown,27,may,95,negative
31,blue-collar,single,secondary,unknown,27,may,191,negative
53,admin.,divorced,secondary,unknown,27,may,211,negative
32,management,married,tertiary,unknown,27,may,193,negative
47,technician,married,tertiary,unknown,27,may,220,negative
34,management,single,primary,unknown,27,may,88,negative
43,management,divorced,tertiary,unknown,27,may,120,negative
42,services,married,secondary,unknown,27,may,318,negative
34,admin.,married,secondary,unknown,27,may,405,negative
31,management,single,tertiary,unknown,27,may,207,negative
52,technician,married,secondary,unknown,27,may,95,negative
27,admin.,single,secondary,unknown,27,may,319,negative
51,technician,married,secondary,unknown,27,may,272,negative
38,management,single,tertiary,unknown,27,may,142,negative
41,admin.,divorced,secondary,unknown,27,may,233,negative
60,technician,divorced,tertiary,unknown,27,may,498,negative
53,blue-collar,married,primary,unknown,27,may,27,negative
56,retired,divorced,primary,unknown,27,may,127,negative
37,entrepreneur,single,tertiary,unknown,27,may,237,negative
35,services,single,secondary,unknown,27,may,193,negative
37,entrepreneur,married,tertiary,unknown,27,may,129,negative
35,management,married,secondary,unknown,27,may,116,negative
44,services,married,secondary,unknown,27,may,99,negative
33,admin.,married,secondary,unknown,27,may,345,negative
36,admin.,divorced,secondary,unknown,27,may,151,negative
27,services,single,secondary,unknown,27,may,376,negative
34,blue-collar,married,secondary,unknown,27,may,99,negative
30,blue-collar,single,secondary,unknown,27,may,210,negative
33,management,single,tertiary,unknown,27,may,277,negative
26,services,divorced,primary,unknown,27,may,326,negative
29,self-employed,married,secondary,unknown,27,may,305,negative
33,technician,married,secondary,unknown,27,may,320,negative
30,technician,single,secondary,unknown,27,may,298,negative
36,admin.,married,secondary,unknown,27,may,219,negative
36,admin.,divorced,secondary,unknown,27,may,222,negative
47,management,divorced,tertiary,unknown,27,may,513,negative
37,blue-collar,divorced,secondary,unknown,27,may,345,negative
32,blue-collar,married,primary,unknown,27,may,321,negative
28,unemployed,married,secondary,unknown,27,may,355,negative
28,technician,married,secondary,unknown,27,may,240,negative
53,blue-collar,single,unknown,unknown,27,may,383,negative
26,blue-collar,married,secondary,unknown,27,may,301,negative
42,unemployed,married,secondary,unknown,27,may,179,negative
29,management,single,tertiary,unknown,27,may,160,negative
32,admin.,single,secondary,unknown,27,may,236,negative
46,management,married,tertiary,unknown,27,may,89,negative
52,retired,divorced,secondary,unknown,27,may,181,negative
28,admin.,single,secondary,unknown,27,may,377,negative
45,entrepreneur,married,primary,unknown,27,may,240,negative
25,blue-collar,single,primary,unknown,27,may,174,negative
60,blue-collar,married,primary,unknown,27,may,125,negative
26,blue-collar,married,primary,unknown,27,may,446,negative
38,blue-collar,married,secondary,unknown,27,may,518,negative
23,blue-collar,single,secondary,unknown,27,may,280,negative
35,blue-collar,married,primary,unknown,27,may,269,negative
22,technician,single,secondary,unknown,27,may,394,negative
34,technician,single,secondary,unknown,27,may,280,negative
41,services,married,secondary,unknown,27,may,228,negative
28,management,single,tertiary,unknown,27,may,247,negative
32,services,single,secondary,unknown,27,may,66,negative
27,housemaid,married,secondary,unknown,27,may,88,negative
25,blue-collar,single,secondary,unknown,27,may,312,negative
37,blue-collar,married,secondary,unknown,27,may,33,negative
37,blue-collar,single,tertiary,unknown,27,may,212,negative
40,admin.,married,secondary,unknown,27,may,107,negative
58,blue-collar,married,secondary,unknown,27,may,140,negative
24,services,married,tertiary,unknown,27,may,299,negative
52,management,married,secondary,unknown,27,may,62,negative
28,blue-collar,married,secondary,unknown,27,may,548,negative
29,technician,single,secondary,unknown,27,may,574,negative
30,technician,single,tertiary,unknown,27,may,182,negative
35,management,married,tertiary,unknown,27,may,318,negative
34,management,single,tertiary,unknown,27,may,68,negative
51,management,married,tertiary,unknown,27,may,217,negative
29,technician,single,secondary,unknown,27,may,211,negative
35,management,married,tertiary,unknown,27,may,245,negative
32,services,single,secondary,unknown,27,may,363,negative
29,entrepreneur,married,secondary,unknown,27,may,347,negative
35,technician,divorced,secondary,unknown,27,may,137,negative
28,blue-collar,married,secondary,unknown,27,may,749,negative
34,services,married,secondary,unknown,27,may,498,negative
32,services,married,secondary,unknown,27,may,142,negative
24,technician,single,secondary,unknown,27,may,570,negative
45,admin.,divorced,secondary,unknown,27,may,172,negative
25,services,married,secondary,unknown,27,may,64,negative
33,services,married,secondary,unknown,27,may,492,negative
42,blue-collar,married,secondary,unknown,27,may,198,negative
41,blue-collar,married,secondary,unknown,27,may,389,negative
35,services,married,secondary,unknown,27,may,120,negative
31,blue-collar,married,secondary,unknown,27,may,389,negative
29,management,single,secondary,unknown,27,may,92,negative
26,technician,single,secondary,unknown,27,may,436,negative
46,blue-collar,married,primary,unknown,27,may,59,negative
35,technician,single,secondary,unknown,27,may,100,negative
53,management,married,primary,unknown,27,may,0,negative
31,technician,married,secondary,unknown,27,may,93,negative
49,admin.,divorced,secondary,unknown,27,may,364,negative
44,blue-collar,divorced,secondary,unknown,27,may,111,negative
39,technician,married,secondary,unknown,27,may,171,negative
28,management,married,tertiary,unknown,27,may,466,negative
28,admin.,married,secondary,unknown,27,may,345,negative
31,management,married,tertiary,unknown,27,may,241,negative
38,management,married,secondary,unknown,27,may,233,negative
30,blue-collar,single,secondary,unknown,27,may,149,negative
29,management,married,tertiary,unknown,27,may,304,negative
38,technician,married,secondary,unknown,27,may,134,negative
31,admin.,single,secondary,unknown,27,may,355,negative
24,technician,single,unknown,unknown,27,may,953,negative
59,management,divorced,tertiary,unknown,27,may,100,negative
22,technician,single,secondary,unknown,27,may,121,negative
29,blue-collar,married,primary,unknown,27,may,22,negative
31,blue-collar,single,secondary,unknown,27,may,30,negative
38,blue-collar,single,secondary,unknown,27,may,160,negative
51,blue-collar,divorced,secondary,unknown,27,may,723,negative
27,admin.,married,secondary,unknown,27,may,136,negative
34,management,married,secondary,unknown,27,may,305,negative
29,management,single,tertiary,unknown,27,may,103,negative
27,blue-collar,married,secondary,unknown,27,may,123,negative
28,services,single,secondary,unknown,27,may,8,negative
38,services,married,secondary,unknown,27,may,267,negative
45,admin.,married,secondary,unknown,27,may,315,negative
27,admin.,married,secondary,unknown,27,may,21,negative
41,technician,married,secondary,unknown,27,may,269,negative
44,technician,divorced,secondary,unknown,27,may,159,negative
41,technician,married,secondary,unknown,27,may,182,negative
27,unemployed,single,secondary,unknown,27,may,185,negative
38,technician,married,secondary,unknown,27,may,359,negative
30,blue-collar,single,secondary,unknown,27,may,220,negative
31,blue-collar,married,secondary,unknown,27,may,179,negative
25,blue-collar,single,secondary,unknown,27,may,66,negative
32,blue-collar,married,secondary,unknown,27,may,135,negative
30,blue-collar,married,secondary,unknown,27,may,166,negative
30,management,single,tertiary,unknown,27,may,152,negative
36,services,single,secondary,unknown,27,may,256,negative
30,management,married,secondary,unknown,27,may,141,negative
38,technician,married,secondary,unknown,27,may,265,negative
41,technician,married,tertiary,unknown,27,may,87,negative
34,blue-collar,married,secondary,unknown,27,may,452,negative
45,unemployed,married,primary,unknown,27,may,62,negative
36,blue-collar,married,secondary,unknown,27,may,348,negative
34,blue-collar,single,secondary,unknown,27,may,153,negative
30,blue-collar,married,primary,unknown,27,may,89,negative
36,services,single,secondary,unknown,27,may,132,negative
28,blue-collar,single,unknown,unknown,27,may,580,negative
29,entrepreneur,married,tertiary,unknown,27,may,34,negative
36,services,single,secondary,unknown,27,may,72,negative
32,management,single,tertiary,unknown,27,may,175,negative
28,admin.,single,secondary,unknown,27,may,99,negative
35,entrepreneur,married,tertiary,unknown,27,may,591,negative
24,blue-collar,married,secondary,unknown,27,may,290,negative
36,technician,married,primary,unknown,27,may,336,negative
30,management,married,tertiary,unknown,27,may,29,negative
35,technician,married,secondary,unknown,27,may,266,negative
34,blue-collar,single,secondary,unknown,27,may,47,negative
32,services,married,secondary,unknown,27,may,298,negative
26,blue-collar,married,secondary,unknown,27,may,282,negative
24,admin.,single,secondary,unknown,27,may,209,negative
40,management,divorced,tertiary,unknown,27,may,67,negative
32,blue-collar,married,primary,unknown,27,may,106,negative
43,technician,married,secondary,unknown,27,may,111,negative
29,blue-collar,married,secondary,unknown,27,may,157,negative
34,admin.,single,secondary,unknown,27,may,197,negative
34,services,single,secondary,unknown,27,may,257,negative
24,blue-collar,single,primary,unknown,27,may,42,negative
49,technician,divorced,secondary,unknown,27,may,492,negative
37,services,married,secondary,unknown,27,may,319,negative
26,technician,single,secondary,unknown,27,may,371,negative
43,management,married,tertiary,unknown,27,may,383,negative
39,management,married,tertiary,unknown,27,may,110,negative
36,management,single,tertiary,unknown,27,may,88,negative
25,entrepreneur,single,tertiary,unknown,27,may,3,negative
47,entrepreneur,married,tertiary,unknown,27,may,97,negative
37,technician,married,secondary,unknown,27,may,335,negative
20,student,single,tertiary,unknown,27,may,15,negative
28,management,married,tertiary,unknown,27,may,4,negative
29,management,single,secondary,unknown,27,may,5,negative
31,services,married,secondary,unknown,27,may,284,negative
26,student,single,secondary,unknown,27,may,264,negative
41,admin.,married,secondary,unknown,27,may,239,negative
48,housemaid,married,primary,unknown,27,may,21,negative
34,blue-collar,married,primary,unknown,27,may,15,negative
30,management,single,tertiary,unknown,27,may,350,negative
34,technician,married,secondary,unknown,27,may,201,negative
43,blue-collar,divorced,primary,unknown,27,may,112,negative
25,technician,divorced,tertiary,unknown,27,may,350,negative
40,management,single,tertiary,unknown,27,may,240,negative
35,management,single,tertiary,unknown,27,may,127,negative
34,blue-collar,married,secondary,unknown,27,may,157,negative
26,technician,single,secondary,unknown,27,may,337,negative
30,self-employed,single,tertiary,unknown,27,may,662,negative
34,technician,married,secondary,unknown,27,may,124,negative
45,technician,divorced,secondary,unknown,27,may,165,negative
44,blue-collar,married,primary,unknown,27,may,63,negative
34,unemployed,single,tertiary,unknown,27,may,101,negative
39,technician,married,primary,unknown,27,may,133,negative
47,admin.,married,secondary,unknown,27,may,145,negative
35,blue-collar,married,primary,unknown,27,may,374,negative
49,blue-collar,divorced,primary,unknown,27,may,550,negative
28,technician,single,secondary,unknown,27,may,350,negative
30,services,married,secondary,unknown,27,may,349,negative
31,blue-collar,married,secondary,unknown,27,may,371,negative
31,management,married,tertiary,unknown,27,may,676,negative
39,management,married,tertiary,unknown,27,may,205,negative
28,blue-collar,married,secondary,unknown,27,may,132,negative
27,admin.,single,secondary,unknown,27,may,165,negative
35,blue-collar,married,primary,unknown,27,may,177,negative
47,technician,divorced,tertiary,unknown,27,may,62,negative
33,admin.,married,secondary,unknown,27,may,398,negative
34,technician,single,secondary,unknown,27,may,92,negative
33,management,married,tertiary,unknown,27,may,342,negative
33,technician,single,tertiary,unknown,27,may,198,negative
24,management,married,secondary,unknown,27,may,77,negative
29,blue-collar,divorced,primary,unknown,27,may,112,negative
42,services,married,secondary,unknown,27,may,22,negative
57,blue-collar,married,primary,unknown,27,may,206,negative
39,management,married,tertiary,unknown,27,may,87,negative
33,blue-collar,married,primary,unknown,27,may,143,negative
43,blue-collar,married,primary,unknown,27,may,102,negative
26,blue-collar,married,secondary,unknown,27,may,224,negative
32,management,married,tertiary,unknown,27,may,50,negative
34,technician,single,tertiary,unknown,27,may,73,negative
31,blue-collar,single,tertiary,unknown,27,may,42,negative
48,blue-collar,married,primary,unknown,27,may,144,negative
32,blue-collar,single,secondary,unknown,27,may,1224,negative
55,management,married,tertiary,unknown,27,may,50,negative
38,blue-collar,single,primary,unknown,27,may,268,negative
36,services,single,secondary,unknown,27,may,132,negative
32,unknown,single,secondary,unknown,27,may,108,negative
38,admin.,married,secondary,unknown,27,may,265,negative
46,management,divorced,tertiary,unknown,27,may,107,negative
28,technician,single,tertiary,unknown,27,may,167,negative
36,blue-collar,married,primary,unknown,27,may,20,negative
44,blue-collar,single,secondary,unknown,27,may,141,negative
27,blue-collar,married,secondary,unknown,27,may,346,negative
39,management,married,secondary,unknown,27,may,1168,negative
37,admin.,single,secondary,unknown,28,may,17,negative
38,entrepreneur,married,secondary,unknown,28,may,166,negative
34,blue-collar,married,primary,unknown,28,may,74,negative
32,technician,married,secondary,unknown,28,may,78,negative
39,blue-collar,married,tertiary,unknown,28,may,153,negative
52,admin.,married,secondary,unknown,28,may,61,negative
40,admin.,single,secondary,unknown,28,may,318,negative
56,admin.,married,secondary,unknown,28,may,228,negative
53,technician,divorced,secondary,unknown,28,may,59,negative
39,management,married,tertiary,unknown,28,may,189,negative
29,management,married,tertiary,unknown,28,may,121,negative
32,management,married,secondary,unknown,28,may,110,negative
25,blue-collar,married,primary,unknown,28,may,397,negative
30,unemployed,single,secondary,unknown,28,may,87,negative
45,blue-collar,married,secondary,unknown,28,may,372,negative
35,technician,single,secondary,unknown,28,may,223,negative
36,admin.,single,secondary,unknown,28,may,117,negative
32,blue-collar,married,secondary,unknown,28,may,219,negative
40,management,single,tertiary,unknown,28,may,64,negative
37,admin.,married,secondary,unknown,28,may,138,negative
23,admin.,single,secondary,unknown,28,may,507,negative
37,blue-collar,married,secondary,unknown,28,may,91,negative
49,technician,divorced,secondary,unknown,28,may,230,negative
53,blue-collar,divorced,unknown,unknown,28,may,249,negative
53,services,married,primary,unknown,28,may,152,negative
33,blue-collar,single,tertiary,unknown,28,may,126,negative
29,blue-collar,married,primary,unknown,28,may,551,negative
37,admin.,single,secondary,unknown,28,may,83,negative
33,management,single,secondary,unknown,28,may,151,negative
45,blue-collar,married,primary,unknown,28,may,215,negative
52,admin.,single,secondary,unknown,28,may,332,negative
48,management,single,secondary,unknown,28,may,198,negative
40,services,divorced,secondary,unknown,28,may,385,negative
36,blue-collar,divorced,secondary,unknown,28,may,193,negative
44,admin.,divorced,secondary,unknown,28,may,195,negative
31,admin.,divorced,secondary,unknown,28,may,254,negative
30,self-employed,single,secondary,unknown,28,may,198,negative
32,technician,single,secondary,unknown,28,may,79,negative
38,blue-collar,married,secondary,unknown,28,may,130,negative
34,management,single,tertiary,unknown,28,may,190,negative
39,technician,married,secondary,unknown,28,may,454,negative
39,blue-collar,married,secondary,unknown,28,may,102,negative
38,technician,single,secondary,unknown,28,may,185,negative
31,services,single,secondary,unknown,28,may,231,negative
33,technician,married,secondary,unknown,28,may,176,negative
33,admin.,single,secondary,unknown,28,may,189,negative
30,blue-collar,married,secondary,unknown,28,may,132,negative
37,admin.,married,secondary,unknown,28,may,103,negative
42,services,married,secondary,unknown,28,may,114,negative
59,management,single,tertiary,unknown,28,may,176,negative
25,technician,single,tertiary,unknown,28,may,738,negative
35,services,single,secondary,unknown,28,may,283,negative
29,management,married,tertiary,unknown,28,may,39,negative
37,technician,divorced,secondary,unknown,28,may,224,negative
26,entrepreneur,single,secondary,unknown,28,may,593,negative
45,management,divorced,tertiary,unknown,28,may,128,negative
28,admin.,married,secondary,unknown,28,may,480,negative
38,services,divorced,secondary,unknown,28,may,177,negative
57,services,divorced,secondary,unknown,28,may,102,negative
34,student,single,primary,unknown,28,may,49,negative
44,retired,divorced,primary,unknown,28,may,124,negative
29,management,married,tertiary,unknown,28,may,58,negative
44,blue-collar,married,secondary,unknown,28,may,199,negative
36,blue-collar,single,primary,unknown,28,may,168,negative
30,management,single,tertiary,unknown,28,may,261,negative
29,technician,married,tertiary,unknown,28,may,430,negative
30,services,married,unknown,unknown,28,may,674,negative
29,management,single,tertiary,unknown,28,may,112,negative
59,management,divorced,secondary,unknown,28,may,248,negative
31,technician,single,secondary,unknown,28,may,350,negative
26,blue-collar,single,secondary,unknown,28,may,252,negative
30,technician,single,tertiary,unknown,28,may,147,negative
37,technician,married,secondary,unknown,28,may,256,negative
42,technician,married,secondary,unknown,28,may,255,negative
30,technician,single,secondary,unknown,28,may,141,negative
32,technician,married,tertiary,unknown,28,may,163,negative
46,technician,married,secondary,unknown,28,may,125,negative
28,blue-collar,single,secondary,unknown,28,may,195,negative
26,blue-collar,married,primary,unknown,28,may,61,negative
29,housemaid,married,tertiary,unknown,28,may,95,negative
29,services,married,secondary,unknown,28,may,166,negative
37,entrepreneur,married,secondary,unknown,28,may,39,negative
31,blue-collar,married,primary,unknown,28,may,861,negative
31,admin.,single,secondary,unknown,28,may,247,negative
27,management,single,secondary,unknown,28,may,212,negative
28,management,single,tertiary,unknown,28,may,55,negative
41,management,married,primary,unknown,28,may,209,negative
45,services,married,secondary,unknown,28,may,68,negative
24,blue-collar,single,secondary,unknown,28,may,181,negative
28,services,single,secondary,unknown,28,may,136,negative
30,services,married,secondary,unknown,28,may,390,negative
26,services,married,secondary,unknown,28,may,373,negative
23,blue-collar,single,secondary,unknown,28,may,44,negative
25,admin.,single,secondary,unknown,28,may,199,negative
28,services,married,secondary,unknown,28,may,582,negative
31,technician,married,secondary,unknown,28,may,210,negative
31,services,single,secondary,unknown,28,may,222,negative
33,admin.,divorced,secondary,unknown,28,may,217,negative
27,admin.,single,secondary,unknown,28,may,135,negative
37,technician,single,secondary,unknown,28,may,85,negative
49,blue-collar,married,secondary,unknown,28,may,396,negative
30,technician,single,tertiary,unknown,28,may,58,negative
24,blue-collar,married,secondary,unknown,28,may,94,negative
39,blue-collar,divorced,secondary,unknown,28,may,210,negative
36,self-employed,married,tertiary,unknown,28,may,64,negative
24,services,single,secondary,unknown,28,may,418,negative
