age,job,marital,education,housing,loan,contact,day,month,duration,pdays,poutcome,Class
35,management,single,tertiary,yes,no,unknown,30,may,120,-1,unknown,negative
38,admin.,divorced,secondary,yes,no,unknown,30,may,604,-1,unknown,positive
43,admin.,divorced,tertiary,yes,yes,unknown,30,may,254,-1,unknown,negative
53,technician,married,secondary,yes,no,unknown,30,may,121,-1,unknown,negative
36,blue-collar,married,primary,yes,yes,unknown,30,may,118,-1,unknown,negative
49,admin.,divorced,secondary,yes,no,unknown,30,may,447,-1,unknown,negative
39,blue-collar,divorced,secondary,yes,no,unknown,30,may,151,-1,unknown,negative
58,retired,married,primary,yes,no,unknown,30,may,114,-1,unknown,negative
40,services,married,primary,yes,no,unknown,30,may,854,-1,unknown,positive
40,management,married,secondary,yes,no,unknown,30,may,115,-1,unknown,negative
44,management,married,tertiary,yes,no,unknown,30,may,274,-1,unknown,negative
37,services,married,secondary,yes,yes,unknown,30,may,43,-1,unknown,negative
53,technician,divorced,primary,yes,no,unknown,30,may,153,-1,unknown,negative
38,technician,married,secondary,yes,no,unknown,30,may,264,-1,unknown,negative
36,housemaid,married,secondary,yes,no,unknown,30,may,251,-1,unknown,negative
44,management,divorced,tertiary,yes,no,unknown,30,may,119,-1,unknown,negative
32,admin.,married,secondary,yes,no,unknown,30,may,104,-1,unknown,negative
50,blue-collar,married,primary,yes,no,unknown,30,may,65,-1,unknown,negative
39,technician,single,tertiary,no,no,unknown,30,may,53,-1,unknown,negative
55,unemployed,single,primary,yes,no,unknown,30,may,63,-1,unknown,negative
35,blue-collar,married,primary,yes,no,unknown,30,may,199,-1,unknown,negative
55,management,married,secondary,yes,no,unknown,30,may,75,-1,unknown,negative
36,blue-collar,married,primary,yes,no,unknown,30,may,157,-1,unknown,negative
32,management,married,tertiary,yes,no,unknown,30,may,565,-1,unknown,negative
50,technician,married,secondary,no,no,unknown,30,may,165,-1,unknown,negative
50,management,married,tertiary,yes,no,unknown,30,may,150,-1,unknown,negative
40,management,single,tertiary,yes,yes,unknown,30,may,109,-1,unknown,negative
52,blue-collar,married,primary,yes,no,unknown,30,may,60,-1,unknown,negative
40,admin.,divorced,secondary,yes,no,unknown,30,may,385,-1,unknown,negative
55,services,married,unknown,yes,no,unknown,30,may,868,-1,unknown,negative
59,retired,married,secondary,yes,no,unknown,30,may,161,-1,unknown,negative
51,technician,married,secondary,yes,no,unknown,30,may,448,-1,unknown,negative
51,management,married,secondary,no,no,unknown,30,may,137,-1,unknown,negative
36,unemployed,single,tertiary,yes,no,unknown,30,may,155,-1,unknown,negative
40,admin.,married,secondary,yes,no,unknown,30,may,633,-1,unknown,negative
37,self-employed,divorced,tertiary,no,no,unknown,30,may,510,-1,unknown,negative
51,blue-collar,married,secondary,yes,no,unknown,30,may,309,-1,unknown,negative
58,self-employed,married,secondary,yes,no,unknown,30,may,58,-1,unknown,negative
39,technician,married,tertiary,yes,no,unknown,30,may,127,-1,unknown,negative
26,blue-collar,single,secondary,yes,no,unknown,30,may,170,-1,unknown,negative
41,blue-collar,married,secondary,yes,yes,unknown,30,may,208,-1,unknown,negative
49,technician,married,primary,yes,no,unknown,30,may,129,-1,unknown,negative
41,entrepreneur,married,primary,yes,no,unknown,30,may,134,-1,unknown,negative
41,blue-collar,married,secondary,yes,no,unknown,30,may,129,-1,unknown,negative
34,technician,married,secondary,yes,no,unknown,30,may,184,-1,unknown,negative
49,technician,married,secondary,yes,no,unknown,30,may,371,-1,unknown,negative
45,admin.,married,secondary,yes,no,unknown,30,may,145,-1,unknown,negative
41,services,married,secondary,yes,no,unknown,30,may,136,-1,unknown,negative
53,management,married,tertiary,yes,yes,unknown,30,may,63,-1,unknown,negative
42,blue-collar,married,secondary,yes,no,unknown,30,may,143,-1,unknown,negative
51,management,married,tertiary,yes,no,unknown,30,may,151,-1,unknown,negative
32,blue-collar,married,secondary,yes,no,unknown,30,may,56,-1,unknown,negative
47,blue-collar,married,primary,yes,no,unknown,30,may,35,-1,unknown,negative
41,admin.,married,secondary,no,no,unknown,30,may,298,-1,unknown,negative
44,technician,single,secondary,yes,no,unknown,30,may,158,-1,unknown,negative
35,technician,single,tertiary,yes,no,unknown,30,may,47,-1,unknown,negative
44,admin.,married,secondary,no,yes,unknown,30,may,827,-1,unknown,negative
42,entrepreneur,married,tertiary,yes,yes,unknown,30,may,83,-1,unknown,negative
44,blue-collar,single,primary,yes,no,unknown,30,may,570,-1,unknown,negative
28,blue-collar,single,primary,yes,no,unknown,30,may,557,-1,unknown,negative
32,blue-collar,married,secondary,yes,yes,unknown,30,may,59,-1,unknown,negative
44,admin.,married,secondary,yes,no,unknown,30,may,38,-1,unknown,negative
34,blue-collar,married,primary,yes,no,unknown,30,may,170,-1,unknown,negative
37,technician,married,secondary,yes,no,unknown,30,may,45,-1,unknown,negative
60,admin.,married,secondary,yes,yes,unknown,30,may,422,-1,unknown,negative
45,services,married,secondary,yes,no,unknown,30,may,230,-1,unknown,negative
27,technician,married,secondary,yes,no,unknown,30,may,141,-1,unknown,negative
24,admin.,single,secondary,yes,yes,unknown,30,may,76,-1,unknown,negative
52,admin.,married,primary,yes,no,unknown,30,may,141,-1,unknown,negative
45,blue-collar,married,secondary,yes,yes,unknown,30,may,251,-1,unknown,negative
29,services,married,secondary,yes,no,unknown,30,may,238,-1,unknown,negative
24,technician,single,secondary,yes,no,unknown,30,may,111,-1,unknown,negative
41,admin.,married,secondary,yes,no,unknown,30,may,84,-1,unknown,negative
37,management,single,tertiary,yes,no,unknown,30,may,371,-1,unknown,negative
51,management,divorced,tertiary,yes,no,unknown,30,may,254,-1,unknown,negative
37,technician,single,secondary,yes,no,unknown,30,may,103,-1,unknown,negative
51,management,married,tertiary,yes,no,unknown,30,may,206,-1,unknown,negative
35,blue-collar,married,secondary,yes,no,unknown,30,may,265,-1,unknown,negative
44,technician,married,secondary,no,no,unknown,30,may,567,-1,unknown,negative
27,blue-collar,married,secondary,yes,yes,unknown,30,may,254,-1,unknown,negative
43,admin.,married,secondary,yes,no,unknown,30,may,464,-1,unknown,negative
51,housemaid,married,tertiary,yes,no,unknown,30,may,33,-1,unknown,negative
44,technician,married,secondary,yes,no,unknown,30,may,613,-1,unknown,negative
45,blue-collar,married,primary,yes,no,unknown,30,may,156,-1,unknown,negative
45,technician,single,unknown,yes,yes,unknown,30,may,1212,-1,unknown,negative
57,technician,married,secondary,yes,yes,unknown,30,may,200,-1,unknown,negative
46,technician,married,secondary,yes,no,unknown,30,may,96,-1,unknown,negative
36,blue-collar,married,secondary,yes,no,unknown,30,may,171,-1,unknown,negative
49,management,married,tertiary,yes,yes,unknown,30,may,244,-1,unknown,negative
42,blue-collar,married,primary,yes,no,unknown,30,may,53,-1,unknown,negative
51,management,married,secondary,yes,yes,unknown,30,may,91,-1,unknown,negative
35,blue-collar,married,primary,yes,no,unknown,30,may,185,-1,unknown,negative
49,management,divorced,tertiary,yes,no,unknown,30,may,169,-1,unknown,negative
47,blue-collar,married,secondary,yes,yes,unknown,30,may,515,-1,unknown,negative
27,services,single,tertiary,yes,no,unknown,30,may,388,-1,unknown,negative
43,blue-collar,married,primary,no,no,unknown,30,may,192,-1,unknown,negative
52,admin.,married,primary,yes,no,unknown,30,may,178,-1,unknown,negative
32,management,divorced,tertiary,yes,no,unknown,30,may,422,-1,unknown,negative
29,services,divorced,secondary,yes,no,unknown,30,may,76,-1,unknown,negative
29,self-employed,single,tertiary,no,no,unknown,30,may,296,-1,unknown,negative
39,unemployed,single,secondary,yes,no,unknown,30,may,462,-1,unknown,negative
51,blue-collar,married,secondary,yes,no,unknown,30,may,378,-1,unknown,negative
32,admin.,divorced,tertiary,yes,no,unknown,30,may,288,-1,unknown,negative
39,management,married,tertiary,yes,no,unknown,30,may,136,-1,unknown,negative
43,management,single,tertiary,yes,no,unknown,30,may,58,-1,unknown,negative
38,management,married,tertiary,yes,no,unknown,30,may,60,-1,unknown,negative
45,management,married,tertiary,no,no,unknown,30,may,340,-1,unknown,negative
43,admin.,divorced,secondary,yes,no,unknown,30,may,668,-1,unknown,negative
52,management,married,tertiary,yes,yes,unknown,30,may,159,-1,unknown,negative
40,admin.,single,secondary,yes,no,unknown,30,may,113,-1,unknown,negative
35,student,single,secondary,yes,no,unknown,30,may,123,-1,unknown,negative
44,blue-collar,married,secondary,yes,no,unknown,30,may,306,-1,unknown,negative
42,admin.,divorced,secondary,yes,no,unknown,30,may,148,-1,unknown,negative
29,blue-collar,married,primary,yes,no,unknown,30,may,322,-1,unknown,negative
51,technician,divorced,secondary,yes,no,unknown,30,may,475,-1,unknown,negative
41,housemaid,married,tertiary,yes,no,unknown,30,may,130,-1,unknown,negative
54,self-employed,married,secondary,yes,no,unknown,30,may,183,-1,unknown,negative
42,technician,divorced,secondary,yes,yes,unknown,30,may,224,-1,unknown,negative
45,services,single,secondary,yes,yes,unknown,30,may,637,-1,unknown,negative
42,technician,married,secondary,yes,no,unknown,30,may,88,-1,unknown,negative
53,management,married,tertiary,yes,no,unknown,30,may,509,-1,unknown,negative
48,technician,married,unknown,yes,no,unknown,30,may,152,-1,unknown,negative
35,management,single,tertiary,yes,no,unknown,30,may,147,-1,unknown,negative
32,admin.,divorced,secondary,yes,no,unknown,30,may,97,-1,unknown,negative
35,management,divorced,tertiary,no,no,unknown,30,may,337,-1,unknown,negative
46,blue-collar,married,primary,yes,no,unknown,30,may,113,-1,unknown,negative
48,services,married,secondary,yes,no,unknown,30,may,465,-1,unknown,negative
31,technician,divorced,secondary,yes,no,unknown,30,may,294,-1,unknown,negative
28,management,single,tertiary,yes,no,unknown,30,may,224,-1,unknown,negative
31,management,single,tertiary,yes,no,unknown,30,may,58,-1,unknown,negative
49,self-employed,married,secondary,yes,yes,unknown,30,may,137,-1,unknown,negative
43,management,married,tertiary,yes,no,unknown,30,may,126,-1,unknown,negative
53,management,married,tertiary,yes,no,unknown,30,may,142,-1,unknown,negative
35,blue-collar,single,secondary,yes,no,unknown,30,may,312,-1,unknown,negative
31,technician,divorced,secondary,yes,no,unknown,30,may,34,-1,unknown,negative
39,technician,married,unknown,no,no,unknown,30,may,825,-1,unknown,negative
41,services,married,primary,yes,no,unknown,30,may,240,-1,unknown,negative
56,management,married,tertiary,yes,no,unknown,30,may,116,-1,unknown,negative
37,technician,married,secondary,yes,no,unknown,30,may,103,-1,unknown,negative
37,technician,married,secondary,yes,no,unknown,30,may,31,-1,unknown,negative
31,blue-collar,single,secondary,yes,no,unknown,30,may,66,-1,unknown,negative
51,retired,married,primary,yes,no,unknown,30,may,214,-1,unknown,negative
25,management,single,unknown,yes,no,unknown,30,may,65,-1,unknown,negative
53,services,married,secondary,yes,no,unknown,30,may,80,-1,unknown,negative
45,technician,married,secondary,yes,no,unknown,30,may,84,-1,unknown,negative
36,management,single,tertiary,yes,no,unknown,30,may,358,-1,unknown,negative
53,technician,single,secondary,yes,yes,unknown,30,may,521,-1,unknown,negative
32,admin.,married,secondary,yes,no,unknown,30,may,200,-1,unknown,negative
41,technician,married,secondary,yes,no,unknown,30,may,62,-1,unknown,negative
36,unemployed,single,tertiary,yes,no,unknown,30,may,265,-1,unknown,negative
36,management,single,tertiary,yes,yes,unknown,30,may,618,-1,unknown,negative
27,services,single,secondary,yes,no,unknown,30,may,256,-1,unknown,negative
36,admin.,married,secondary,yes,yes,unknown,30,may,199,-1,unknown,negative
32,technician,single,secondary,yes,no,unknown,30,may,722,-1,unknown,positive
47,technician,married,primary,yes,no,unknown,30,may,888,-1,unknown,negative
51,entrepreneur,married,secondary,no,no,unknown,30,may,510,-1,unknown,negative
38,management,single,tertiary,yes,no,unknown,30,may,355,-1,unknown,negative
27,blue-collar,married,primary,yes,no,unknown,30,may,150,-1,unknown,negative
41,management,divorced,secondary,yes,no,unknown,30,may,170,-1,unknown,negative
49,blue-collar,married,secondary,yes,yes,unknown,30,may,191,-1,unknown,negative
38,blue-collar,married,primary,yes,no,unknown,30,may,572,-1,unknown,negative
44,technician,married,secondary,yes,no,unknown,30,may,243,-1,unknown,negative
36,blue-collar,married,secondary,yes,no,unknown,30,may,140,-1,unknown,negative
55,technician,married,secondary,yes,no,unknown,30,may,267,-1,unknown,negative
47,technician,married,secondary,yes,no,unknown,30,may,219,-1,unknown,negative
48,blue-collar,married,secondary,yes,no,unknown,30,may,216,-1,unknown,negative
27,technician,single,secondary,yes,yes,unknown,30,may,78,-1,unknown,negative
43,entrepreneur,married,primary,yes,no,unknown,30,may,222,-1,unknown,negative
40,management,single,tertiary,yes,no,unknown,30,may,243,-1,unknown,negative
47,blue-collar,married,unknown,yes,no,unknown,30,may,212,-1,unknown,negative
44,technician,divorced,secondary,yes,no,unknown,30,may,363,-1,unknown,negative
26,technician,single,secondary,yes,no,unknown,30,may,67,-1,unknown,negative
25,blue-collar,single,secondary,yes,no,unknown,30,may,156,-1,unknown,negative
55,admin.,married,secondary,yes,no,unknown,30,may,41,-1,unknown,negative
38,management,married,tertiary,no,no,unknown,30,may,108,-1,unknown,negative
38,services,married,secondary,yes,yes,unknown,30,may,408,-1,unknown,negative
37,blue-collar,married,primary,yes,no,unknown,30,may,272,-1,unknown,negative
30,blue-collar,married,secondary,yes,no,unknown,30,may,281,-1,unknown,negative
44,blue-collar,married,primary,yes,no,unknown,30,may,742,-1,unknown,negative
35,management,single,tertiary,yes,no,unknown,30,may,166,-1,unknown,negative
40,blue-collar,married,secondary,yes,no,unknown,30,may,376,-1,unknown,negative
30,services,married,secondary,yes,no,unknown,30,may,138,-1,unknown,negative
23,services,single,tertiary,yes,no,unknown,30,may,16,-1,unknown,negative
32,blue-collar,married,secondary,yes,no,unknown,30,may,363,-1,unknown,negative
38,blue-collar,married,secondary,yes,no,unknown,30,may,161,-1,unknown,negative
44,technician,married,secondary,yes,no,unknown,30,may,28,-1,unknown,negative
33,technician,single,secondary,yes,no,unknown,30,may,275,-1,unknown,negative
46,entrepreneur,married,secondary,yes,no,unknown,30,may,170,-1,unknown,negative
32,management,single,tertiary,yes,no,unknown,30,may,66,-1,unknown,negative
58,blue-collar,married,secondary,yes,no,unknown,30,may,199,-1,unknown,negative
35,blue-collar,married,secondary,yes,no,unknown,30,may,274,-1,unknown,negative
50,admin.,single,secondary,yes,no,unknown,30,may,136,-1,unknown,negative
32,blue-collar,single,secondary,yes,yes,unknown,30,may,62,-1,unknown,negative
40,technician,divorced,secondary,yes,no,unknown,30,may,58,-1,unknown,negative
30,technician,married,secondary,yes,no,unknown,30,may,189,-1,unknown,negative
31,management,single,tertiary,yes,no,unknown,30,may,319,-1,unknown,negative
57,technician,married,secondary,yes,no,unknown,30,may,352,-1,unknown,negative
36,technician,divorced,secondary,no,no,unknown,30,may,230,-1,unknown,negative
35,blue-collar,married,primary,yes,no,unknown,30,may,178,-1,unknown,negative
50,self-employed,married,secondary,yes,no,unknown,30,may,42,-1,unknown,negative
41,admin.,married,secondary,yes,yes,unknown,30,may,124,-1,unknown,negative
58,management,married,primary,yes,no,unknown,30,may,171,-1,unknown,negative
55,technician,married,secondary,yes,no,unknown,30,may,119,-1,unknown,negative
35,technician,single,secondary,no,no,unknown,30,may,66,-1,unknown,negative
27,services,married,secondary,yes,no,unknown,30,may,130,-1,unknown,negative
40,admin.,married,secondary,yes,no,unknown,30,may,390,-1,unknown,negative
31,housemaid,married,secondary,yes,no,unknown,30,may,101,-1,unknown,negative
37,admin.,single,unknown,no,no,unknown,30,may,100,-1,unknown,negative
51,retired,divorced,secondary,yes,no,unknown,30,may,78,-1,unknown,negative
52,blue-collar,married,primary,yes,no,unknown,30,may,212,-1,unknown,negative
44,admin.,single,secondary,yes,no,unknown,30,may,181,-1,unknown,negative
27,management,single,tertiary,yes,no,unknown,30,may,72,-1,unknown,negative
45,entrepreneur,married,secondary,yes,no,unknown,30,may,390,-1,unknown,negative
54,blue-collar,married,primary,yes,no,unknown,30,may,324,-1,unknown,negative
23,blue-collar,single,secondary,yes,yes,unknown,30,may,163,-1,unknown,negative
59,admin.,married,primary,yes,no,unknown,30,may,110,-1,unknown,negative
41,technician,single,secondary,yes,no,unknown,30,may,72,-1,unknown,negative
40,management,married,primary,yes,no,unknown,30,may,85,-1,unknown,negative
36,blue-collar,married,secondary,yes,no,unknown,30,may,54,-1,unknown,negative
42,technician,single,secondary,yes,no,unknown,30,may,231,-1,unknown,negative
37,blue-collar,married,primary,yes,no,unknown,30,may,833,-1,unknown,negative
42,blue-collar,married,secondary,yes,no,unknown,30,may,124,-1,unknown,negative
40,blue-collar,married,primary,yes,no,unknown,30,may,57,-1,unknown,negative
42,technician,divorced,secondary,yes,no,unknown,30,may,115,-1,unknown,negative
32,blue-collar,married,secondary,yes,yes,unknown,30,may,43,-1,unknown,negative
23,blue-collar,single,secondary,yes,no,unknown,30,may,229,-1,unknown,negative
31,technician,single,secondary,yes,no,unknown,30,may,81,-1,unknown,negative
43,services,married,secondary,yes,yes,unknown,30,may,273,-1,unknown,negative
31,blue-collar,married,primary,yes,yes,unknown,30,may,30,-1,unknown,negative
29,services,single,secondary,yes,no,unknown,30,may,288,-1,unknown,negative
51,blue-collar,divorced,secondary,yes,no,unknown,30,may,247,-1,unknown,negative
25,blue-collar,single,primary,yes,no,unknown,30,may,85,-1,unknown,negative
39,services,single,secondary,yes,no,unknown,30,may,76,-1,unknown,negative
52,blue-collar,single,unknown,yes,no,unknown,30,may,170,-1,unknown,negative
38,technician,single,secondary,yes,no,unknown,30,may,428,-1,unknown,negative
37,self-employed,married,secondary,yes,no,unknown,30,may,370,-1,unknown,negative
40,management,married,tertiary,yes,no,unknown,30,may,137,-1,unknown,negative
46,blue-collar,single,secondary,yes,no,unknown,30,may,293,-1,unknown,negative
38,unemployed,divorced,secondary,yes,no,unknown,30,may,281,-1,unknown,negative
56,admin.,married,secondary,yes,yes,unknown,30,may,46,-1,unknown,negative
55,admin.,married,secondary,yes,no,unknown,30,may,26,-1,unknown,negative
40,blue-collar,married,primary,no,no,unknown,30,may,104,-1,unknown,negative
51,management,single,tertiary,yes,no,unknown,30,may,164,-1,unknown,negative
33,management,divorced,tertiary,yes,no,unknown,30,may,205,-1,unknown,negative
55,technician,divorced,tertiary,yes,no,unknown,30,may,34,-1,unknown,negative
42,blue-collar,married,secondary,yes,no,unknown,30,may,135,-1,unknown,negative
39,blue-collar,married,unknown,yes,no,unknown,30,may,99,-1,unknown,negative
35,blue-collar,married,primary,yes,no,unknown,30,may,148,-1,unknown,negative
32,self-employed,married,secondary,yes,no,unknown,30,may,84,-1,unknown,negative
27,blue-collar,single,secondary,yes,no,unknown,30,may,435,-1,unknown,negative
29,management,single,tertiary,yes,no,unknown,30,may,539,-1,unknown,positive
31,blue-collar,married,secondary,yes,no,unknown,30,may,29,-1,unknown,negative
36,blue-collar,married,secondary,yes,no,unknown,30,may,510,-1,unknown,negative
22,blue-collar,single,secondary,yes,no,unknown,30,may,59,-1,unknown,negative
37,admin.,married,secondary,yes,no,unknown,30,may,122,-1,unknown,negative
52,technician,divorced,secondary,yes,no,unknown,30,may,84,-1,unknown,negative
52,management,divorced,tertiary,yes,no,unknown,30,may,33,-1,unknown,negative
49,services,married,secondary,yes,yes,unknown,30,may,43,-1,unknown,negative
35,technician,single,secondary,yes,no,unknown,30,may,288,-1,unknown,negative
27,blue-collar,single,primary,yes,no,unknown,30,may,385,-1,unknown,negative
48,management,married,tertiary,yes,yes,unknown,30,may,306,-1,unknown,negative
39,blue-collar,married,secondary,yes,no,unknown,30,may,81,-1,unknown,negative
32,admin.,married,secondary,yes,yes,unknown,30,may,53,-1,unknown,negative
51,blue-collar,married,primary,yes,yes,unknown,30,may,436,-1,unknown,negative
47,blue-collar,married,primary,no,yes,unknown,30,may,41,-1,unknown,negative
59,management,single,tertiary,yes,no,unknown,30,may,147,-1,unknown,negative
41,blue-collar,married,primary,yes,no,unknown,30,may,232,-1,unknown,negative
50,blue-collar,married,secondary,yes,no,unknown,30,may,97,-1,unknown,negative
55,management,married,tertiary,yes,no,unknown,30,may,82,-1,unknown,negative
26,housemaid,single,secondary,yes,no,unknown,30,may,60,-1,unknown,negative
53,blue-collar,married,secondary,yes,yes,unknown,30,may,163,-1,unknown,negative
36,management,married,tertiary,yes,no,unknown,30,may,141,-1,unknown,negative
54,blue-collar,married,secondary,yes,no,unknown,30,may,211,-1,unknown,negative
39,management,married,tertiary,yes,yes,unknown,30,may,206,-1,unknown,negative
40,blue-collar,married,primary,yes,no,unknown,30,may,170,-1,unknown,negative
36,management,married,secondary,yes,no,unknown,30,may,251,-1,unknown,negative
32,admin.,divorced,secondary,no,no,unknown,30,may,25,-1,unknown,negative
37,technician,single,secondary,yes,no,unknown,30,may,120,-1,unknown,negative
54,blue-collar,married,secondary,yes,yes,unknown,30,may,123,-1,unknown,negative
34,blue-collar,married,primary,yes,no,unknown,30,may,28,-1,unknown,negative
35,blue-collar,single,tertiary,no,no,unknown,30,may,116,-1,unknown,negative
37,admin.,divorced,secondary,yes,no,unknown,30,may,127,-1,unknown,negative
41,blue-collar,single,secondary,yes,no,unknown,30,may,395,-1,unknown,negative
38,self-employed,married,secondary,no,no,unknown,2,jun,137,-1,unknown,negative
49,technician,married,secondary,yes,no,unknown,2,jun,93,-1,unknown,negative
59,management,married,primary,yes,no,unknown,2,jun,72,-1,unknown,negative
44,services,married,secondary,yes,no,unknown,2,jun,119,-1,unknown,negative
37,management,married,tertiary,yes,no,unknown,2,jun,100,-1,unknown,negative
34,blue-collar,married,primary,yes,no,unknown,2,jun,80,-1,unknown,negative
58,retired,married,secondary,yes,no,unknown,2,jun,132,-1,unknown,negative
39,blue-collar,married,secondary,yes,no,unknown,2,jun,147,-1,unknown,negative
40,technician,married,secondary,yes,no,unknown,2,jun,140,-1,unknown,negative
33,technician,single,secondary,yes,no,unknown,2,jun,57,-1,unknown,negative
43,admin.,divorced,secondary,yes,no,unknown,2,jun,130,-1,unknown,negative
43,entrepreneur,married,secondary,yes,yes,unknown,2,jun,251,-1,unknown,negative
36,management,single,tertiary,yes,no,unknown,2,jun,71,-1,unknown,negative
31,admin.,single,secondary,yes,no,unknown,2,jun,52,-1,unknown,negative
41,services,married,secondary,yes,yes,unknown,2,jun,243,-1,unknown,negative
47,services,married,primary,no,yes,unknown,2,jun,357,-1,unknown,negative
39,management,married,tertiary,yes,yes,unknown,2,jun,243,-1,unknown,negative
56,blue-collar,married,primary,yes,no,unknown,2,jun,108,-1,unknown,negative
50,management,married,tertiary,yes,no,unknown,2,jun,68,-1,unknown,negative
42,admin.,single,tertiary,yes,no,unknown,2,jun,150,-1,unknown,negative
48,services,married,primary,yes,no,unknown,2,jun,25,-1,unknown,negative
29,technician,married,secondary,yes,no,unknown,2,jun,90,-1,unknown,negative
37,blue-collar,married,primary,yes,no,unknown,2,jun,51,-1,unknown,negative
31,technician,single,tertiary,yes,no,unknown,2,jun,41,-1,unknown,negative
50,blue-collar,divorced,secondary,yes,no,unknown,2,jun,88,-1,unknown,negative
36,management,married,tertiary,yes,no,unknown,2,jun,372,-1,unknown,negative
27,blue-collar,single,secondary,yes,no,unknown,2,jun,360,-1,unknown,negative
55,technician,single,secondary,yes,no,unknown,2,jun,63,-1,unknown,negative
39,management,divorced,tertiary,yes,yes,unknown,2,jun,550,-1,unknown,negative
48,admin.,divorced,secondary,yes,no,unknown,2,jun,133,-1,unknown,negative
49,technician,divorced,secondary,yes,yes,unknown,2,jun,68,-1,unknown,negative
30,management,single,secondary,yes,yes,unknown,2,jun,175,-1,unknown,negative
53,blue-collar,married,primary,yes,no,unknown,2,jun,202,-1,unknown,negative
31,technician,single,tertiary,yes,no,unknown,2,jun,192,-1,unknown,negative
43,admin.,divorced,secondary,yes,no,unknown,2,jun,484,-1,unknown,negative
43,management,single,secondary,yes,no,unknown,2,jun,145,-1,unknown,negative
48,blue-collar,divorced,primary,no,no,unknown,2,jun,230,-1,unknown,negative
44,entrepreneur,married,tertiary,yes,no,unknown,2,jun,338,-1,unknown,negative
39,technician,married,secondary,yes,no,unknown,2,jun,65,-1,unknown,negative
29,entrepreneur,married,secondary,yes,no,unknown,2,jun,205,-1,unknown,negative
46,blue-collar,married,primary,yes,no,unknown,2,jun,92,-1,unknown,negative
39,management,married,tertiary,yes,no,unknown,2,jun,268,-1,unknown,negative
53,blue-collar,married,primary,yes,no,unknown,2,jun,185,-1,unknown,negative
40,admin.,single,secondary,yes,no,unknown,2,jun,65,-1,unknown,negative
52,blue-collar,married,secondary,no,no,unknown,2,jun,163,-1,unknown,negative
48,management,divorced,tertiary,yes,no,unknown,2,jun,362,-1,unknown,negative
50,management,married,secondary,no,yes,unknown,2,jun,367,-1,unknown,negative
49,self-employed,married,secondary,yes,no,unknown,2,jun,230,-1,unknown,negative
34,blue-collar,married,secondary,yes,yes,unknown,2,jun,26,-1,unknown,negative
33,technician,single,secondary,yes,no,unknown,2,jun,63,-1,unknown,negative
39,management,married,tertiary,yes,no,unknown,2,jun,493,-1,unknown,negative
49,entrepreneur,married,tertiary,yes,no,unknown,2,jun,113,-1,unknown,negative
40,blue-collar,married,primary,yes,no,unknown,2,jun,21,-1,unknown,negative
38,technician,single,secondary,yes,no,unknown,2,jun,215,-1,unknown,negative
24,management,single,secondary,no,no,unknown,2,jun,1075,-1,unknown,negative
39,blue-collar,single,secondary,yes,yes,unknown,2,jun,21,-1,unknown,negative
32,blue-collar,married,secondary,yes,no,unknown,2,jun,171,-1,unknown,negative
31,blue-collar,married,secondary,yes,no,unknown,2,jun,245,-1,unknown,negative
34,admin.,married,primary,yes,no,unknown,2,jun,107,-1,unknown,negative
46,blue-collar,married,secondary,yes,no,unknown,2,jun,161,-1,unknown,negative
59,retired,divorced,tertiary,yes,no,unknown,2,jun,517,-1,unknown,negative
32,management,single,secondary,yes,no,unknown,2,jun,258,-1,unknown,negative
41,blue-collar,married,primary,yes,yes,unknown,2,jun,659,-1,unknown,positive
31,blue-collar,married,secondary,yes,no,unknown,2,jun,40,-1,unknown,negative
31,blue-collar,married,secondary,yes,no,unknown,2,jun,527,-1,unknown,negative
32,management,single,unknown,yes,no,unknown,2,jun,651,-1,unknown,negative
38,blue-collar,single,secondary,yes,no,unknown,2,jun,129,-1,unknown,negative
36,self-employed,single,tertiary,no,no,unknown,2,jun,409,-1,unknown,negative
45,technician,divorced,secondary,yes,no,unknown,2,jun,144,-1,unknown,negative
35,admin.,married,secondary,yes,no,unknown,2,jun,97,-1,unknown,negative
35,services,divorced,secondary,yes,no,unknown,2,jun,101,-1,unknown,negative
44,services,married,secondary,yes,no,unknown,2,jun,67,-1,unknown,negative
39,admin.,single,secondary,yes,no,unknown,2,jun,64,-1,unknown,negative
36,blue-collar,married,primary,yes,no,unknown,2,jun,143,-1,unknown,negative
34,technician,married,tertiary,yes,yes,unknown,2,jun,70,-1,unknown,negative
38,entrepreneur,married,secondary,yes,no,unknown,2,jun,384,-1,unknown,negative
45,services,married,secondary,yes,no,unknown,2,jun,172,-1,unknown,negative
29,management,single,tertiary,yes,no,unknown,2,jun,105,-1,unknown,negative
39,services,divorced,secondary,yes,no,unknown,2,jun,26,-1,unknown,negative
32,services,married,secondary,yes,no,unknown,2,jun,364,-1,unknown,negative
35,housemaid,single,tertiary,yes,yes,unknown,2,jun,227,-1,unknown,negative
51,admin.,married,secondary,yes,no,unknown,2,jun,151,-1,unknown,negative
35,blue-collar,married,secondary,yes,no,unknown,2,jun,464,-1,unknown,negative
57,retired,married,primary,yes,no,unknown,2,jun,319,-1,unknown,negative
32,technician,married,secondary,no,no,unknown,2,jun,68,-1,unknown,negative
34,admin.,married,secondary,yes,no,unknown,2,jun,464,-1,unknown,negative
32,entrepreneur,married,primary,no,no,unknown,2,jun,389,-1,unknown,negative
33,technician,single,secondary,yes,yes,unknown,2,jun,185,-1,unknown,negative
