age,job,marital,education,housing,contact,day,month,duration,poutcome,Class
30,technician,single,secondary,no,unknown,14,may,749,unknown,negative
52,entrepreneur,married,tertiary,yes,unknown,14,may,166,unknown,negative
40,blue-collar,married,secondary,no,unknown,14,may,87,unknown,negative
60,retired,married,secondary,yes,unknown,14,may,407,unknown,negative
28,management,single,tertiary,yes,unknown,14,may,438,unknown,negative
44,self-employed,divorced,secondary,yes,unknown,14,may,387,unknown,negative
44,technician,single,secondary,yes,unknown,14,may,100,unknown,negative
32,blue-collar,single,secondary,yes,unknown,14,may,413,unknown,negative
53,management,married,tertiary,no,unknown,14,may,521,unknown,negative
41,services,divorced,secondary,no,unknown,14,may,133,unknown,negative
57,retired,married,tertiary,yes,unknown,14,may,191,unknown,negative
42,blue-collar,married,primary,yes,unknown,14,may,521,unknown,negative
31,management,married,secondary,yes,unknown,14,may,109,unknown,negative
46,blue-collar,married,secondary,yes,unknown,14,may,345,unknown,negative
46,technician,divorced,secondary,yes,unknown,14,may,566,unknown,negative
55,self-employed,single,secondary,yes,unknown,14,may,38,unknown,negative
52,blue-collar,single,primary,yes,unknown,14,may,314,unknown,negative
50,management,married,secondary,yes,unknown,14,may,214,unknown,negative
57,retired,married,secondary,no,unknown,14,may,248,unknown,negative
28,blue-collar,married,secondary,yes,unknown,14,may,246,unknown,negative
46,blue-collar,married,secondary,yes,unknown,14,may,136,unknown,negative
40,admin.,divorced,secondary,yes,unknown,14,may,98,unknown,negative
56,blue-collar,married,secondary,yes,unknown,14,may,225,unknown,negative
48,services,divorced,secondary,yes,unknown,14,may,364,unknown,negative
36,management,single,tertiary,yes,unknown,14,may,784,unknown,negative
37,technician,married,tertiary,yes,unknown,14,may,93,unknown,negative
41,entrepreneur,married,tertiary,yes,unknown,14,may,57,unknown,negative
43,blue-collar,married,secondary,yes,unknown,14,may,160,unknown,negative
40,entrepreneur,married,secondary,yes,unknown,14,may,210,unknown,negative
40,entrepreneur,married,secondary,yes,unknown,14,may,222,unknown,negative
45,blue-collar,married,secondary,yes,unknown,14,may,21,unknown,negative
44,blue-collar,married,secondary,yes,unknown,14,may,222,unknown,negative
53,entrepreneur,married,primary,yes,unknown,14,may,157,unknown,negative
31,management,married,tertiary,yes,unknown,14,may,143,unknown,negative
50,blue-collar,married,secondary,yes,unknown,14,may,371,unknown,negative
53,management,married,tertiary,yes,unknown,14,may,161,unknown,negative
56,blue-collar,divorced,secondary,yes,unknown,14,may,350,unknown,negative
45,technician,married,primary,yes,unknown,14,may,135,unknown,negative
47,self-employed,married,tertiary,yes,unknown,14,may,162,unknown,negative
33,admin.,single,secondary,yes,unknown,14,may,565,unknown,negative
45,entrepreneur,single,tertiary,yes,unknown,14,may,44,unknown,negative
34,blue-collar,married,secondary,no,unknown,14,may,337,unknown,negative
49,entrepreneur,married,primary,yes,unknown,14,may,416,unknown,negative
49,services,married,secondary,no,unknown,14,may,102,unknown,negative
37,admin.,divorced,secondary,yes,unknown,14,may,5,unknown,negative
57,technician,married,secondary,yes,unknown,14,may,129,unknown,negative
40,blue-collar,married,primary,yes,unknown,14,may,977,unknown,negative
57,retired,married,secondary,yes,unknown,14,may,138,unknown,negative
45,unemployed,married,primary,yes,unknown,14,may,70,unknown,negative
61,retired,married,secondary,yes,unknown,14,may,71,unknown,negative
54,management,divorced,secondary,yes,unknown,14,may,75,unknown,negative
46,blue-collar,married,primary,yes,unknown,14,may,230,unknown,negative
51,admin.,married,primary,yes,unknown,14,may,369,unknown,negative
42,blue-collar,married,secondary,yes,unknown,14,may,136,unknown,negative
42,blue-collar,married,primary,yes,unknown,14,may,22,unknown,negative
60,management,married,primary,yes,unknown,14,may,378,unknown,negative
41,blue-collar,married,primary,yes,unknown,14,may,240,unknown,negative
41,services,married,primary,yes,unknown,14,may,80,unknown,negative
55,blue-collar,married,secondary,yes,unknown,14,may,144,unknown,negative
46,services,married,secondary,yes,unknown,14,may,380,unknown,negative
54,blue-collar,married,secondary,yes,unknown,14,may,108,unknown,negative
47,services,divorced,secondary,yes,unknown,14,may,389,unknown,negative
35,management,single,tertiary,no,unknown,14,may,192,unknown,negative
30,blue-collar,married,secondary,yes,unknown,14,may,273,unknown,negative
32,management,single,secondary,yes,unknown,14,may,48,unknown,negative
35,blue-collar,married,primary,yes,unknown,14,may,8,unknown,negative
48,blue-collar,single,secondary,yes,unknown,14,may,628,unknown,negative
36,services,married,secondary,no,unknown,14,may,90,unknown,negative
53,services,married,secondary,yes,unknown,14,may,221,unknown,negative
48,technician,married,secondary,yes,unknown,14,may,217,unknown,negative
42,services,married,secondary,yes,unknown,14,may,762,unknown,negative
38,services,single,secondary,yes,unknown,14,may,193,unknown,negative
32,admin.,single,secondary,yes,unknown,14,may,302,unknown,negative
51,unemployed,married,secondary,yes,unknown,14,may,411,unknown,negative
34,blue-collar,married,secondary,yes,unknown,14,may,245,unknown,negative
43,blue-collar,married,secondary,yes,unknown,14,may,746,unknown,negative
50,blue-collar,married,secondary,yes,unknown,14,may,673,unknown,negative
44,blue-collar,married,primary,yes,unknown,14,may,220,unknown,negative
25,services,single,secondary,yes,unknown,14,may,232,unknown,negative
60,blue-collar,married,secondary,yes,unknown,14,may,115,unknown,negative
32,technician,single,unknown,no,unknown,14,may,485,unknown,negative
44,admin.,married,secondary,yes,unknown,14,may,106,unknown,negative
26,student,single,secondary,yes,unknown,14,may,107,unknown,negative
36,admin.,married,secondary,yes,unknown,14,may,1044,unknown,negative
29,entrepreneur,single,tertiary,yes,unknown,14,may,180,unknown,negative
29,management,single,tertiary,yes,unknown,14,may,354,unknown,negative
42,blue-collar,married,secondary,yes,unknown,14,may,55,unknown,negative
32,blue-collar,single,secondary,no,unknown,14,may,392,unknown,negative
37,admin.,married,secondary,yes,unknown,14,may,123,unknown,negative
50,admin.,divorced,secondary,yes,unknown,14,may,148,unknown,negative
44,blue-collar,married,secondary,yes,unknown,14,may,74,unknown,negative
43,technician,married,secondary,yes,unknown,14,may,267,unknown,negative
41,services,married,primary,yes,unknown,14,may,374,unknown,negative
45,admin.,married,secondary,yes,unknown,14,may,295,unknown,negative
41,admin.,married,tertiary,yes,unknown,14,may,149,unknown,negative
57,technician,married,secondary,yes,unknown,14,may,226,unknown,negative
34,self-employed,single,tertiary,yes,unknown,14,may,668,unknown,negative
47,services,married,secondary,yes,unknown,14,may,95,unknown,negative
49,technician,married,secondary,yes,unknown,14,may,229,unknown,negative
58,blue-collar,married,primary,yes,unknown,14,may,252,unknown,negative
51,unemployed,married,secondary,yes,unknown,14,may,286,unknown,negative
30,management,married,tertiary,yes,unknown,14,may,242,unknown,negative
47,services,divorced,secondary,yes,unknown,14,may,335,unknown,negative
29,technician,single,secondary,no,unknown,14,may,323,unknown,negative
51,blue-collar,married,primary,yes,unknown,14,may,140,unknown,negative
49,housemaid,single,primary,yes,unknown,14,may,159,unknown,negative
43,services,married,secondary,yes,unknown,14,may,293,unknown,negative
41,blue-collar,married,primary,yes,unknown,14,may,85,unknown,negative
29,admin.,single,secondary,yes,unknown,14,may,343,unknown,negative
42,blue-collar,married,primary,yes,unknown,14,may,295,unknown,negative
34,blue-collar,single,secondary,yes,unknown,14,may,360,unknown,negative
44,management,married,tertiary,yes,unknown,14,may,183,unknown,negative
44,services,divorced,secondary,yes,unknown,14,may,304,unknown,negative
30,management,married,tertiary,yes,unknown,14,may,382,unknown,negative
26,blue-collar,single,secondary,no,unknown,14,may,514,unknown,negative
28,technician,single,secondary,yes,unknown,14,may,142,unknown,negative
42,technician,married,tertiary,yes,unknown,14,may,162,unknown,negative
40,housemaid,divorced,primary,yes,unknown,14,may,301,unknown,negative
49,retired,married,secondary,yes,unknown,14,may,264,unknown,negative
42,admin.,divorced,secondary,yes,unknown,14,may,150,unknown,negative
29,admin.,married,secondary,yes,unknown,14,may,49,unknown,negative
47,blue-collar,married,primary,yes,unknown,14,may,326,unknown,negative
42,management,married,unknown,yes,unknown,14,may,468,unknown,negative
45,services,divorced,secondary,yes,unknown,14,may,183,unknown,negative
29,admin.,single,secondary,yes,unknown,14,may,339,unknown,negative
41,technician,married,tertiary,yes,unknown,14,may,125,unknown,negative
40,blue-collar,single,unknown,yes,unknown,14,may,232,unknown,negative
48,admin.,married,secondary,yes,unknown,14,may,312,unknown,negative
41,blue-collar,married,primary,yes,unknown,14,may,423,unknown,negative
60,retired,married,secondary,yes,unknown,14,may,163,unknown,negative
44,management,married,tertiary,no,unknown,14,may,191,unknown,negative
49,self-employed,single,tertiary,yes,unknown,14,may,248,unknown,negative
47,management,divorced,tertiary,yes,unknown,14,may,146,unknown,negative
48,technician,married,secondary,yes,unknown,14,may,125,unknown,negative
44,admin.,married,primary,yes,unknown,14,may,234,unknown,negative
28,blue-collar,married,primary,no,unknown,14,may,17,unknown,negative
31,services,married,secondary,yes,unknown,14,may,546,unknown,negative
29,blue-collar,married,primary,yes,unknown,14,may,554,unknown,negative
28,student,single,secondary,yes,unknown,14,may,162,unknown,negative
43,services,divorced,secondary,yes,unknown,14,may,436,unknown,negative
32,services,married,secondary,yes,unknown,14,may,297,unknown,negative
44,technician,divorced,secondary,yes,unknown,14,may,302,unknown,negative
42,technician,married,secondary,yes,unknown,14,may,349,unknown,negative
45,blue-collar,married,primary,yes,unknown,14,may,174,unknown,negative
31,admin.,single,secondary,yes,unknown,14,may,180,unknown,negative
48,technician,single,secondary,yes,unknown,14,may,902,unknown,negative
45,blue-collar,married,primary,yes,unknown,14,may,137,unknown,negative
27,blue-collar,single,secondary,yes,unknown,14,may,282,unknown,negative
55,blue-collar,married,primary,yes,unknown,14,may,321,unknown,negative
45,entrepreneur,married,secondary,yes,unknown,14,may,126,unknown,negative
50,unemployed,married,secondary,yes,unknown,14,may,554,unknown,negative
44,unemployed,married,secondary,yes,unknown,14,may,21,unknown,negative
45,admin.,married,secondary,yes,unknown,14,may,427,unknown,negative
51,housemaid,married,primary,no,unknown,14,may,97,unknown,negative
30,blue-collar,single,secondary,yes,unknown,14,may,402,unknown,negative
43,blue-collar,married,secondary,yes,unknown,14,may,252,unknown,negative
41,blue-collar,married,primary,yes,unknown,14,may,449,unknown,negative
30,blue-collar,married,primary,yes,unknown,14,may,360,unknown,negative
41,blue-collar,married,secondary,yes,unknown,14,may,89,unknown,negative
29,blue-collar,married,secondary,yes,unknown,14,may,241,unknown,negative
31,admin.,married,secondary,yes,unknown,14,may,574,unknown,negative
40,technician,single,secondary,yes,unknown,14,may,274,unknown,negative
41,blue-collar,married,secondary,yes,unknown,14,may,154,unknown,negative
43,admin.,divorced,secondary,yes,unknown,14,may,71,unknown,negative
43,blue-collar,married,primary,yes,unknown,14,may,122,unknown,negative
50,entrepreneur,married,tertiary,yes,unknown,14,may,166,unknown,negative
40,unemployed,divorced,secondary,yes,unknown,14,may,163,unknown,negative
23,blue-collar,single,secondary,yes,unknown,14,may,167,unknown,negative
37,admin.,married,secondary,yes,unknown,14,may,91,unknown,negative
47,blue-collar,married,secondary,yes,unknown,14,may,133,unknown,negative
29,blue-collar,married,secondary,yes,unknown,14,may,594,unknown,negative
46,technician,married,secondary,yes,unknown,14,may,86,unknown,negative
31,admin.,married,secondary,yes,unknown,14,may,40,unknown,negative
57,technician,single,secondary,yes,unknown,14,may,166,unknown,negative
54,blue-collar,married,secondary,yes,unknown,14,may,302,unknown,negative
44,blue-collar,married,primary,yes,unknown,14,may,303,unknown,negative
36,blue-collar,married,secondary,no,unknown,14,may,636,unknown,negative
54,blue-collar,married,secondary,yes,unknown,14,may,341,unknown,negative
38,technician,married,secondary,yes,unknown,14,may,483,unknown,negative
38,blue-collar,married,secondary,yes,unknown,14,may,220,unknown,negative
40,blue-collar,married,secondary,yes,unknown,14,may,234,unknown,negative
46,technician,married,secondary,yes,unknown,14,may,32,unknown,negative
41,admin.,single,secondary,yes,unknown,14,may,211,unknown,negative
33,management,married,tertiary,yes,unknown,14,may,738,unknown,negative
36,admin.,married,secondary,yes,unknown,14,may,482,unknown,negative
59,retired,married,secondary,yes,unknown,14,may,238,unknown,negative
49,blue-collar,married,primary,no,unknown,14,may,370,unknown,negative
49,blue-collar,married,secondary,yes,unknown,14,may,76,unknown,negative
44,blue-collar,married,primary,yes,unknown,14,may,225,unknown,negative
38,admin.,married,secondary,yes,unknown,14,may,256,unknown,negative
44,technician,married,secondary,yes,unknown,14,may,567,unknown,negative
43,technician,single,secondary,yes,unknown,14,may,2241,unknown,negative
42,blue-collar,married,primary,yes,unknown,14,may,147,unknown,negative
41,admin.,married,secondary,yes,unknown,14,may,135,unknown,negative
52,services,married,secondary,yes,unknown,14,may,260,unknown,negative
41,technician,single,tertiary,yes,unknown,14,may,254,unknown,negative
29,blue-collar,married,secondary,yes,unknown,14,may,1118,unknown,negative
36,blue-collar,married,unknown,yes,unknown,14,may,76,unknown,negative
42,blue-collar,married,unknown,yes,unknown,14,may,79,unknown,negative
34,management,married,tertiary,no,unknown,14,may,94,unknown,negative
35,technician,married,secondary,yes,unknown,14,may,208,unknown,negative
57,retired,married,primary,yes,unknown,14,may,271,unknown,negative
46,self-employed,married,secondary,yes,unknown,14,may,166,unknown,negative
58,admin.,married,secondary,yes,unknown,14,may,256,unknown,negative
50,blue-collar,married,secondary,yes,unknown,14,may,19,unknown,negative
57,technician,divorced,secondary,yes,unknown,14,may,173,unknown,negative
47,technician,married,secondary,yes,unknown,14,may,367,unknown,negative
46,blue-collar,single,secondary,yes,unknown,14,may,414,unknown,negative
47,blue-collar,divorced,primary,yes,unknown,14,may,227,unknown,negative
49,blue-collar,divorced,primary,yes,unknown,14,may,349,unknown,negative
49,blue-collar,married,primary,yes,unknown,14,may,278,unknown,negative
26,blue-collar,single,secondary,yes,unknown,14,may,103,unknown,negative
52,management,married,tertiary,yes,unknown,14,may,249,unknown,negative
47,management,married,secondary,yes,unknown,14,may,143,unknown,negative
43,technician,single,secondary,yes,unknown,14,may,37,unknown,negative
20,student,single,tertiary,yes,unknown,14,may,168,unknown,negative
43,services,married,secondary,yes,unknown,14,may,260,unknown,negative
53,admin.,married,secondary,yes,unknown,14,may,162,unknown,negative
40,self-employed,married,primary,yes,unknown,14,may,187,unknown,negative
52,technician,married,secondary,no,unknown,14,may,266,unknown,negative
43,technician,divorced,tertiary,no,unknown,14,may,279,unknown,negative
55,management,married,tertiary,yes,unknown,14,may,159,unknown,negative
41,entrepreneur,married,secondary,yes,unknown,14,may,318,unknown,negative
36,blue-collar,married,secondary,yes,unknown,14,may,104,unknown,negative
57,management,divorced,secondary,yes,unknown,14,may,747,unknown,negative
30,admin.,single,secondary,yes,unknown,14,may,1204,unknown,negative
41,management,married,tertiary,no,unknown,15,may,95,unknown,negative
56,services,married,secondary,yes,unknown,15,may,176,unknown,negative
44,blue-collar,married,primary,yes,unknown,15,may,179,unknown,negative
45,blue-collar,married,secondary,yes,unknown,15,may,319,unknown,negative
43,retired,married,primary,no,unknown,15,may,114,unknown,negative
50,technician,married,tertiary,yes,unknown,15,may,170,unknown,negative
26,blue-collar,married,primary,yes,unknown,15,may,311,unknown,negative
34,services,single,secondary,yes,unknown,15,may,362,unknown,negative
39,admin.,married,primary,yes,unknown,15,may,347,unknown,negative
32,management,single,tertiary,yes,unknown,15,may,86,unknown,negative
46,services,married,secondary,yes,unknown,15,may,101,unknown,negative
58,management,married,tertiary,yes,unknown,15,may,288,unknown,negative
54,entrepreneur,married,secondary,yes,unknown,15,may,44,unknown,negative
40,services,married,secondary,yes,unknown,15,may,1013,unknown,negative
42,management,married,primary,yes,unknown,15,may,90,unknown,negative
42,unemployed,married,primary,yes,unknown,15,may,155,unknown,negative
50,blue-collar,married,secondary,yes,unknown,15,may,468,unknown,negative
50,management,married,tertiary,yes,unknown,15,may,226,unknown,negative
42,housemaid,single,primary,yes,unknown,15,may,54,unknown,negative
50,blue-collar,married,primary,yes,unknown,15,may,114,unknown,negative
42,admin.,married,secondary,yes,unknown,15,may,349,unknown,negative
48,admin.,married,secondary,yes,unknown,15,may,755,unknown,negative
50,management,married,tertiary,yes,unknown,15,may,305,unknown,negative
52,technician,divorced,primary,no,unknown,15,may,148,unknown,negative
43,admin.,single,secondary,no,unknown,15,may,243,unknown,negative
57,management,married,tertiary,yes,unknown,15,may,391,unknown,negative
49,admin.,single,secondary,yes,unknown,15,may,204,unknown,negative
30,management,married,secondary,yes,unknown,15,may,236,unknown,negative
52,technician,married,secondary,yes,unknown,15,may,112,unknown,negative
41,housemaid,married,primary,yes,unknown,15,may,125,unknown,negative
47,services,married,secondary,yes,unknown,15,may,141,unknown,negative
46,admin.,married,secondary,yes,unknown,15,may,360,unknown,negative
27,services,married,secondary,yes,unknown,15,may,312,unknown,negative
46,services,married,secondary,yes,unknown,15,may,366,unknown,negative
53,entrepreneur,married,tertiary,yes,unknown,15,may,100,unknown,negative
51,retired,married,secondary,no,unknown,15,may,70,unknown,negative
47,technician,married,secondary,yes,unknown,15,may,254,unknown,negative
60,retired,married,secondary,yes,unknown,15,may,230,unknown,negative
47,management,divorced,tertiary,no,unknown,15,may,246,unknown,negative
48,services,married,secondary,yes,unknown,15,may,97,unknown,negative
45,blue-collar,married,secondary,yes,unknown,15,may,135,unknown,negative
53,retired,married,tertiary,yes,unknown,15,may,73,unknown,negative
54,technician,married,tertiary,yes,unknown,15,may,12,unknown,negative
46,admin.,divorced,secondary,yes,unknown,15,may,65,unknown,negative
48,admin.,divorced,secondary,yes,unknown,15,may,420,unknown,negative
43,retired,married,secondary,yes,unknown,15,may,259,unknown,negative
42,unemployed,married,tertiary,yes,unknown,15,may,192,unknown,negative
56,retired,married,secondary,yes,unknown,15,may,189,unknown,negative
48,services,divorced,secondary,yes,unknown,15,may,263,unknown,negative
45,blue-collar,married,primary,yes,unknown,15,may,126,unknown,negative
51,admin.,married,primary,yes,unknown,15,may,415,unknown,negative
42,technician,single,tertiary,yes,unknown,15,may,260,unknown,negative
44,management,married,tertiary,yes,unknown,15,may,71,unknown,negative
40,services,married,secondary,yes,unknown,15,may,735,unknown,negative
57,management,married,secondary,yes,unknown,15,may,75,unknown,negative
42,technician,single,secondary,yes,unknown,15,may,87,unknown,negative
58,services,married,secondary,yes,unknown,15,may,183,unknown,negative
40,services,divorced,secondary,yes,unknown,15,may,62,unknown,negative
49,services,divorced,secondary,yes,unknown,15,may,150,unknown,negative
46,management,single,secondary,yes,unknown,15,may,244,unknown,negative
54,technician,divorced,secondary,yes,unknown,15,may,367,unknown,negative
60,entrepreneur,married,tertiary,yes,unknown,15,may,325,unknown,negative
42,blue-collar,married,secondary,yes,unknown,15,may,197,unknown,negative
43,blue-collar,married,primary,yes,unknown,15,may,121,unknown,negative
41,self-employed,married,secondary,yes,unknown,15,may,27,unknown,negative
60,retired,divorced,secondary,yes,unknown,15,may,157,unknown,negative
51,entrepreneur,married,tertiary,yes,unknown,15,may,203,unknown,negative
48,blue-collar,married,secondary,yes,unknown,15,may,115,unknown,negative
41,blue-collar,divorced,primary,yes,unknown,15,may,112,unknown,negative
50,blue-collar,single,secondary,yes,unknown,15,may,104,unknown,negative
41,blue-collar,married,primary,yes,unknown,15,may,153,unknown,negative
60,retired,married,secondary,yes,unknown,15,may,182,unknown,negative
54,blue-collar,married,secondary,yes,unknown,15,may,55,unknown,negative
49,entrepreneur,married,tertiary,yes,unknown,15,may,305,unknown,negative
47,management,married,primary,yes,unknown,15,may,140,unknown,negative
36,blue-collar,single,secondary,yes,unknown,15,may,180,unknown,negative
45,blue-collar,married,secondary,yes,unknown,15,may,644,unknown,negative
49,admin.,married,secondary,yes,unknown,15,may,173,unknown,negative
47,blue-collar,married,primary,yes,unknown,15,may,374,unknown,negative
46,admin.,married,secondary,no,unknown,15,may,240,unknown,negative
29,management,married,tertiary,yes,unknown,15,may,1088,unknown,negative
44,entrepreneur,married,primary,yes,unknown,15,may,219,unknown,negative
52,blue-collar,divorced,primary,yes,unknown,15,may,41,unknown,negative
33,blue-collar,single,secondary,yes,unknown,15,may,558,unknown,negative
43,blue-collar,married,secondary,yes,unknown,15,may,436,unknown,negative
45,blue-collar,married,primary,yes,unknown,15,may,463,unknown,negative
42,blue-collar,single,secondary,yes,unknown,15,may,265,unknown,negative
50,technician,married,secondary,yes,unknown,15,may,234,unknown,negative
58,technician,married,secondary,yes,unknown,15,may,113,unknown,negative
50,blue-collar,married,unknown,yes,unknown,15,may,200,unknown,negative
56,blue-collar,divorced,primary,yes,unknown,15,may,158,unknown,negative
46,blue-collar,married,secondary,yes,unknown,15,may,34,unknown,negative
44,blue-collar,single,primary,yes,unknown,15,may,160,unknown,negative
52,admin.,married,secondary,yes,unknown,15,may,167,unknown,negative
55,services,married,secondary,yes,unknown,15,may,206,unknown,negative
44,blue-collar,married,primary,yes,unknown,15,may,36,unknown,negative
46,services,married,secondary,no,unknown,15,may,504,unknown,negative
47,admin.,divorced,secondary,yes,unknown,15,may,303,unknown,negative
40,blue-collar,divorced,secondary,yes,unknown,15,may,109,unknown,negative
48,blue-collar,married,primary,yes,unknown,15,may,90,unknown,negative
34,housemaid,married,primary,yes,unknown,15,may,139,unknown,negative
46,blue-collar,divorced,secondary,yes,unknown,15,may,257,unknown,negative
43,unemployed,married,primary,yes,unknown,15,may,241,unknown,negative
40,blue-collar,married,primary,yes,unknown,15,may,94,unknown,negative
39,entrepreneur,married,secondary,yes,unknown,15,may,171,unknown,negative
57,retired,married,primary,yes,unknown,15,may,178,unknown,negative
54,blue-collar,married,primary,yes,unknown,15,may,285,unknown,negative
46,management,married,secondary,yes,unknown,15,may,86,unknown,negative
41,services,married,secondary,yes,unknown,15,may,326,unknown,negative
47,services,married,secondary,yes,unknown,15,may,451,unknown,negative
40,blue-collar,married,secondary,yes,unknown,15,may,347,unknown,negative
50,blue-collar,married,primary,yes,unknown,15,may,116,unknown,negative
40,blue-collar,married,primary,yes,unknown,15,may,191,unknown,negative
47,blue-collar,married,primary,yes,unknown,15,may,77,unknown,negative
57,retired,divorced,tertiary,yes,unknown,15,may,1036,unknown,negative
47,admin.,married,secondary,yes,unknown,15,may,303,unknown,negative
44,blue-collar,married,secondary,yes,unknown,15,may,80,unknown,negative
47,blue-collar,married,secondary,yes,unknown,15,may,322,unknown,negative
53,entrepreneur,married,secondary,yes,unknown,15,may,750,unknown,negative
40,entrepreneur,married,secondary,yes,unknown,15,may,435,unknown,negative
60,entrepreneur,divorced,secondary,yes,unknown,15,may,397,unknown,negative
45,entrepreneur,married,primary,yes,unknown,15,may,95,unknown,negative
57,blue-collar,married,secondary,no,unknown,15,may,208,unknown,negative
45,blue-collar,married,primary,yes,unknown,15,may,163,unknown,negative
21,services,married,secondary,yes,unknown,15,may,168,unknown,negative
42,management,single,tertiary,yes,unknown,15,may,161,unknown,negative
30,blue-collar,married,secondary,yes,unknown,15,may,1000,unknown,negative
57,entrepreneur,married,secondary,yes,unknown,15,may,112,unknown,negative
53,admin.,divorced,secondary,yes,unknown,15,may,599,unknown,negative
51,management,single,tertiary,no,unknown,15,may,30,unknown,negative
53,technician,married,tertiary,yes,unknown,15,may,58,unknown,negative
54,technician,married,tertiary,yes,unknown,15,may,165,unknown,negative
44,management,married,tertiary,yes,unknown,15,may,74,unknown,negative
56,retired,married,secondary,yes,unknown,15,may,79,unknown,negative
46,technician,divorced,tertiary,yes,unknown,15,may,231,unknown,negative
45,technician,married,secondary,yes,unknown,15,may,191,unknown,negative
42,blue-collar,married,primary,yes,unknown,15,may,202,unknown,negative
56,retired,married,secondary,yes,unknown,15,may,221,unknown,negative
44,blue-collar,single,secondary,no,unknown,15,may,257,unknown,negative
54,entrepreneur,married,secondary,yes,unknown,15,may,352,unknown,negative
51,self-employed,divorced,secondary,yes,unknown,15,may,285,unknown,negative
49,blue-collar,single,primary,yes,unknown,15,may,93,unknown,negative
45,admin.,divorced,secondary,yes,unknown,15,may,71,unknown,negative
58,retired,married,tertiary,yes,unknown,15,may,290,unknown,negative
53,blue-collar,married,unknown,yes,unknown,15,may,1165,unknown,negative
42,technician,married,secondary,yes,unknown,15,may,164,unknown,negative
53,admin.,single,secondary,yes,unknown,15,may,295,unknown,negative
50,services,single,secondary,yes,unknown,15,may,187,unknown,negative
53,entrepreneur,married,tertiary,yes,unknown,15,may,106,unknown,negative
26,blue-collar,married,secondary,yes,unknown,15,may,219,unknown,negative
46,management,married,tertiary,yes,unknown,15,may,236,unknown,negative
45,services,married,secondary,yes,unknown,15,may,139,unknown,negative
42,blue-collar,married,secondary,yes,unknown,15,may,124,unknown,negative
42,management,married,tertiary,yes,unknown,15,may,98,unknown,negative
54,services,married,unknown,yes,unknown,15,may,145,unknown,negative
60,retired,married,tertiary,yes,unknown,15,may,120,unknown,negative
49,blue-collar,single,primary,yes,unknown,15,may,291,unknown,negative
40,entrepreneur,married,primary,yes,unknown,15,may,101,unknown,negative
45,blue-collar,married,secondary,yes,unknown,15,may,417,unknown,negative
40,blue-collar,married,primary,yes,unknown,15,may,191,unknown,negative
60,admin.,divorced,secondary,yes,unknown,15,may,131,unknown,negative
42,blue-collar,married,primary,yes,unknown,15,may,221,unknown,negative
60,retired,married,secondary,yes,unknown,15,may,229,unknown,negative
60,retired,married,secondary,yes,unknown,15,may,104,unknown,negative
41,blue-collar,married,primary,yes,unknown,15,may,72,unknown,negative
60,blue-collar,married,primary,no,unknown,15,may,186,unknown,negative
23,technician,single,secondary,yes,unknown,15,may,23,unknown,negative
46,blue-collar,married,primary,yes,unknown,15,may,402,unknown,negative
44,services,married,secondary,yes,unknown,15,may,37,unknown,negative
29,blue-collar,single,secondary,yes,unknown,15,may,68,unknown,negative
34,blue-collar,married,secondary,yes,unknown,15,may,182,unknown,negative
59,services,married,secondary,no,unknown,15,may,587,unknown,negative
50,management,married,tertiary,yes,unknown,15,may,348,unknown,negative
60,admin.,married,unknown,yes,unknown,15,may,140,unknown,negative
49,blue-collar,married,secondary,yes,unknown,15,may,51,unknown,negative
55,blue-collar,married,primary,yes,unknown,15,may,176,unknown,negative
54,blue-collar,married,primary,yes,unknown,15,may,144,unknown,negative
42,blue-collar,married,primary,yes,unknown,15,may,297,unknown,negative
60,blue-collar,married,primary,yes,unknown,15,may,203,unknown,negative
47,services,married,secondary,yes,unknown,15,may,57,unknown,negative
41,management,married,secondary,no,unknown,15,may,334,unknown,negative
47,admin.,single,tertiary,yes,unknown,15,may,217,unknown,negative
41,technician,married,secondary,yes,unknown,15,may,74,unknown,negative
57,retired,married,secondary,yes,unknown,15,may,405,unknown,negative
53,management,married,tertiary,yes,unknown,15,may,738,unknown,negative
44,blue-collar,married,secondary,yes,unknown,15,may,452,unknown,negative
35,entrepreneur,single,tertiary,yes,unknown,15,may,203,unknown,negative
41,housemaid,married,tertiary,yes,unknown,15,may,230,unknown,negative
28,student,single,secondary,yes,unknown,15,may,133,unknown,negative
55,admin.,married,secondary,yes,unknown,15,may,94,unknown,negative
55,admin.,married,secondary,yes,unknown,15,may,187,unknown,negative
35,management,married,tertiary,yes,unknown,15,may,136,unknown,negative
58,management,divorced,tertiary,no,unknown,15,may,1244,unknown,negative
25,management,single,tertiary,yes,unknown,15,may,225,unknown,negative
43,technician,married,secondary,yes,unknown,15,may,80,unknown,negative
29,services,single,secondary,yes,unknown,15,may,431,unknown,negative
46,blue-collar,single,primary,no,unknown,15,may,78,unknown,negative
60,retired,married,unknown,yes,unknown,15,may,301,unknown,negative
47,blue-collar,married,primary,yes,unknown,15,may,30,unknown,negative
60,retired,married,primary,yes,unknown,15,may,133,unknown,negative
33,blue-collar,married,primary,yes,unknown,15,may,270,unknown,negative
34,admin.,single,secondary,yes,unknown,15,may,218,unknown,negative
57,admin.,married,unknown,yes,unknown,15,may,215,unknown,negative
42,services,married,unknown,yes,unknown,15,may,299,unknown,negative
47,blue-collar,married,secondary,yes,unknown,15,may,160,unknown,negative
