At3,At6,At7,At8,At9,At10,Class
2.0434,-15.3271,7.2991,-11.1234,80.0492,174.695,negative
3.6005,-47.2642,63.5925,-23.7164,0.1989,293.883,negative
2.8062,-30.6733,-31.6129,-8.5806,22.353,243.839,negative
3.5175,-1.271,54.1547,-19.4788,5.0286,361.266,negative
2.7173,-4.4131,-29.9929,12.8724,29.837,87.5836,negative
2.7147,81.6969,45.3531,-14.2788,3.3863,212.809,negative
2.1599,-23.5534,-12.2394,-6.6602,60.2891,114.668,negative
2.4893,34.0964,43.7729,5.8049,23.893,217.154,negative
2.9908,57.2941,52.4692,23.8275,7.81,237.263,negative
3.418,-7.8621,68.7019,20.7308,1.121,208.418,negative
2.5971,16.0802,39.5951,-13.8313,0.393,261.014,negative
3.3611,44.0381,-30.5403,-11.1171,4.765,202.409,negative
2.5315,13.6017,19.0918,9.1667,2.559,131.612,negative
2.4962,3.4884,19.1343,9.5615,39.136,222.252,negative
2.3314,-9.3934,-14.3596,-12.0824,10.4893,92.4774,negative
2.5575,-15.93,-13.4239,-12.0169,29.0462,149.825,negative
2.2393,-15.5235,7.8166,-10.933,51.82,196.578,negative
2.9245,16.2979,-49.9053,-17.9315,0.691,356.976,negative
2.4749,46.2229,11.4876,-4.1864,17.979,206.465,negative
2.2095,14.0242,18.9243,5.9074,25.446,192.861,negative
2.8451,-83.4026,-20.7595,14.8164,11.4153,343.112,negative
2.9393,-93.1372,48.2156,28.8921,7.323,267.651,negative
2.8777,43.9961,-15.5957,14.533,8.4993,99.6344,negative
2.8182,30.5088,40.2406,9.6225,14.5462,237.883,negative
2.2122,-4.9407,17.4528,-7.8711,18.3562,86.931,negative
2.0917,15.0953,-5.6954,-11.5668,67.6544,256.531,negative
2.7016,20.2943,27.6659,5.0863,4.466,260.512,negative
2.2455,22.5857,11.9174,1.7411,0.018,126.508,negative
2.7435,5.6726,27.8261,16.6841,9.2636,174.732,negative
3.0032,52.2131,68.898,-13.9395,2.2766,239.105,negative
2.0512,22.7032,12.6902,6.1804,42.201,177.704,negative
2.9457,20.781,33.8088,-10.0147,5.545,257.257,negative
2.6165,23.3337,16.0696,12.8525,12.576,156.25,negative
2.2577,-22.6862,-11.7106,-3.7514,34.1365,130.378,negative
2.081,-2.9636,10.6173,5.6011,63.632,121.179,negative
3.1461,-62.6191,99.862,15.4216,0.221,278.524,negative
3.0382,-13.0393,-55.8522,-10.283,1.92,365.621,negative
2.4541,-5.2763,16.264,4.2851,20.77,153.866,negative
2.9327,34.9556,26.674,7.4234,17.8611,142.679,negative
2.659,-7.4299,-12.0184,10.3272,12.957,144.052,negative
2.2162,3.9973,-11.4332,5.278,75.3057,179.562,negative
3.1402,25.9663,42.9534,-18.7999,6.254,263.367,negative
3.6687,-23.4718,63.8125,20.6113,4.124,304.571,negative
2.8932,47.8109,-16.046,-11.8956,2.825,168.009,negative
2.9574,-83.4035,41.5789,-9.3359,2.1164,246.049,negative
2.6933,-6.7212,15.7761,-10.553,38.664,149.36,negative
3.0247,-3.7101,5.2732,-10.2628,8.3993,207.846,negative
2.5391,2.8914,17.6252,15.4778,18.12,150.52,negative
2.3201,13.1819,15.4982,-5.7038,29.7506,175.039,negative
2.0774,-15.6389,8.9437,-9.6439,46.283,106.835,negative
2.2504,22.3951,19.1,10.7684,13.9345,53.7111,negative
3.2738,13.2364,18.8844,17.5643,72.4438,15.5029,negative
3.3852,-40.2082,57.9402,-14.3158,3.0585,301.076,negative
2.3107,-0.3009,3.8817,-3.8068,25.1342,86.0513,negative
3.7287,-105.159,71.59,41.8914,2.6233,254.449,negative
2.2082,0.9529,-5.6779,-3.7248,54.0587,137.721,negative
3.5108,69.7821,61.9179,-19.3912,5.9606,229.217,negative
2.2753,-2.244,-7.0165,5.8658,24.17,175.554,negative
2.5635,5.2531,-19.936,11.137,2.6191,201.986,negative
2.659,-1.0943,-22.07,-7.3832,8.0922,196.129,negative
3.0586,-28.9588,-45.8214,-13.2065,4.4572,195.134,negative
3.517,-9.6837,-32.8466,-24.8252,80.7067,77.0437,negative
2.4108,-0.6092,7.6292,9.1879,11.478,60.5838,negative
2.6133,12.4277,14.8929,14.9817,1.7427,221.25,negative
2.273,14.8075,3.0611,11.8904,78.021,128.056,negative
2.683,30.6301,38.2846,5.4708,6.051,257.464,negative
2.3375,-53.707,24.8832,-7.8562,34.735,255.903,negative
3.9939,-52.1311,-54.4754,34.1139,0.982,387.442,negative
2.5581,34.3106,9.6042,-3.9887,18.7509,186.873,negative
3.0336,27.7792,32.8632,-18.6043,7.033,273.325,negative
2.0774,-15.1368,5.1334,11.5975,12.23,45.7994,negative
2.2844,17.1798,16.0747,4.0257,12.686,184.344,negative
3.417,-84.1491,78.7495,-17.0518,3.485,337.871,negative
2.2279,-21.3777,-12.6818,4.0594,4.278,161.123,negative
2.1688,22.699,12.1429,-5.7766,36.086,182.062,negative
2.7892,13.5131,-12.1285,10.2888,37.525,177.184,negative
2.6299,-5.6634,-13.5961,-7.7375,18.519,72.4122,negative
2.2,20.6675,13.5681,4.8786,3.5723,230.842,negative
2.9383,37.6013,42.5536,-10.2068,6.035,275.673,negative
2.2889,4.2429,20.2883,-10.6637,21.912,175.706,negative
2.8494,-4.079,-22.9115,10.9135,4.655,205.734,negative
2.1746,0,0,8.482,81.0836,167.628,negative
2.7193,10.5407,-15.9987,-16.7664,18.879,212,negative
2.3829,29.9583,20.4444,16.0408,28.8208,166.873,negative
2.4706,8.824,-11.8129,10.5599,74.952,128.431,negative
2.6684,-12.186,4.357,-13.1357,3.542,170.342,negative
2.9146,-72.8926,47.3335,11.0761,2.592,257.817,negative
2.6439,30.6781,22.5883,-5.672,12.665,168.638,negative
3.1372,0.5032,27.5346,10.9175,0.8914,197.227,negative
2.6138,-40.3755,-147.918,-8.0421,83.7287,138.963,negative
2.8932,31.3241,72.9835,-11.5218,8.5788,219.098,negative
2.3927,-7.6647,16.1053,9.3097,32.593,99.1806,negative
2.9358,-2.5325,71.1551,20.4062,7.91,56.3035,negative
2.3314,15.7651,9.423,8.9805,2.0958,165.64,negative
2.3918,36.3902,20.5419,8.7873,28.222,89.9134,negative
2.3901,5.0713,23.6104,7.3634,11.3856,185.773,negative
2.5315,31.7325,5.2882,-9.3196,1.1303,190.353,negative
2.4125,-9.3879,-22.3343,5.4535,5.4233,99.1653,negative
2.9358,-40.4184,23.3319,10.5551,6.886,168.451,negative
3.1988,14.4669,-8.5865,6.0027,8.99,172.386,negative
2.3729,29.1013,11.0392,-9.6475,26.329,193.915,negative
2.5302,-80.5591,22.8402,9.8078,5.205,153.633,negative
2.659,3.8979,19.2688,-10.7975,4.6269,248.951,negative
3.6764,-54.817,-43.2986,13.5114,0.796,378.614,negative
2.9928,5.9256,43.3545,23.8303,14.3138,208.594,negative
2.3988,-33.5887,-13.5845,4.2566,86.3532,35.5989,negative
2.8245,24.0574,28.7441,-13.2083,21.897,163.289,negative
2.233,-27.0484,11.9733,-17.5549,36.406,89.6618,negative
2.4928,-30.2295,18.9497,-4.2359,6.255,77.099,negative
2.9802,-72.692,37.7836,10.1862,0.7037,257.724,negative
2.7443,7.9465,-18.4872,13.7342,15.114,190.977,negative
2.9892,40.9308,-11.5358,-14.993,21.486,194.815,negative
2.3314,2.8892,-7.5293,-0.7839,56.146,46.8337,negative
2.3936,22.9817,17.1788,-18.7203,55.952,144.956,negative
2.3608,-23.2236,19.949,-3.5003,36.6096,113.487,negative
2.5977,-4.7217,14.3784,8.0506,29.477,173.588,negative
2.433,-10.6001,5.9707,13.5738,19.426,71.7251,negative
2.4624,10.266,-23.7556,-10.2833,4.122,192.917,negative
2.7566,58.1655,61.5847,-10.8613,13.5339,286.522,negative
3.0488,22.0472,37.8166,13.2624,4.874,159.999,negative
2.9365,-56.8434,71.1982,-14.796,4.3552,304.894,negative
3.073,8.6449,22.683,-6.6872,18.325,189.95,negative
2.688,11.5828,-27.423,17.9723,22.751,224.361,negative
2.1414,-1.9997,7.282,-3.5493,18.1586,192.226,negative
2.4166,31.2234,30.4854,7.1258,0.562,218.408,negative
3.1235,-76.4225,51.0764,22.2626,2.245,284.268,negative
3.4295,34.4532,39.2346,11.555,6.918,218.337,negative
3.8612,78.21,110.795,101.393,6.138,182.104,negative
2.4541,1.9924,-7.1701,-11.0978,47.0555,221.793,negative
2.5459,-17.0571,10.225,-4.8681,7.8399,166.543,negative
2.9859,-3.947,-22.4769,-10.9749,4.376,335.89,negative
2.6314,27.7406,18.9986,-12.3719,18.365,131.33,negative
3.0045,-144.265,83.1531,-16.6329,8.6009,199.15,negative
2.2068,-26.7249,-14.1641,-3.6675,2.442,110.011,negative
2.4757,117.188,-76.2898,-6.4792,68.039,195.346,negative
2.5871,-15.8152,7.6412,9.6603,21.27,168.693,negative
2.4713,-9.7819,-30.044,-1.8495,4.7215,127.071,negative
3.1647,34.5486,31.4351,-8.0756,1.2698,171.526,negative
2.4646,15.0003,0.4535,9.2485,20.523,192.198,negative
2.5397,57.6589,29.6616,-20.1711,30.557,258.671,negative
2.2405,19.8748,13.5944,-4.5899,8.6873,178.448,negative
2.5132,-3.5824,11.7968,4.3108,63.5476,231.2,negative
3.8065,51.8801,77.1253,-14.4278,5.4802,233.727,negative
2.5905,28.4588,9.5767,-5.7266,5.366,131.899,negative
3.0512,5.2054,21.9528,12.7968,18.3196,224.432,negative
2.5717,21.3443,17.0625,-7.6434,18.3184,246.402,negative
2.3493,-15.0293,5.2195,-11.643,28.1111,147.619,negative
2.5871,16.4936,24.229,6.9459,21.903,127.376,negative
2.1732,-15.0757,-18.6939,-5.4957,56.5082,105.459,negative
3.5073,68.3764,77.4443,-14.1791,6.784,204.996,negative
2.8913,-5.8604,22.1893,6.4483,13.962,127.753,negative
2.9694,-79.9779,40.7022,24.5327,3.211,255.282,negative
2.6385,13.109,24.6315,-12.0596,5.8259,195.812,negative
2.7701,23.1078,11.831,-7.2555,15.335,244.838,negative
2.6749,2.4375,1.2191,-11.5072,46.187,174.816,negative
2.5038,13.16,-13.012,6.3103,7.994,171.566,negative
2.882,0.5537,9.3549,-7.9018,6.2206,80.1779,negative
3.1543,68.0419,63.9433,11.4056,3.5131,302.552,negative
2.7177,-15.7864,23.7646,-10.6204,6.2132,270.461,negative
3.587,-49.8679,-60.4177,-13.3153,7.6778,310.108,negative
2.8817,-56.0637,13.1093,-14.8955,6.3685,272.114,negative
2.889,-86.9664,64.793,-8.5827,1.651,254.099,negative
2.1717,18.3531,17.2571,-6.1295,22.568,107.776,negative
2.8119,6.2848,-21.9429,17.7932,3.314,280.751,negative
2.636,44.317,36.5635,-11.9341,15.3354,263.904,negative
3.539,2.341,-28.0878,24.6286,86.2934,65.6288,negative
2.5289,33.8351,-15.9057,7.4525,7.4831,114.112,negative
3.0069,52.6029,46.3378,18.6273,10.2258,263.504,negative
2.8657,-2.0536,14.5536,16.4965,14.2293,169.606,negative
2.6415,21.2644,9.3273,-8.6302,5.0736,152.21,negative
3.6737,-42.1404,75.4045,-8.727,0.582,318.193,negative
2.5545,-44.6622,40.8819,8.1006,1.121,296.184,negative
3.2541,-31.1377,83.8799,-19.2065,2.21,329.025,negative
2.7835,70.161,-8.2962,12.4883,2.0888,121.642,negative
2.2109,12.7159,6.3277,9.8957,39.62,160.734,negative
2.2504,-17.2582,-20.1651,-8.0088,79.825,42.3274,negative
2.4141,11.323,20.5943,8.1363,3.104,90.5559,negative
3.2407,-15.2422,-19.6851,10.7431,4.1267,172.418,negative
2.6138,9.9814,-8.8271,-11.1896,5.5254,169.305,negative
2.8398,0.0642,29.8002,-8.7091,2.027,216.296,negative
2.9741,77.3171,72.404,-19.5876,2.292,233.37,negative
2.6154,28.2385,37.5596,-9.4038,11.243,196.743,negative
2.6085,36.3425,-7.6076,-6.2807,67.164,225.353,negative
2.5465,5.4844,18.067,-10.4952,0.7529,231.896,negative
3.1978,-61.5909,37.0846,15.1964,0.78,278.865,negative
3.1618,36.314,41.023,17.54,18.1775,163.349,negative
3.6532,-141.096,83.8861,19.517,3.415,245.022,negative
2.736,-2.881,-26.1843,-7.9702,10.836,96.4366,negative
2.4728,26.6283,18.2376,11.4087,11.6565,79.0811,negative
2.42,12.7134,8.7507,12.0121,36.448,166.491,negative
2.9009,8.5913,27.8886,-3.6209,5.851,187.653,negative
2.7917,-99.0799,43.8029,11.0489,10.9695,263.512,negative
2.0774,0.5095,-5.1121,4.6437,89.3339,158.411,negative
2.1658,-13.3254,-5.2619,-10.6896,40.316,184.88,negative
2.6826,31.1067,38.4226,10.8414,27.1254,177.004,negative
3.527,-66.2402,63.076,25.5349,3.743,292.56,negative
2.357,12.4906,8.3847,-11.1581,33.8055,119.793,negative
2.9415,23.7478,23.4435,-11.4391,3.108,154.002,negative
2.3021,4.527,-11.0091,-4.3818,45.7395,213.255,negative
4.0581,36.2827,79.6906,-29.3995,2.5861,214.333,negative
2.8876,39.9522,48.8609,-4.4912,3.241,222.739,negative
2.5971,-2.3098,10.5829,-8.5241,50.0777,155.048,negative
2.7235,-16.0116,21.5729,-6.7787,6.2944,171.584,negative
2.3793,-3.9058,-22.0884,-6.9987,6.912,179.05,negative
2.7084,-26.8655,-40.8882,19.3231,1.6694,155.949,negative
2.3263,-27.3974,-20.9364,-13.1405,6.076,334.757,negative
3.0613,36.3809,18.327,17.6042,11.9037,206.958,negative
2.404,7.9961,19.9549,13.6282,27.312,217.046,negative
3.1159,13.5867,32.2989,6.1038,12.885,178.097,negative
4.2258,2.7012,89.9662,-12.4656,3.2,229.552,negative
3.0037,62.569,33.6071,-12.5142,8.801,230.402,negative
2.3181,26.5546,16.5509,-10.8193,3.829,133.886,negative
3.2414,42.9664,40.2157,-13.2266,3.1433,120.077,negative
2.5557,-3.0716,-20.7729,4.6107,86.0321,63.6452,negative
3.8519,53.2952,79.9757,-8.7483,3.789,249.389,negative
2.7638,13.6613,7.4345,5.6913,43.362,247.117,negative
3.53,24.4551,44.6312,-20.6327,0.5733,234.05,negative
4.2034,51.744,74.8596,-22.8164,0.3748,257.81,negative
2.1446,-24.7358,-9.5968,6.5652,26.948,146.188,negative
2.6915,-1.8235,9.3091,6.7662,84.0609,181.251,negative
4.0974,116.781,84.6589,14.1293,2.526,254.43,negative
2.9138,92.9781,52.5322,-2.5938,4.1846,230.925,negative
2.1021,-1e-04,-0.4035,-5.5909,18.0727,163.975,negative
2.6566,19.7973,24.5355,6.5963,0.0524,178.427,negative
3.6508,-68.0075,70.1133,-21.5738,1.379,261.264,negative
2.2856,-6.8301,16.5366,-10.611,9.098,151.311,negative
2.4955,48.0017,-28.215,-5.3309,26.077,153.025,negative
2.3655,26.5312,-21.1343,-6.5031,8.894,163.346,negative
2.3847,-9.2116,-17.7029,-13.3044,11.1527,146.456,negative
2.8335,-85.8732,35.4051,17.3513,5.0238,276.312,negative
2.4843,2.5284,23.9204,7.9662,24.9956,64.141,negative
3.4919,-62.0025,60.3882,-25.3139,2.701,279.476,negative
2.4322,12.2927,11.1338,-11.7935,0.3841,162.228,negative
2.6449,18.6258,22.5929,-13.2681,7.543,177.865,negative
3.3832,39.8728,40.5254,10.4452,4.9638,197.426,negative
2.8395,-40.423,-33.2499,-10.6714,16.85,251.816,negative
2.658,-6.189,18.6374,8.3616,11.2076,161.266,negative
3.2404,32.9406,-37.2187,-17.1882,3.1267,373.486,negative
2.639,37.8819,-9.9466,-13.5388,19.0188,224.987,negative
3.7907,60.1796,79.2416,-13.9172,1.3293,294.466,negative
2.5152,-4.7249,13.3676,7.0606,22.163,154.447,negative
2.3032,9.8144,12.6736,-1.3537,29.3444,200.803,negative
2.4764,8.7944,-16.0646,9.0156,8.0924,98.6312,negative
2.2822,13.6981,-6.1525,-5.7418,12.1984,172.193,negative
2.6479,-5.5083,17.3659,-15.2932,15.813,163.153,negative
3.1313,63.6607,53.011,-10.7936,6.0676,195.5,negative
2.5927,29.817,11.4106,-10.4083,19.356,214.45,negative
2.4541,48.3458,33.6616,8.7735,18.8968,258.91,negative
3.0939,39.9539,39.2603,-16.04,18.5777,223.142,negative
2.3664,-12.6958,-15.7372,10.9758,42.763,84.5825,negative
3.2767,21.4103,62.6855,21.9289,2.2272,266.53,negative
2.9358,-49.3723,-43.2906,-17.2779,22.426,136.305,negative
3.7383,52.9696,65.8335,-8.4667,3.44,161.366,negative
3.1971,-48.893,-32.1195,34.4839,84.3933,123.943,negative
3.8492,64.8538,84.0906,16.3896,0.012,291.331,negative
2.9069,71.5961,84.8353,-20.0138,3.4161,237.626,negative
2.266,-24.922,-8.7187,6.2775,60.588,165.157,negative
2.2122,-1.1644,4.8137,7.5399,56.9209,144.825,negative
2.4265,-15.176,-11.638,-10.6607,12.249,95.0414,negative
2.433,42.1591,36.7524,-7.959,13.331,166.405,negative
2.9355,-96.6308,25.0497,17.9122,5.378,283.58,negative
2.9963,-127.792,76.7409,21.6472,5.4781,234.926,negative
2.5159,-47.48,-34.7742,-17.7455,13.671,300.303,negative
3.2641,-96.0116,63.3259,-44.1655,7.057,246.976,negative
2.3766,14.6583,16.9312,-7.9411,10.1604,119.999,negative
3.3788,17.2495,19.6636,13.7462,3.357,172.228,negative
2.444,-10.3046,-9.294,-7.2713,10.678,199.532,negative
2.6547,-18.2175,10.6267,18.2321,24.2231,226.955,negative
2.6058,11.0896,10.0478,2.2291,2.248,118.019,negative
2.4464,-5.5426,11.1219,7.5284,47.407,95.4522,negative
2.7597,8.8077,-19.6155,8.8907,13.461,218.723,negative
2.5982,-1.8758,-6.787,-12.6971,0.4079,156.863,negative
2.3365,-4.2345,14.5307,-9.8162,0.4882,103.821,negative
2.8445,26.1742,34.2588,-8.8342,13.2839,193.939,negative
2.3139,14.5035,18.1433,-9.2446,27.662,234.09,negative
2.6405,-21.7392,-16.3585,-5.4809,17.995,143.476,negative
3.1992,-66.8185,-71.2218,-24.3355,3.681,376.223,negative
2.6435,2.9241,-10.551,-7.3328,36.155,216.059,negative
2.1629,0,0,13.6602,51.161,82.8544,negative
2.9125,8.6542,18.3475,7.3028,9.549,190.467,negative
2.7543,2.9558,29.6991,-7.1235,53.8928,112.369,negative
3.7157,80.2307,79.7142,-23.6288,4.5107,267.256,negative
3.9179,-39.3854,-54.7687,-44.1,8.6814,392.792,negative
2.6821,15.3546,33.3481,10.8831,9.541,172.529,negative
2.7574,-5.0131,-25.1399,-8.2306,7.9897,205.117,negative
2.4338,-14.0338,16.8257,-1.7063,44.3225,136.275,negative
3.0535,27.153,50.8548,20.1825,4.043,243.316,negative
2.3784,38.9485,22.5657,-9.9164,36.8783,167.752,negative
3.3439,-58.9375,44.3144,15.1518,5.726,282.142,negative
3.0739,-11.2592,22.693,13.9628,9.087,127.266,negative
2.5179,-62.4781,-35.8968,-20.348,7.432,269.895,negative
3.1256,21.1073,96.471,-23.4008,6.0195,260.204,negative
3.5739,-62.0495,68.1213,21.933,0.837,268.427,negative
3.6197,7.8062,61.0854,20.3299,3.4717,369.271,negative
2.964,-37.7185,-31.4125,-23.275,8.5098,321.462,negative
2.9001,-32.4868,47.5564,29.9233,10.598,291.766,negative
3.5143,-51.2494,70.7019,-16.5938,2.384,288.832,negative
2.6571,19.7791,26.0942,2.2219,32.9639,140.335,negative
3.0821,-103.764,68.3034,20.4865,1.189,257.714,negative
2.7712,20.5951,13.0648,-16.4784,1.6094,207.901,negative
3.1081,2.0494,-33.9564,-15.9531,1.1326,236.277,negative
3.0779,2.9817,25.1985,16.7342,17.364,137.303,negative
2.3811,0.243,-7.59,-5.7494,9.809,156.321,negative
3.641,-23.6075,61.4786,-17.2517,0.3386,317.552,negative
2.3598,19.9805,12.0855,4.9973,19.9398,185.554,negative
3.7185,-55.9672,-55.2433,37.7286,8.9721,380.447,negative
3.279,12.9281,-18.4061,-20.2925,87.3749,41.6044,negative
2.8785,36.8293,22.5909,-9.6469,13.5875,171.207,negative
2.9383,-38.3076,16.6768,-3.3641,7.8144,226.805,negative
4.1312,-29.3517,84.6158,-21.2486,2.297,308.084,negative
3.0537,-3.3422,25.0588,-7.3933,11.983,192.065,negative
2.7054,-47.7046,-17.4858,13.8939,29.895,112.626,negative
2.9047,-18.9382,50.8936,-3.4144,33.805,194.337,negative
2.1089,23.1009,12.3351,6.3195,74.355,97.4673,negative
2.3512,0.1172,-4.3583,2.5525,58.329,52.0772,negative
2.6848,-66.499,54.8724,10.549,6.0914,295.249,negative
2.4541,-19.2405,18.7479,-5.465,21.592,139.076,negative
2.6112,-2.9543,4.8933,-8.1687,0.893,127.049,negative
2.1761,-5.6489,17.5152,10.1706,39.441,129.982,negative
3.2549,-56.2991,81.1,34.851,24.157,314.336,negative
2.3414,41.8265,-18.2081,-5.724,13.928,118.23,negative
2.5575,-26.4721,-15.2539,-9.1242,6.1882,183.255,negative
2.3454,-20.7896,-17.9627,-1.7639,69.122,111.184,negative
2.6551,-59.5288,18.2479,14.8418,12.735,200.457,negative
2.5605,34.8621,-9.8857,-10.0634,2.276,124.753,negative
3.1757,-9.0496,10.8967,12.598,8.0235,145.532,negative
2.2625,-3.5893,14.5879,-10.0237,23.077,135.667,negative
2.5988,-4.1647,-25.8459,9.6786,3.776,175.844,negative
2.673,-6.118,9.4996,3.971,24.192,129.904,negative
3.0869,-151.843,-47.9068,33.2536,11.885,292.677,negative
2.6959,-65.5257,40.6714,11.2022,13.747,154.013,negative
2.3775,27.1041,21.9944,-9.7515,46.6248,133.152,negative
2.8331,2.2985,25.2277,-11.8835,12.9944,159.832,negative
2.6707,-16.7081,-25.38,8.5856,32.8027,38.5209,negative
2.9159,-9.3078,-14.4844,-9.5128,2.4,178.191,negative
2.6217,0.9667,20.4585,-11.2414,25.715,212.126,negative
2.9701,-1.8203,-13.407,-15.461,0.5273,194.829,negative
2.1287,-0.6821,5.437,4.3523,77.957,129.267,negative
3.0147,-46.8912,-30.2898,-16.574,1.103,198.089,negative
2.5821,-20.3539,-15.1246,-12.0381,5.6815,167.81,negative
2.7486,-9.2178,-20.5552,3.9239,6.6996,140.956,negative
3.0682,12.8989,32.7874,-5.4281,0.839,192.135,negative
2.643,13.9063,25.4132,-5.0481,21.5337,219.265,negative
2.3729,12.8385,20.2538,-2.877,37.5625,170.952,negative
2.8597,43.8736,30.9172,23.5571,0.277,173.939,negative
2.2856,-6.7961,17.7862,9.4211,28.623,150.189,negative
2.8179,6.3889,17.788,-13.386,12.413,211.496,negative
2.6314,35.4775,50.2178,-8.8637,2.9862,262.324,negative
3.5433,-105.018,71.9328,8.7419,0.883,256.077,negative
2.3757,-28.5594,-9.35,8.8048,28.132,85.2515,negative
2.2122,-1.2177,6.9935,-5.5534,34.9363,156.28,negative
2.3729,14.8261,18.6013,8.8835,24.9395,126.042,negative
2.7578,-45.7699,-15.2411,4.8417,31.5548,261.486,negative
2.2041,-0.7853,4.1978,-7.3818,55.8503,92.8949,negative
2.7727,-15.7764,12.7581,-13.9039,27.0291,76.6136,negative
2.3096,-1.6276,-14.8761,11.3786,68.6733,58.837,negative
3.1931,10.1997,77.8023,3.5625,12.3059,226.814,negative
2.8136,-6.3018,29.1571,-17.475,15.5754,144.56,negative
2.5999,13.709,21.735,15.4354,11.7643,210.618,negative
2.4362,14.8025,14.2953,-6.4183,21.6114,167.598,negative
2.6498,9.1071,10.6441,-6.6945,27.0844,139.546,negative
2.9125,16.8674,33.7819,11.9977,3.06,175.676,negative
2.5384,-131.404,82.9771,-12.051,6.8644,196.761,negative
2.7631,3.4144,22.9935,-10.8519,14.9219,199.632,negative
2.7197,61.1647,59.6429,-11.0501,17.172,140.18,negative
2.7749,7.6496,11.092,12.225,27.768,83.869,negative
2.9921,0.9897,23.3149,-13.9604,2.8951,188.33,negative
2.8998,17.1385,19.6058,-11.3493,11.4622,150.238,negative
2.5999,-7.8042,12.1072,-7.5764,5.8253,217.201,negative
2.7843,1.0541,19.839,-18.3691,24.3712,64.8944,negative
2.3493,-19.5952,-19.1171,-7.8235,79.698,236.344,negative
2.8976,94.9817,61.5228,12.9656,4.129,274.555,negative
2.2188,15.2986,-7.0807,11.2142,86.4459,205.549,negative
2.1629,-0.406,5.7016,-6.0033,26.499,145.125,negative
3.4442,0.6152,-24.7504,12.2586,7.3364,187.46,negative
2.2923,-26.0339,12.899,-15.7086,81.779,199.401,negative
2.8503,-15.0762,-7.8397,-10.954,32.497,175.653,negative
3.1094,62.6102,19.3928,16.9034,5.452,181.334,negative
2.9943,-150.671,48.1427,-16.7787,4.3488,271.352,negative
3.4009,115.75,92.2918,13.2956,2.9063,282.081,negative
3.2783,-10.4586,24.1103,9.0154,2.979,228.939,negative
2.3589,-24.4586,-14.527,-10.2577,4.7412,112.347,negative
2.6107,-25.5846,-11.0711,10.0324,15.3064,166.687,negative
2.3729,42.6941,-11.3444,-4.3881,1.575,198.599,negative
2.9337,22.3459,17.2871,-8.9872,15.842,200.285,negative
2.6613,15.9701,30.8087,-19.707,40.323,39.7423,negative
2.5244,0.3835,8.5182,8.3654,61.988,146.866,negative
2.8041,27.7869,27.8685,8.9399,36.4581,209.306,negative
2.5085,60.1222,-28.7116,-11.789,13.394,209.766,negative
2.6955,-4.2065,18.034,8.4802,15.321,161.388,negative
3.397,-18.0977,24.4557,-13.9225,84.7514,131.182,negative
3.1593,5.9946,-36.3161,9.428,2.85,188.651,negative
2.29,-9.6906,-13.6263,3.502,31.469,208.955,negative
3.3427,23.3161,-28.059,19.9546,1.818,180.959,negative
2.9398,-80.6783,15.7759,14.3358,7.6682,251.852,negative
2.5849,6.8177,45.4794,-7.6617,0.204,188.957,negative
2.1383,1.5639,-6.8371,-3.833,14.441,190.721,negative
2.3757,29.6271,-8.1313,-23.4816,14.6067,425.267,negative
3.1281,38.5984,81.5687,13.3962,4.9933,272.645,negative
2.7756,-9.5722,-19.5828,11.0002,15.2554,116.632,negative
2.3775,13.7771,18.6176,-8.7877,5.9537,200.251,negative
2.9297,36.9017,-15.5396,10.2351,10.558,158.989,negative
3.6767,81.9523,46.7629,57.314,9.1982,248.587,negative
3.2916,58.597,-17.6163,-14.9613,9.668,188.041,negative
4.8025,-136.678,85.6656,-83.3076,19.9605,242.764,negative
3.8493,-22.6832,-33.2713,-28.6093,5.1478,378.331,negative
2.2765,2.4225,-8.4245,-4.1089,23.896,145.02,negative
2.3971,15.4058,18.5352,-4.2462,8.667,124.895,negative
2.695,-149.441,80.837,10.9899,0.329,292.708,negative
2.5711,1.1567,-13.1034,17.4626,60.7795,263.98,negative
3.3599,43.1582,52.6065,23.8603,0.0235,277.323,negative
2.6994,-13.3895,-28.9003,6.0192,3.533,203.315,negative
2.0588,16.2973,-10.0733,-6.9955,77.047,141.352,negative
2.4518,3.5181,-8.5602,-6.4379,10.545,108.33,negative
2.8385,39.6559,27.3734,-5.3732,0.4904,159.66,negative
2.5635,20.7198,25.4249,14.3234,2.298,124.449,negative
2.8109,-54.154,-22.6559,18.5595,7.9012,309.048,negative
3.6512,62.5144,74.9125,-17.053,2.4232,229.733,negative
3.2827,58.4711,61.3665,10.245,1.5087,86.7844,negative
2.2978,-5.8481,15.9569,-10.4222,82.7585,137.232,negative
2.1123,20.9604,15.1482,-6.3638,38.6953,121.457,negative
2.6498,9.216,41.7832,8.7147,22.307,84.5171,negative
3.1654,42.1786,32.4473,9.2524,5.0177,173.518,negative
3.6091,49.0344,97.9016,17.1415,7.4474,233.582,negative
2.3149,16.2374,16.6594,-13.8541,84.4501,60.4438,negative
2.9133,23.7078,-24.1045,9.9646,14.0395,54.0099,negative
3.1173,6.5021,25.3813,-14.5289,1.048,203.028,negative
2.8319,68.4064,52.9458,-16.3575,3.947,303.364,negative
2.8251,-3.7079,13.0192,-13.5565,80.2551,103.138,negative
3.4081,-10.9705,-40.2479,18.5442,3.0708,198.484,negative
2.7835,23.7456,30.3091,7.6813,0.831,161.232,negative
