At3,At9,At10,Class
3.2245,1.341,262.3,negative
2.3918,31.877,130.003,negative
2.4691,16.868,232.164,negative
3.3889,0.804,189.437,negative
2.1089,7.1029,81.5759,negative
2.2553,36.4032,202.981,negative
2.8794,87.6718,126.355,negative
2.4108,20.7532,172.175,negative
2.6609,19.125,185.174,negative
2.4425,19.9136,150.638,negative
2.4654,39.8891,181.353,negative
3.4787,6.3353,259.303,negative
2.6222,16.8631,140.315,negative
2.8274,3.685,260.732,negative
2.1959,68.712,145.132,negative
2.4713,16.9615,258.973,negative
2.8388,30.43,176.439,negative
3.0934,1.8504,282.056,negative
4.1676,2.109,286.922,negative
3.3432,8.624,241.917,negative
2.1319,71.9164,20.4975,negative
2.899,10.529,150.565,negative
3.9645,3.994,239.336,negative
2.3454,15.1457,157.112,negative
4.2944,4.934,201.771,negative
3.0519,0.669,172.864,negative
3.1116,0.728,298.168,negative
3.6072,4.0898,223.593,negative
3.4804,2.7859,137.063,negative
2.8597,88.2338,106.427,negative
2.6585,35.1875,192.477,negative
3.8212,3.3807,270.704,negative
2.6799,0.565,178.156,negative
3.1425,2.3446,223.278,negative
2.9279,7.802,157.049,negative
2.1629,2.5515,157.815,negative
2.4241,28.3824,149.881,negative
2.567,62.9714,110.845,negative
2.2467,2.4234,175.312,negative
2.9143,0.5243,193.245,negative
2.6716,14.4261,177.414,negative
2.4997,18.2432,220.773,negative
3.071,4.8021,234.337,negative
3.5245,8.2692,309.565,negative
2.0952,74.254,97.5924,negative
2.4448,4.756,146.404,negative
2.7029,19.7036,158.866,negative
2.4289,7.463,186.097,negative
2.7388,16.4046,132.206,negative
2.5465,52.28,77.015,negative
2.6594,9.987,204.914,negative
2.9848,0.554,280.757,negative
2.4526,28.7838,162.13,negative
3.4989,1.762,301.222,negative
2.5905,9.754,240.869,negative
2.3304,66.1157,196.605,negative
2.8395,3.952,213.754,negative
3.345,10.7786,295.958,negative
2.3927,13.4796,160.581,negative
2.4749,81.6908,200.766,negative
3.0284,5.5489,154.244,negative
2.4074,16.367,145.109,negative
2.3627,3.438,108.319,negative
3.0054,1.9438,199.395,negative
2.7734,0.294,167.112,negative
3.2243,17.858,161.09,negative
3.7089,2.376,304.361,negative
2.6101,0.7536,231.376,negative
2.224,41.1662,105.681,negative
2.9472,31.557,72.3307,negative
2.9535,12.88,113.583,negative
2.8142,5.69,88.5483,negative
3.4379,8.7025,127.172,negative
3.3251,6.402,150.413,negative
2.527,14.469,155.124,negative
2.3683,4.6566,337.901,negative
2.2833,45.9059,150.268,negative
3.2091,1.7861,221.202,negative
2.6542,9.8372,217.434,negative
2.1569,22.9125,169.265,negative
2.7226,14.8817,155.799,negative
3.5864,14.4978,93.0088,negative
2.641,18.7204,245.797,negative
3.3691,0.3742,341.706,negative
3.066,3.093,205.266,negative
3.7044,0.0204,354.79,negative
2.7723,3.397,135.597,negative
2.9877,5.9184,158.071,negative
2.0512,64.912,242.85,negative
2.9533,8.94,209.142,negative
3.5464,1.516,180.67,negative
2.5031,7.108,160.947,negative
2.7324,40.5095,236.144,negative
2.5434,7.8933,226.337,negative
2.4631,25.929,183.843,negative
2.601,33.437,180.64,negative
2.5359,41.11,176.651,negative
2.4401,25.809,224.657,negative
2.9773,7.0683,138.026,negative
3.1327,13.988,205.323,negative
3.2049,4.262,192.229,negative
2.8407,2.2899,133.186,negative
3.1474,75.1662,215.265,negative
2.7376,37.199,139.456,negative
2.7114,1.676,284.525,negative
3.4986,1.408,361.98,negative
2.5587,37.6012,191.237,negative
3.2588,2.971,183.076,negative
3.5961,2.816,370.971,negative
2.9513,1.192,130.933,negative
2.3075,46.6386,226.351,negative
2.3674,58.5288,146.66,negative
2.7846,19.3827,175.413,negative
4.1592,1.9148,179.313,negative
3.0992,2.4355,267.41,negative
2.6015,12.4043,80.0502,negative
2.1222,12.621,162.035,negative
2.4362,84.4922,217.425,negative
3.0402,11.7482,167.616,negative
3.0147,5.6601,170.274,negative
3.1654,5.6692,134.926,negative
2.9786,1.006,186.091,negative
2.993,73.19,112.886,negative
3.0848,0.617,283.982,negative
3.2781,2.556,290.14,negative
3.0022,2.9517,290.654,negative
2.4191,10.139,75.7494,negative
2.6871,1.9636,256.718,negative
2.9741,0.2053,359.074,negative
3.1854,0.0549,234.989,negative
2.7419,13.603,121.477,negative
2.7105,45.4106,207.581,negative
3.2977,19.0501,281.812,negative
3.2854,5.7152,295.273,negative
2.6493,1.61,224.793,negative
2.9012,7.7318,194.282,negative
3.2453,25.577,140.274,negative
2.772,7.4382,209.439,negative
2.9251,7.387,229.296,negative
2.3139,5.646,181.712,negative
2.5276,7.845,149.267,negative
2.3945,20.7,109.464,negative
2.3936,22.5743,195.661,negative
2.7701,9.7906,199.811,negative
3.0728,9.451,197.165,negative
2.616,6.3722,201.205,negative
2.5676,2.4627,266.666,negative
2.8873,7.658,252.709,negative
3.0172,7.5468,257.381,negative
2.847,16.762,198.937,negative
2.7871,0.762,210.396,negative
2.5922,8.284,197.112,negative
2.4456,37.141,220.826,negative
2.5179,17.314,134.68,negative
3.1452,1.66,195.176,negative
2.1673,85.4703,102.541,negative
2.8528,1.737,306.998,negative
2.0986,22.0884,196.27,negative
3.32,4.187,219.692,negative
2.5894,6.501,179.987,negative
2.1508,88.0294,112.386,negative
2.6405,16.37,193.038,negative
3.3886,1.7908,255.205,negative
2.2405,50.4492,172.411,negative
3.1033,17.3602,160.676,negative
2.3874,45.9686,232.161,negative
2.7771,42.3246,161.145,negative
2.6053,3.129,238.944,negative
2.2601,62.1191,211.033,negative
2.248,72.368,95.1152,negative
2.4074,33.7292,165.33,negative
3.5614,2.3428,317.93,negative
2.437,45.8014,188.537,negative
2.4224,11.283,172.583,negative
3.3727,0.123,346.603,negative
3.065,6.065,157.056,negative
2.5244,16.144,198.161,negative
2.6355,6.312,204.865,negative
2.7214,30.297,231.445,negative
2.3627,59.4668,235.028,negative
2.356,84.2938,221.189,negative
3.1556,3.366,271.079,negative
2.3304,11.2824,161.436,negative
2.4878,10.5725,139.436,negative
2.3627,26.131,152.444,negative
2.2625,14.5078,175.703,negative
2.8218,21.1876,180.255,negative
2.8759,19.0682,144.449,negative
3.1411,10.364,217.54,negative
2.8842,7.312,253.205,negative
2.2776,42.5529,145.204,negative
2.5971,55.884,44.9015,negative
2.7547,42.632,114.632,negative
2.3355,14.1872,238.223,negative
2.2162,6.1193,205.452,negative
3.0538,9.0222,216.746,negative
2.8686,5.4939,229.28,negative
2.3512,41.866,107.452,negative
2.0846,4.317,207.426,negative
3.5409,2.236,204.091,negative
2.3243,71.177,170.814,negative
2.6594,41.605,133.153,negative
2.9696,10.965,278.483,negative
3.2243,2.755,406.034,negative
3.332,11.6143,153.825,negative
3.6564,2.2189,210.977,negative
2.7513,15.311,89.2638,negative
2.3375,7.208,194.397,negative
3.3184,2.73,226.377,negative
3.5756,2.442,340.083,negative
2.7782,3.9526,254.026,negative
3.3736,10.5073,245.071,negative
2.2516,77.826,138.523,negative
2.356,56.5349,168.497,negative
3.0276,1.0378,156.545,negative
2.3589,10.066,192.929,negative
2.5746,3.2425,135.346,negative
3.0959,6.862,211.998,negative
3.662,4.088,299.69,negative
2.5391,3.055,179.057,negative
2.871,6.9791,265.691,negative
2.9511,12.2655,250.705,negative
2.5453,11.083,236.268,negative
2.5798,14.5319,202.706,negative
2.5085,79.598,156.122,negative
2.534,8.249,230.031,negative
2.9472,0.8358,217.043,negative
3.1547,15.4188,154.487,negative
3.5645,3.1589,330.342,negative
3.2504,11.124,230.64,negative
2.9791,10.4772,221.642,negative
2.7832,10.836,131.52,negative
3.105,7.078,356.713,negative
2.1383,81.9378,225.729,negative
2.3483,21.428,81.919,negative
3.4102,10.998,215.502,negative
2.6248,55.1624,183.899,negative
2.8014,11.8961,234.124,negative
3.1274,5.9851,186.263,negative
2.534,22.259,213.061,negative
3.2096,41.2088,64.7299,negative
2.6799,62.781,119.503,negative
3.3036,0.5904,256.992,negative
2.8612,11.261,109.479,negative
2.4031,29.1403,217.011,negative
2.8779,19.1787,89.6273,negative
3.9338,1.2098,291.82,negative
2.7084,19.392,126.14,negative
3.1422,1.4238,308.222,negative
2.658,1.1676,191.294,negative
2.2978,43.723,199.473,negative
2.1089,58.679,137.123,negative
3.2926,0.7768,345.9,negative
2.6479,22.208,143.885,negative
2.4082,11.474,160.369,negative
2.8865,1.638,252.56,negative
2.8913,2.1898,154.983,negative
2.4306,29.98,137.624,negative
3.8184,4.2249,299.382,negative
2.9227,3.4252,225.413,negative
2.4048,29.1631,223.884,negative
2.4942,12.869,80.7642,negative
2.5871,64.2235,149.837,negative
2.8354,1.7101,186.551,negative
2.0737,89.7459,155.369,negative
2.5949,4.833,165.036,negative
2.7466,20.797,179.288,negative
2.1945,81.1099,165.104,negative
2.8299,12.113,294.051,negative
3.3797,6.54,109.076,negative
2.3551,13.6579,214.738,negative
4.2409,3.4479,328.333,negative
4.0204,1.542,222.766,negative
2.2765,52.3308,170.66,negative
2.2227,40.3954,249.433,negative
3.3673,4.1168,309.271,negative
3.1515,0.8525,228.667,negative
2.2122,6.7579,105.544,negative
2.179,8.167,244.58,negative
2.8642,10.4948,120.422,negative
2.9337,4.4324,302.589,negative
2.4639,8.17,124.73,negative
2.586,1.2447,177.764,negative
2.29,9.757,128.357,negative
3.0783,6.2998,95.1399,negative
2.721,1.891,206.132,negative
3.7322,0.034,338.291,negative
3.9876,0.4777,291.063,negative
3.669,3.952,243.838,negative
3.4432,2.881,281.351,negative
2.8212,0.632,207.647,negative
3.1836,3.4996,304.331,negative
2.4502,9.004,93.4713,negative
3.246,5.775,149.14,negative
2.2504,30.898,88.0214,negative
2.2589,2.602,129.91,negative
2.6294,29.3634,135.209,negative
3.57,2.94,327.723,negative
3.4594,0.76,180.868,negative
2.5635,52.828,142.683,negative
2.2889,51.8466,195.593,negative
2.9332,22.48,51.0527,negative
3.387,3.197,172.902,negative
2.5065,33.4211,195.517,negative
2.5218,3.393,130.965,negative
2.8335,4.314,325.195,negative
3.6516,1.8868,321.601,negative
2.6998,7.6904,290.636,negative
2.07,23.711,105.819,negative
2.1987,33.307,193.67,negative
2.4713,14.1671,153.177,negative
3.0682,12.079,225.574,negative
2.1255,27.138,204.598,negative
2.4594,63.395,117.992,negative
2.5391,66.05,95.4134,negative
2.1351,39.389,136.715,negative
2.6304,1.8424,145.416,negative
2.4836,1.3049,156.831,negative
3.3879,0.897,268.702,negative
2.2718,54.997,220.126,negative
2.8951,11.329,113.047,negative
2.2,60.268,47.7054,negative
3.0941,5.59,197.979,negative
3.5831,2.3175,174.536,negative
2.4232,11.757,92.3437,negative
2.3541,4.135,212.175,negative
2.7279,5.2049,226.711,negative
2.7593,10.213,184.068,negative
3.1079,2.349,243.958,negative
2.7482,3.38,284.361,negative
2.1021,63.637,174.243,negative
2.9415,1.949,315.411,negative
2.6937,36.5252,103.251,negative
3.2119,2.8194,248.237,negative
2.667,6.187,197.297,negative
2.6365,68.073,129.842,negative
2.6175,45.808,101.397,negative
2.7846,0.805,181.453,negative
2.2148,12.1643,119.125,negative
2.1508,72.53,220.157,negative
2.772,5.453,228.919,negative
2.5539,34.5922,196.133,negative
2.3971,62.979,181.696,negative
2.639,4.845,193.146,negative
2.5296,1.0485,150.896,negative
3.4007,2.425,280.192,negative
2.9312,6.572,191.599,negative
2.4023,71.0923,131.821,negative
2.5085,23.417,152.479,negative
2.5781,0.274,201.537,negative
2.5422,8.953,154.319,negative
2.3324,42.849,175.7,negative
2.5629,30.4737,101.088,negative
3.1128,2.106,197.872,negative
2.9724,4.5248,266.223,negative
2.4448,11.655,188.7,negative
2.5079,8.762,199.204,negative
3.3175,0.2485,299.167,negative
3.252,0.9466,348.115,negative
2.1584,2,104.203,negative
3.2887,5.406,192.534,negative
2.5321,5.0428,173.121,negative
3.226,18.205,256.804,negative
2.5119,19.1574,196.387,negative
2.2613,69.4336,141.391,negative
2.1222,89.7028,260.038,negative
2.2577,53.7691,84.128,negative
2.9178,5.6897,142.855,negative
2.3692,0.9098,145.247,negative
3.7388,8.2632,206.324,negative
2.29,60.3018,192.051,negative
3.343,0.209,205.935,negative
2.6123,1.156,127.826,negative
3.1148,15.4434,93.7199,negative
2.3979,44.277,147.071,negative
2.2148,8.681,90.7996,negative
2.7969,40.61,184.465,negative
2.4048,1.0037,243.84,negative
2.055,38.308,165.548,negative
2.4158,43.3032,171.037,negative
2.6191,59.4695,200.734,negative
2.6933,9.6072,125.722,negative
4.0026,3.9366,234.268,negative
2.9612,15.9992,151.351,negative
2.6289,2.593,242.321,negative
2.7336,3.388,214.717,negative
2.7135,3.679,183.439,negative
2.6618,4.89,204.054,negative
3.4386,2.3493,325.697,negative
3.0191,6.696,237.104,negative
3.386,19.589,175.867,negative
2.9135,11.901,173.046,negative
3.2931,29.3674,178.957,negative
2.6186,2.96,89.9074,negative
2.4646,54.7663,147.293,negative
2.5735,4.861,102.303,negative
2.8392,25.7863,91.159,negative
2.8976,65.913,105.012,negative
2.5988,33.725,153.402,negative
2.8007,13.2776,116.04,negative
2.574,14.3269,95.0606,negative
2.5315,30.271,108.081,negative
2.3829,85.5581,91.0776,negative
3.5842,1.323,304.831,negative
2.6772,2.765,152.77,negative
2.766,0.1056,224.031,negative
2.1189,46.992,151.986,negative
3.5511,0.267,198.465,negative
2.5328,13.846,61.7531,negative
2.2683,9.9089,173.181,negative
2.8231,17.847,44.0284,negative
2.4464,1.8092,246.549,negative
3.2958,9.716,211.043,negative
2.2355,5.6753,160.389,negative
2.3865,2.4381,171.212,negative
3.2971,26.0542,358.279,negative
2.7631,66.1224,87.2712,negative
2.4362,17.2981,205.663,negative
2.5179,16.183,148.279,negative
2.6031,16.4293,162.329,negative
2.6117,6.733,182.361,negative
2.4935,10.285,306.401,negative
2.6454,3.1493,107.767,negative
2.5145,3.465,158.37,negative
2.7243,40.603,70.9618,negative
2.6133,9.6339,212.899,negative
2.637,14.961,152.898,negative
2.9516,4.8668,195.817,negative
2.873,15.3576,163.885,negative
2.7763,12.001,187.975,negative
2.7903,4.681,198.652,negative
2.6902,11.2674,149.848,negative
2.7749,39.8956,145.372,negative
2.9715,30.836,50.6282,negative
2.8112,10.9966,229.719,negative
2.5283,11.697,268.957,negative
2.7882,3.7064,110.549,negative
2.1319,13.5225,229.307,negative
2.7789,4.9852,170.72,negative
3.9915,0.256,219.208,negative
3.6073,2.012,326.805,negative
2.9741,3.837,227.06,negative
2.6138,58.3585,200.181,negative
2.9445,0.0969,342.712,negative
2.6716,13.8,190.253,negative
2.2418,11.4657,172.05,negative
2.6069,8.458,126.099,negative
3.2204,27.672,108.903,negative
2.4487,35.495,87.9001,negative
2.6794,6.737,261.384,negative
3.1422,1.3845,335.667,negative
3.7458,1.4092,269.336,negative
2.2648,40.251,93.4196,negative
2.1351,55.5492,197.405,negative
2.6812,10.273,128.933,negative
2.4385,84.5089,40.3003,negative
3.1252,3.086,214.333,negative
2.5276,2.4303,335.466,negative
2.6767,17.38,109.037,negative
2.6345,16.874,205.283,negative
2.9937,13.848,205.336,negative
2.9829,7.5737,145.457,negative
2.7139,2.561,200.022,negative
2.9117,9.214,287.473,negative
2.3522,51.6669,172.874,negative
2.9605,5.3339,273.305,negative
2.2405,63.5975,131.829,negative
2.5502,0.8093,275.769,negative
2.9761,0.6344,242.53,negative
3.3831,0.524,237.609,negative
3.215,9.093,341.91,negative
2.4487,5.836,168.882,negative
2.4728,1.407,175.8,negative
3.2102,14.0804,133.505,negative
2.1123,25.297,147.204,negative
2.4691,37.3817,106.28,negative
2.4057,40.824,127.44,negative
2.6243,0.2487,222.136,negative
2.5587,33.6933,204.592,negative
2.42,17.439,107.639,negative
3.1326,7.475,188.386,negative
2.3701,31.305,272.689,negative
2.5159,8.694,156.341,negative
2.6031,22.7129,87.4655,negative
3.9785,2.007,391.263,negative
3.1433,13.1944,285.632,negative
2.1414,17.444,199.989,negative
2.702,0.683,234.623,negative
3.0255,1.3003,157.019,negative
2.2967,89.6759,76.6735,negative
2.2135,18.919,224.904,negative
2.2317,71.5811,88.0816,negative
3.3646,5.667,243.943,negative
2.3589,75.863,240.559,negative
2.7292,3.1825,61.0088,negative
2.8205,1.603,236.838,negative
2.5944,6.0191,168.175,negative
2.7143,8.869,17.8827,negative
3.0759,6.509,234.107,negative
3.3268,14.844,305.948,negative
2.5821,14.908,184.874,negative
2.4942,1.28,194.187,negative
2.7059,35.118,97.5741,negative
2.5099,43.4617,193.311,negative
2.3253,24.5831,254.896,negative
2.841,1.534,228.377,negative
2.9562,5.353,259.379,negative
2.1629,65.6793,111.961,negative
2.9085,5.9543,281.525,negative
2.9576,1.705,216.318,negative
2.5447,1.282,160.567,negative
2.2867,72.4904,227.185,negative
2.8633,0.4014,217.195,negative
3.2525,6.976,286.781,negative
3.3576,7.5904,283.61,negative
3.26,2.314,277.217,negative
2.0626,66.693,190.705,negative
3.0946,0.302,265.984,negative
3.0364,8.203,328.442,negative
2.8338,12.969,200.776,negative
3.1316,1.591,222.135,negative
3.2584,14.193,149.351,negative
2.7513,4.217,205.962,negative
2.0588,19.1153,120.715,negative
2.596,7.8407,168.778,negative
2.9256,32.783,227.05,negative
3.2101,7.8384,80.2686,negative
2.9941,0.183,147.843,negative
2.792,13.193,203.703,negative
2.679,6.7859,67.0467,negative
3.505,0.5,309.169,negative
2.3988,9.172,208.378,negative
2.4676,73.658,189.598,negative
3.2659,12.0685,152.651,negative
2.0149,44.082,152.933,negative
2.5434,4.663,55.8436,negative
2.5575,12.2473,194.993,negative
3.0743,5.1845,281.517,negative
2.4298,7.6029,238.21,negative
2.5296,10.5089,106.191,negative
3.0575,2.53,153.226,negative
2.752,53.6761,75.3486,negative
3.1012,1.1294,126.671,negative
3.1974,2.203,239.302,negative
3.6716,0.552,424.215,negative
2.0394,21.57,62.5198,negative
3.7708,1.498,274.523,negative
2.9717,2.0557,171.818,negative
2.8716,4.9345,159.29,negative
2.1414,20.859,205.639,negative
3.159,6.69,339.359,negative
2.3064,35.794,145.977,negative
3.6121,4.5595,254.697,negative
2.2672,34.677,130.88,negative
3.1912,3.357,275.778,negative
2.9921,22.201,215.882,negative
3.9343,0.4882,290.224,negative
2.7627,10.469,156.264,negative
2.601,8.936,126.812,negative
2.4683,30.035,97.7925,negative
2.98,2.68,178.212,negative
2.9941,0.811,196.852,negative
2.9841,1.7356,321.954,negative
2.3962,26.112,148.313,negative
2.3531,8.542,172.938,negative
2.8519,1.9602,243.332,negative
3.5542,0.984,185.463,negative
2.851,16.405,213.389,negative
2.5569,66.247,94.9115,negative
2.3075,17.713,217.286,negative
3.6016,5.123,309.602,negative
3.073,0.94,188.266,negative
4.3784,6.2016,310.395,negative
2.4807,5.7762,196.862,negative
2.4533,25.192,161.888,negative
3.5732,1.147,231.359,negative
3.2921,4.047,297.312,negative
2.5205,66.074,131.152,negative
2.6042,25.464,166.195,negative
2.6309,85.521,72.3563,negative
2.9892,13.0638,292.238,negative
3.0445,8.4572,196.396,negative
2.4133,24.1144,154.355,negative
2.7105,45.781,187.607,negative
3.2234,2.359,279.095,negative
3.033,1.1935,209.699,negative
2.2577,4.0951,205.977,negative
2.2967,6.62,223.888,negative
2.0774,9.9488,180.945,negative
3.2586,6.282,266.573,negative
3.2725,3.585,346.676,negative
2.2405,22.151,217.199,negative
3.9195,2.8085,270.089,negative
3.1902,7.564,266.43,negative
2.8648,10.5115,149.794,negative
4.0381,1.3186,303.323,negative
2.6479,22.4192,196.342,negative
3.6723,1.385,363.678,negative
3.088,1.8163,263.463,negative
2.8859,1.293,114.611,negative
3.7035,0.216,216.032,negative
2.4224,21.7968,214.126,negative
2.5065,23.4769,210.481,negative
2.608,58.6235,38.5349,negative
3.3415,12.3916,251.278,negative
2.6744,22.3013,183.406,negative
2.1446,24.9009,92.3585,negative
2.2553,13.602,172.622,negative
2.0473,81.2154,158.557,negative
2.1414,85.4646,124.185,negative
2.8466,51.7341,158.331,negative
2.8267,19.8899,213.686,negative
2.8007,3.879,140.62,negative
2.3128,15.654,212.424,negative
2.2878,28.0696,234.951,negative
2.574,75.209,173.977,negative
2.2529,15.2489,201.215,negative
2.8707,0.107,198.759,negative
2.73,40.2122,84.8384,negative
3.1974,10.4307,217.979,negative
4.0044,1.7133,281.189,negative
2.4983,5.414,84.3117,negative
2.5132,9.1922,194.149,negative
2.936,2.008,205.866,negative
2.5605,7.331,193.494,negative
3.0204,0.181,324.714,negative
2.6794,7.742,149.637,negative
2.5244,4.9939,132.362,negative
3.3726,2.9371,285.172,negative
2.4141,3.525,235.186,negative
2.6498,25.6089,124.222,negative
2.6776,9.3069,94.4397,negative
3.0548,4.405,96.4839,negative
2.9506,4.2502,246.468,negative
2.5988,5.493,309.587,negative
3.9704,5.913,178.573,negative
3.0048,2.006,303.874,negative
2.8179,3.0817,272.056,negative
3.4214,3.617,308.513,negative
2.3274,15.89,189.793,negative
2.4928,2.8761,259.813,negative
4.0987,0.8412,314.621,negative
3.1268,3.778,268.456,negative
2.5527,52.2617,160.328,negative
2.8597,5.396,182.937,negative
3.3432,9.604,237.316,negative
3.1351,18.03,200.401,negative
2.7653,1.1868,247.397,negative
2.5276,15.15,132.388,negative
3.0639,11.0782,94.1792,negative
2.3793,47.746,111.772,negative
2.1255,37.9375,223.944,negative
2.8373,0.0103,353.41,negative
4.0022,0.851,253.539,negative
3.0126,13.9853,169.827,negative
2.2266,10.381,183.961,negative
2.4969,2.8978,83.9991,negative
3.3406,25.23,135.35,negative
3.301,0.249,246.166,negative
3.6431,2.662,296.143,negative
2.721,2.701,205.729,negative
2.5717,19.4692,121.151,negative
3.1252,9.565,144.714,negative
2.2082,67.16,49.5555,negative
3.4955,1.7041,215.786,negative
3.2241,8.0874,257.71,negative
2.6835,0.083,166.073,negative
3.1741,4.3625,226.225,negative
3.0492,3.6947,207.023,negative
2.9206,22.441,205.115,negative
2.0952,5.011,75.2872,negative
3.0939,0.839,264.9,negative
3.3071,2.0902,295.371,negative
2.3512,24.205,84.4693,negative
2.6513,4.1823,196.178,negative
2.2695,0.3038,80.3171,negative
2.7782,6.675,94.9412,negative
2.7616,41.911,52.4654,negative
2.2753,68.446,139.11,negative
3.9097,4.1285,237.936,negative
2.055,24.7313,201.238,negative
2.5502,5.887,173.376,negative
3.0704,5.2636,182.399,negative
2.8048,4.439,169.973,negative
2.4464,80.7121,59.8407,negative
3.1675,2.858,236.774,negative
2.1055,25.035,184.187,negative
2.7197,64.5625,104.106,negative
2.5993,73.7915,76.7587,negative
2.2753,52.542,226.706,negative
3.1713,0.593,253.677,negative
2.4289,8.891,133.345,negative
2.9355,3.335,157.997,negative
3.4486,12.295,143.605,negative
3.0993,6.3777,247.2,negative
3.2857,4.1101,95.3127,negative
2.4624,3.3458,172.89,negative
2.1746,2.019,211.221,negative
3.2099,8.145,222.928,negative
3.3359,1.415,236.721,negative
2.8995,1.0066,253.304,negative
2.0626,50.5733,244.466,negative
3.9144,1.8785,165.033,negative
2.1903,46.468,87.6366,negative
3.1089,2.1568,168.886,negative
2.2201,12.261,161.136,negative
3.2067,13.157,287.1,negative
2.5933,16.5835,183.249,negative
3.3908,0.0857,239.887,negative
2.6186,14.0382,171.748,negative
3.4475,1.926,307.242,negative
2.6217,5.521,177.361,negative
2.8392,20.0586,137.561,negative
2.2188,16.7337,132.238,negative
2.3434,80.5135,81.318,negative
2.6325,2.992,265.238,negative
2.995,5.5299,157.197,negative
2.2867,29.068,176.78,negative
2.7462,5.86,179.134,negative
3.8422,4.067,381.607,negative
3.8238,2.163,370.409,negative
2.9825,1.0133,366.551,negative
5.01,55.18,157.457,negative
2.8072,11.399,277.005,negative
2.8448,8.536,172.532,negative
3.7048,2.985,246.496,negative
2.8296,6.1169,275.462,negative
2.4306,2.393,154.081,negative
2.2405,45.7173,145.127,negative
2.7853,45.0304,185.718,negative
2.8899,0.075,162.797,negative
2.7616,2.3023,282.741,negative
2.4793,4.8629,167.701,negative
2.6839,13.962,125.408,negative
2.2625,8.311,104.602,negative
2.3212,31.2984,175.519,negative
2.5447,11.6695,149.369,negative
2.9991,1.7337,163.419,negative
2.6304,32.3326,172.199,negative
3.1361,5.01,367.438,negative
3.334,3.241,250.978,negative
2.5384,0.5826,192.89,negative
2.7376,10.515,241.152,negative
3.2316,4.319,273.927,negative
2.6395,26.944,93.3478,negative
2.525,21.498,140.436,negative
2.5079,18.579,131.593,negative
2.9307,10.223,186.284,negative
3.3006,1.5315,224.507,negative
2.8834,0.539,255.603,negative
2.5237,20.0004,109.012,negative
3.6641,0.051,278.401,negative
2.2227,11.1686,176.879,negative
3.48,3.347,252.754,negative
2.5058,10.291,222.612,negative
2.6112,24.91,80.7549,negative
3.0276,2.8916,264.305,negative
2.736,5.9571,227.62,negative
2.5888,7.5907,123.204,negative
2.248,57.0635,195.445,negative
2.2467,32.221,177.329,negative
2.5045,0.8,212.516,negative
2.2625,20.3915,108.582,negative
2.8189,5.938,193.031,negative
3.1992,5.207,181.773,negative
2.638,22.6447,146.291,negative
2.4362,35.37,146.356,negative
2.7308,1.3108,97.2798,negative
2.4091,0.5504,114.188,negative
2.3464,87.0857,252.045,negative
2.4601,25.26,143.469,negative
3.7665,5.438,352.956,negative
3.805,3.104,354.787,negative
3.4472,1.9326,252.607,negative
2.6058,13.5661,260.044,negative
2.6004,0.5462,162.807,negative
2.6964,1.6003,133.764,negative
3.1565,3.235,191.634,negative
3.5475,7.4349,166.96,negative
2.2405,45.65,110.864,negative
2.7267,16.5815,187.474,negative
2.9696,18.9,130.031,negative
2.4822,48.887,45.0717,negative
2.7131,0.792,254.048,negative
2.6439,72.931,92.0505,negative
2.4456,6.6615,81.9127,negative
2.2799,43.706,215.701,negative
3.9292,4.106,287.049,negative
2.7275,7.8241,138.462,negative
2.632,37.114,204.794,negative
2.747,37.3532,93.498,negative
2.6508,29.3578,88.283,negative
2.4749,2.215,200.222,negative
2.3324,8.113,103.266,negative
2.9943,3.735,235.89,negative
2.3738,50.266,165.214,negative
2.889,4.207,182.464,negative
2.6048,2.521,120.58,negative
2.3139,39.7158,237.835,negative
4.0928,2.162,312.684,negative
2.7408,6.707,163.469,negative
2.8293,0.035,171.302,negative
3.1313,0.542,214.813,negative
3.2508,3.2282,335.267,negative
2.9998,7.058,175.132,negative
3.0137,0.7342,213.539,negative
3.2139,2.9665,171.319,negative
2.5533,80.2307,59.5935,negative
2.2317,65.2818,212.609,negative
2.5658,4.167,220.93,negative
2.7288,3.789,185.431,negative
2.7608,85.9814,182.217,negative
4.0567,2.1094,224.331,negative
2.9266,6.738,202.799,negative
2.5617,71.603,134.735,negative
3.0156,16.397,260.371,negative
2.3032,28.505,198.283,negative
2.5641,8.451,165.174,negative
3.5853,0.806,238.402,negative
2.5045,10.748,188.724,negative
2.7059,8.5585,164.841,negative
2.6898,3.1073,157.071,negative
2.6304,15.053,142.65,negative
3.3779,3.333,241.222,negative
3.0206,9.87,202.831,negative
3.3228,19.1765,41.3114,negative
2.6345,0.057,255.293,negative
2.596,56.894,148.947,negative
2.7088,7.629,220.475,negative
2.4548,17.0656,243.741,negative
2.2109,66.0852,203.71,negative
2.6294,3.6056,65.733,negative
3.8711,1.3782,314.936,negative
2.85,9.8871,197.388,negative
3.4442,1.0525,254.674,negative
2.5478,9.529,175.905,negative
2.4871,77.975,226.383,negative
2.4661,1.7384,195.067,negative
2.9445,3.3108,282.046,negative
2.1861,39.9572,176.344,negative
2.1644,41.4781,78.4445,negative
2.8048,35.946,51.9799,negative
3.3811,3.429,240.255,negative
2.4306,17.559,248.763,negative
3.4605,2.176,324.139,negative
2.6518,27.1336,216.433,negative
2.977,5.8671,192.467,negative
2.4014,9.3104,213.813,negative
2.7604,24.449,137.354,negative
3.6254,3.863,293.298,negative
