At1,At3,At4,At6,At7,At8,At9,At10,Class
73.1549,3.5849,0.2034,-75.8154,54.52,12.0307,0.3485,254.455,negative
40.8148,2.4676,0.3407,57.6349,7.8058,-16.1105,25.505,285.696,negative
17.1544,2.2405,0.5632,0.7747,-5.3697,-4.0671,48.5893,119.225,negative
138.838,3.2464,0.1713,-122.634,95.045,-27.8132,3.499,297.614,negative
109.581,3.1392,0.2823,-95.6673,-47.4613,28.5505,0.834,244.819,negative
64.8397,3.4214,0.1804,2.588,51.7055,13.6157,0.109,229.045,negative
22.4688,2.4232,0.4642,12.0427,12.2064,12.1709,59.4506,158.947,negative
57.0078,3.033,0.2215,30.4996,38.3893,15.1188,7.705,268.733,negative
20.0489,2.4014,0.6429,4.1464,-14.5626,10.2506,25.883,187.847,negative
13.3396,2.1917,0.791,-14.891,-2.3901,11.9001,10.7959,182.91,negative
49.8521,2.3971,0.4529,52.6071,39.3622,-8.6905,6.0457,183.495,negative
29.2688,2.5723,0.4016,-21.2132,-23.9344,-8.2073,47.559,102.779,negative
21.947,2.4864,0.4078,12.8338,10.4007,14.8348,40.4341,137.81,negative
61.2167,2.8993,0.2875,-75.2965,27.4636,-18.4181,5.806,285.14,negative
30.8845,2.7792,0.4505,33.5866,27.5615,6.7951,10.2947,141.498,negative
19.9908,2.6175,0.538,14.8796,-13.7601,-13.944,75.1784,78.8644,negative
60.9338,3.1011,0.1815,-31.4107,-25.5768,19.3509,13.807,232.74,negative
56.2502,3.2911,0.1488,46.7788,49.8155,17.6717,4.177,227.323,negative
19.2845,2.3598,0.6157,-9.2834,18.0623,8.2219,83.7969,63.9129,negative
95.2817,3.7994,0.1168,96.6212,80.6644,27.5655,6.69,263.173,negative
65.5503,2.8309,0.2834,-72.8799,43.1668,24.8297,15.135,313.443,negative
35.942,2.723,0.2233,51.0979,22.9336,-19.487,77.1166,173.218,negative
42.3886,2.5982,0.4035,34.8645,-18.7029,11.8212,5.565,171.184,negative
53.652,2.8564,0.2227,71.2294,37.0518,34.1382,26.4137,197.957,negative
56.6978,3.2003,0.1545,54.6171,15.3449,-21.3093,6.7129,185.06,negative
32.524,2.7226,0.3617,25.963,16.3502,14.3522,17.709,196.225,negative
38.5396,3.0202,0.2463,16.3738,32.457,-25.8871,0.0345,67.9435,negative
18.883,2.2672,0.6541,4.3978,-13.9994,9.4048,49.52,78.8784,negative
18.8542,2.2718,0.6791,-4.0022,13.3154,10.0476,37.1081,181.296,negative
99.4753,3.8212,0.1509,-108.031,59.0818,-25.8039,2.17,373.103,negative
48.4661,2.953,0.3476,31.5776,39.3133,24.8371,4.825,266.665,negative
32.4194,2.8132,0.3966,11.0777,32.4985,-11.2757,8.477,194.475,negative
25.0031,2.5763,0.3422,13.2037,5.304,8.6137,16.948,175.412,negative
26.9835,2.7638,0.4496,13.1428,-12.7168,6.3876,6.259,206.543,negative
30.8252,2.404,0.4852,-40.6069,-16.8903,-11.7654,3.2586,229.629,negative
40.1178,3.0058,0.2743,6.2469,-29.9627,15.9072,1.23,192.577,negative
33.8356,2.5922,0.3657,11.987,26.5376,-8.9685,23.115,178.094,negative
123.623,3.3583,0.195,-40.5766,83.8441,19.0983,4.358,297.014,negative
23.3323,2.3355,0.5173,-7.208,-17.7871,-6.3086,37.4068,106.041,negative
43.814,2.7415,0.3064,15.0611,24.9308,13.7095,19.0193,168.601,negative
28.5807,2.7131,0.3969,10.7497,17.9294,14.9383,13.2274,89.1136,negative
52.3507,2.8606,0.2564,-61.937,-33.1692,-14.3722,5.164,265.753,negative
36.1504,3.0544,0.2558,7.5951,23.9125,-6.5326,10.098,187.362,negative
106.821,4.2878,0.0685,-47.7452,78.9675,8.1705,1.9326,292.894,negative
37.4849,2.7408,0.347,30.4798,23.5295,-14.058,36.3065,198.109,negative
81.0307,2.9312,0.2578,67.3503,75.7769,-32.2424,28.508,180.939,negative
22.9072,2.3551,0.4768,27.1027,9.6974,-3.5992,9.7478,50.9291,negative
50.3466,2.8899,0.3814,-74.4798,31.4862,-5.7697,3.915,266.534,negative
67.3067,3.6873,0.1689,37.6799,77.4819,-21.5674,5.761,166.709,negative
92.8988,3.7862,0.1824,39.0729,-56.9212,-14.8294,3.3724,379.671,negative
23.945,2.3473,0.5663,-10.3374,-15.0307,-12.5678,7.211,126.849,negative
54.908,2.5384,0.3849,-59.005,-37.4959,16.1308,31.805,142.002,negative
18.5107,2.3793,0.5678,-5.7674,15.6088,4.1795,5.534,220.734,negative
84.7997,3.6816,0.1884,-23.611,63.0953,-19.5684,2.2059,303.754,negative
70.1175,2.8525,0.361,-78.9622,34.9175,14.1978,1.4663,262.124,negative
37.0078,2.8287,0.3071,33.2045,24.3286,10.5076,3.6622,200.644,negative
32.4967,2.5514,0.3118,12.243,-26.6934,2.2923,63.9721,129.362,negative
37.5297,3.1765,0.2231,20.989,22.3961,-6.9219,30.76,189.635,negative
15.6186,2.2856,0.6373,-1.0993,3.5316,6.3487,50.6366,40.0383,negative
90.7035,3.5602,0.1729,71.1388,75.2937,-9.8135,1.5563,345.29,negative
46.2759,3.0133,0.2532,-29.7586,-23.1652,-11.6603,1.4241,209.889,negative
62.0891,3.3406,0.2643,-30.5982,36.3416,-16.4539,6.479,298.592,negative
20.2951,2.1156,0.7433,-3.1951,10.8325,5.5408,33.3381,188.921,negative
12.7169,2.2443,0.7066,15.6373,-9.3618,7.7526,15.651,174.136,negative
43.3752,2.6762,0.2592,65.1906,21.4853,-15.6132,17.999,169.105,negative
27.9436,2.5092,0.4892,-25.4231,-24.3869,8.2137,31.6319,118.559,negative
35.6259,2.5866,0.4637,28.0327,35.3644,13.2177,3.3842,261.617,negative
80.9545,3.6743,0.1573,32.514,70.974,19.9062,3.6974,242.699,negative
68.9709,2.7616,0.3602,58.8643,56.0256,-3.9537,8.5297,266.917,negative
24.7867,2.8319,0.2946,-14.3863,20.5592,10.9994,39.2593,186.727,negative
57.3271,3.1774,0.1469,58.8582,37.4815,-7.1838,5.926,179.803,negative
25.2958,2.4401,0.5154,5.6749,17.8278,7.2557,18.1924,181.397,negative
24.8854,2.5359,0.3493,38.0786,11.9344,15.5201,15.148,192.916,negative
13.2557,2.1477,0.7829,-14.4832,-3.1234,-11.7508,47.2228,124.216,negative
28.1555,2.4487,0.452,6.4354,22.7847,11.1545,35.72,113.426,negative
22.0202,2.5496,0.4147,-12.0108,-10.5327,16.2803,30.327,222.339,negative
46.3055,2.6803,0.334,62.883,-28.1331,10.0957,6.021,191.946,negative
59.0364,2.943,0.3615,-55.7689,-20.8304,6.5899,12.026,306.025,negative
20.8415,2.0663,0.6867,-0.5062,6.1868,6.0559,33.539,154.681,negative
80.2186,3.5354,0.1959,-46.4415,60.0831,-8.5273,0.8713,283.766,negative
20.1609,2.4624,0.7172,-16.0259,-21.3665,11.7626,18.0262,173.904,negative
25.2326,2.3997,0.3944,31.0208,19.5795,12.2096,69.8177,186.95,negative
53.1946,2.8896,0.2424,-21.0957,24.2831,7.8871,2.701,219.142,negative
50.3888,2.642,0.3056,0.7236,-19.0636,4.0448,4.4298,131.81,negative
41.7032,2.6201,0.3957,49.3896,28.6082,-11.0039,0.598,169.314,negative
61.3727,3.3017,0.1997,36.3175,47.0652,29.1933,2.271,246.465,negative
26.7371,2.6498,0.3225,14.1747,-13.346,-3.1469,10.206,171.726,negative
49.8805,3.2717,0.1781,-16.6487,34.2174,-12.1815,39.8357,86.0558,negative
18.5361,2.1903,0.5419,-0.7056,6.185,4.5066,0.244,129.236,negative
55.6462,2.9423,0.2616,-68.1742,44.1481,-17.81,15.151,274.292,negative
88.992,3.683,0.1357,-52.9163,85.5811,-11.7295,5.627,309.746,negative
24.4464,2.5569,0.3551,12.8798,20.1313,13.6383,11.2109,133.319,negative
21.1155,2.1508,0.6996,-24.429,-9.8554,-6.2284,49.707,167.443,negative
47.0522,2.827,0.3589,-1.0346,-32.5108,-12.6999,31.6682,151.889,negative
40.1071,2.8479,0.2172,0.0957,-7.964,14.3384,11.7922,129.98,negative
47.1025,2.9151,0.2809,-22.2615,-20.6708,8.6163,10.4927,223.697,negative
17.4409,2.3674,0.6352,-1e-04,-0.3427,7.7081,35.9057,160.38,negative
35.3812,2.6556,0.3735,-10.3708,-22.15,-18.4285,15.8702,236.856,negative
25.7164,2.5065,0.4019,28.874,22.5338,-11.6417,34.405,189.145,negative
17.4019,2.5459,0.6458,-20.6599,-10.8113,17.2912,72.654,120.608,negative
17.9676,2.1644,0.5411,-0.9338,6.3821,-4.4997,77.35,230.022,negative
72.7691,3.861,0.1621,11.3661,60.4412,-18.9664,0.7859,249.506,negative
64.3124,3.2968,0.2408,-47.7099,56.5532,14.7953,1.42,293.528,negative
12.8789,2.1658,0.7372,15.0295,-3.4,11.7179,9.2006,182.865,negative
26.5832,2.683,0.2988,-24.7413,2.6927,21.47,31.498,92.534,negative
47.3516,2.7054,0.4138,58.7,25.9334,-7.3072,6.594,224.921,negative
67.5816,2.8274,0.317,17.1638,82.4914,-13.0204,5.3213,155.295,negative
99.7874,4.1202,0.0916,102.663,88.835,-6.6098,0.2545,299.367,negative
26.067,2.5988,0.3627,-25.2663,18.2108,18.3016,20.441,80.6911,negative
21.4668,2.2945,0.5635,-21.4918,-19.2276,-10.5958,30.8438,186.608,negative
37.8069,3.3945,0.2048,17.2787,14.5118,7.4598,10.6904,195.724,negative
51.583,2.6222,0.5227,-64.0583,-30.128,4.3855,15.0428,269.481,negative
48.6283,2.7486,0.3854,-79.2502,35.9481,5.796,2.809,251.223,negative
20.6413,2.4464,0.5689,11.5429,17.6538,-5.5073,40.0066,125.103,negative
42.0941,2.692,0.3882,-24.9509,-24.7757,-13.4571,1.8847,162.441,negative
71.6435,3.4371,0.1462,15.322,48.5874,16.3146,4.1632,231.966,negative
56.1911,3.4318,0.1883,11.1935,32.6988,11.4617,1.621,218.27,negative
97.7331,3.2945,0.2548,30.8789,-48.7222,22.798,0.908,391.912,negative
104.872,3.7156,0.1524,-85.576,78.4918,-17.3348,0.604,335.745,negative
23.7253,2.0663,0.7039,0,0,9.3349,28.267,29.4987,negative
19.8269,2.3385,0.4174,-0.4675,5.2229,-5.2469,24.6377,228.76,negative
20.47,2.3086,0.457,15.4241,19.5763,15.8197,63.4398,211.318,negative
20.4837,2.1414,0.7798,20.3073,14.7353,5.6379,6.661,179.298,negative
30.3595,2.3766,0.3782,-49.3628,22.1543,8.5167,16.73,238.833,negative
12.8514,2.1569,0.7317,-15.137,7.4683,-10.8258,14.6097,196.169,negative
24.1399,2.433,0.4502,10.6501,21.6265,6.4762,39.092,164.469,negative
29.0412,2.6632,0.3518,-24.1254,-17.2008,13.4803,2.6291,163.381,negative
23.4732,2.5775,0.5317,5.5701,19.632,-10.415,1.8023,172.03,negative
59.2595,3.5391,0.135,50.504,36.9943,20.2622,3.5017,260.422,negative
20.5297,2.5971,0.4627,23.5395,13.3391,-11.899,9.1961,143.43,negative
27.0017,2.7105,0.3603,-4.236,13.4257,-15.8383,80.473,65.16,negative
55.8124,3.3273,0.1831,-50.9728,-36.1868,-14.4238,6.397,166.396,negative
28.7044,2.7352,0.4029,-36.5949,-13.776,6.8482,49.667,209.13,negative
32.3276,2.6091,0.2878,-21.9751,-13.2382,-7.8515,3.8476,81.8432,negative
26.3733,2.8567,0.3644,14.4958,14.4997,-15.148,9.37,170.193,negative
61.8196,2.636,0.2705,-108.23,58.2781,8.5924,1.092,186.807,negative
33.2147,3.4962,0.2408,20.5129,7.565,-22.5822,53.4211,62.528,negative
56.2863,2.9266,0.1918,-39.1194,-47.2918,9.3901,20.5187,159.024,negative
36.7909,2.8748,0.2842,10.1309,34.4378,-18.1396,8.0884,254.084,negative
114.476,2.567,0.4797,95.3054,92.1562,-7.7853,1.1708,244.602,negative
25.0459,2.8552,0.2959,-21.7386,19.356,8.3062,30.4393,116.741,negative
47.5811,2.7412,0.3013,-53.7185,-36.82,-15.4714,0.2816,220.423,negative
76.1799,3.1237,0.2106,-60.9348,57.6858,-20.4701,2.1911,269.566,negative
30.336,2.4814,0.4521,-1.412,24.2169,-10.0886,27.3402,207.87,negative
45.6562,3.2602,0.1703,25.7962,23.7771,17.9494,15.75,162.036,negative
36.9391,3.0451,0.292,-19.253,28.9002,10.5359,3.0159,256.056,negative
41.5186,3.1302,0.2408,-1.9044,-23.6381,8.2813,6.997,204.724,negative
22.4791,2.4472,0.4464,9.5053,-9.3164,10.7868,30.8451,269.021,negative
45.8064,3.0869,0.2833,-7.4746,34.423,13.2551,6.8749,149.3,negative
25.3811,2.7616,0.4329,16.9705,-8.6944,8.6056,37.555,68.2,negative
61.5025,3.3567,0.1377,32.3269,45.212,-12.7082,5.245,199.55,negative
97.4967,3.5947,0.1958,-3.218,58.7743,-3.0847,0.6868,337.138,negative
42.6005,3.031,0.2253,-4.1977,-13.1639,9.4312,14.976,220.277,negative
25.2301,2.1414,0.7148,-27.4006,-13.8239,-1e-04,51.816,198.319,negative
29.6529,2.7164,0.2671,-5.9322,16.104,-14.2864,46.068,144.821,negative
47.9212,3.1834,0.1783,41.2368,38.3743,-9.5688,4.251,255.654,negative
89.2198,3.6657,0.1943,-45.9685,60.5827,-9.4736,3.667,337.885,negative
28.3543,2.7668,0.3234,29.3307,17.5713,18.6666,33.509,170.349,negative
110.128,2.608,0.4266,-41.5591,-124.034,2.8329,64.95,148.504,negative
28.0209,2.8021,0.3375,-15.1411,-14.9509,-8.975,27.3043,89.7217,negative
18.3844,2.3953,0.4829,-7.6899,17.3911,-9.6232,60.543,163.281,negative
32.6655,2.6642,0.2579,-31.6564,12.7555,-12.1317,8.041,179.109,negative
57.6218,3.3346,0.1842,4.6552,51.444,-20.9246,2.673,187.199,negative
34.2121,2.638,0.3383,31.7717,32.8566,11.4392,7.337,61.5099,negative
27.8752,2.3589,0.547,5.8722,21.343,4.5282,44.0434,110.704,negative
21.565,2.4594,0.4167,28.4107,-7.4089,8.2183,3.896,209.442,negative
74.9217,3.3037,0.1744,22.8737,61.4777,-15.5874,2.594,204.329,negative
28.1148,2.6439,0.3246,-2.1751,8.3358,10.8962,10.742,156.387,negative
41.2042,2.8811,0.3379,-12.991,33.551,7.0878,3.3282,203.344,negative
48.4003,3.1793,0.1946,22.8038,23.8349,10.1686,8.0926,189.243,negative
92.2265,2.9077,0.1719,-120.69,80.8701,-11.3944,5.0667,220.885,negative
41.0163,2.4518,0.2898,44.137,28.1236,11.7974,4.1807,181.842,negative
73.7136,3.1534,0.1995,-82.4362,52.6815,-28.2896,12.2293,244.394,negative
27.3453,2.4735,0.484,12.478,18.7027,-3.8469,6.736,166.044,negative
24.3811,2.3149,0.5133,-11.0772,-20.7853,4.0683,33.4353,47.4001,negative
43.5163,3.0803,0.2685,5.357,-12.4533,-6.1321,9.4008,230.392,negative
13.0592,2.1156,0.7586,-14.7393,4.913,-11.5702,77.476,227.178,negative
20.2191,2.3444,0.6109,-8.6528,18.1267,10.7245,34.0559,74.4097,negative
29.4491,2.6637,0.3536,-19.407,-18.1295,7.1258,8.1501,252.15,negative
26.433,2.7097,0.3259,9.6858,18.0502,15.6911,12.833,140.745,negative
96.3594,3.4057,0.1839,-42.1566,-83.1049,-17.0643,0.102,337.661,negative
50.8322,2.8707,0.2397,-18.4173,-35.6601,-9.656,0.817,226.644,negative
16.024,2.4472,0.625,2.4509,-4.8154,7.9019,19.4794,114.037,negative
12.5765,2.2934,0.6921,16.2166,-9.9861,7.2229,36.511,90.9553,negative
21.9255,2.3664,0.5204,17.6315,12.2922,-5.17,4.941,226.152,negative
69.446,3.3528,0.2761,-20.0601,43.1236,-6.8479,0.2501,321.117,negative
25.7793,2.5838,0.3911,-9.8096,-9.3165,-7.7357,6.947,120.583,negative
15.4067,2.4314,0.6444,-1.9396,3.5627,6.5407,68.753,63.5686,negative
33.8305,2.8099,0.3145,27.3322,-9.3742,-7.1819,12.0413,174.492,negative
13.2611,2.2589,0.7879,-13.998,-4.6137,-11.4973,61.03,216.368,negative
25.607,2.5296,0.4313,0.2927,9.9503,8.0393,5.452,165.305,negative
25.8026,2.4533,0.3979,-35.7191,-13.3331,3.955,7.346,131.925,negative
25.5063,2.747,0.3241,-28.1698,-15.7664,11.6689,0.864,108.972,negative
16.2153,2.3118,0.6,2.8361,-6.8129,-4.9052,75.817,122.801,negative
33.3412,2.9566,0.2541,51.1891,17.4044,-11.1938,8.787,171.613,negative
52.2264,3.2333,0.1905,46.3585,38.163,7.9243,0.795,226.359,negative
82.2565,2.9626,0.1755,-175.129,58.4574,-14.0413,18.458,158.451,negative
66.4618,2.7177,0.3123,-49.8605,28.8496,-12.1094,20.661,152.639,negative
21.9622,2.4099,0.6187,14.7445,5.6346,-9.9394,70.525,44.5714,negative
90.9387,3.6251,0.1992,-73.9142,68.4524,-15.5179,1.479,347.008,negative
22.2792,2.437,0.5082,-1.4818,10.3689,-5.2317,30.7241,165.615,negative
40.6004,2.7969,0.2793,-10.1592,14.4912,15.2488,13.3149,181.029,negative
85.7919,3.3679,0.2953,13.4324,19.6896,-14.249,0.2999,353.683,negative
50.4291,3.0506,0.3035,29.1262,41.8014,-8.1781,6.1251,160.041,negative
23.4322,2.4479,0.3886,-19.0772,-14.9235,-11.9279,79.712,160.751,negative
37.4704,2.4829,0.4178,52.0538,-10.5699,6.9543,1.9409,160.222,negative
20.4599,2.2601,0.5934,-5.3638,16.4381,-9.0481,54.01,219.179,negative
71.929,3.8532,0.1125,18.1707,51.9617,25.3238,0.975,173.38,negative
20.9858,2.5611,0.4093,25.5836,11.0775,-6.4609,53.01,111.763,negative
26.4549,2.4713,0.4561,-5.5087,-19.9851,-9.3658,25.187,252.577,negative
29.7627,3.2034,0.2623,8.7653,20.2408,14.5303,0.951,116.309,negative
40.1519,2.7785,0.3264,18.0661,42.4569,14.6078,27.9849,169.517,negative
39.6308,3.1149,0.287,3.3051,21.604,-5.4977,3.026,161.4,negative
47.7858,3.4455,0.195,23.8975,29.8589,13.6419,3.2554,191.222,negative
17.2028,2.4579,0.561,0.6612,-5.1201,4.3175,89.7035,194.478,negative
49.4822,2.9398,0.2114,30.5095,21.1074,7.908,3.8218,208.743,negative
43.3018,2.8182,0.4088,-51.942,14.8688,-16.2524,30.1483,192.601,negative
33.0328,2.6812,0.3,-30.8205,16.4511,-6.125,45.3284,206.3,negative
88.0016,3.5597,0.1177,83.6852,85.6667,-26.5495,26.8401,179.895,negative
122.153,2.846,0.3735,-19.9089,-83.3984,22.3203,6.1874,377.914,negative
27.0634,2.3294,0.4403,-12.8749,16.597,-5.5194,31.108,158.647,negative
41.4656,3.3477,0.1724,20.9647,29.524,12.8534,13.0923,149.933,negative
84.3821,3.4958,0.1718,93.8233,63.1573,13.962,0.709,252.586,negative
54.123,3.0609,0.286,29.7681,56.0712,4.6174,6.339,211.164,negative
27.8007,2.5472,0.383,17.7516,22.6666,10.4829,23.006,241.939,negative
30.1227,2.5746,0.4394,-17.245,15.2493,11.1356,11.519,221.516,negative
18.621,2.2529,0.5754,-0.4827,5.3309,-5.7644,26.1461,173.48,negative
121.846,3.9052,0.0995,-59.9184,63.3685,-25.5192,3.2636,267.636,negative
24.3237,2.6684,0.397,3.0799,21.8963,8.8449,53.3158,120.405,negative
65.6318,3.0265,0.3358,-16.9965,26.5785,-20.4737,2.4674,313.433,negative
20.8652,2.4843,0.5246,19.0179,17.6239,10.8032,7.671,148.714,negative
23.238,2.6449,0.4757,-3.1961,-15.6216,6.1321,11.409,126.745,negative
20.1522,2.5575,0.4709,-1.1209,8.5014,-3.4111,14.451,253.664,negative
49.7636,3.6142,0.1814,41.3357,38.4275,16.1,3.2719,120.551,negative
13.2918,2.2028,0.79,14.1392,4.5837,-11.6262,58.693,177.332,negative
20.5175,2.4616,0.5043,17.0192,4.8579,-4.1418,53.922,118.72,negative
12.7537,2.2999,0.7218,15.3379,-6.9668,11.2703,80.0642,47.017,negative
73.7915,3.3443,0.1987,50.6291,75.1641,18.2167,10.5595,212.029,negative
67.6685,3.0214,0.2875,-105.945,59.3824,9.5786,2.3677,234.18,negative
12.9656,2.1383,0.7345,13.7935,-6.4632,-0.4358,12.9511,200.767,negative
28.5023,2.8531,0.4137,26.6234,20.0563,4.5108,43.7515,138.9,negative
38.685,2.4526,0.3704,15.4938,29.176,9.6608,6.8087,222.35,negative
20.7922,2.0233,0.7109,24.3782,9.6902,6.0041,6.786,102.655,negative
87.4843,3.5567,0.1834,59.1418,97.7039,-2.8502,2.72,149.034,negative
12.9712,2.0952,0.747,-14.5735,6.7776,10.4579,71.9552,194.357,negative
61.3494,3.0941,0.2311,38.7526,47.0683,10.7993,8.993,221.275,negative
60.8065,2.9823,0.1771,16.7117,52.382,19.6667,1.9667,286.609,negative
48.8751,3.0643,0.2458,35.7772,43.6727,-9.921,15.5752,175.166,negative
81.5279,3.5589,0.283,48.1514,-33.0901,-13.5883,0.151,409.762,negative
32.843,2.9146,0.4017,-11.1135,-21.6815,4.8152,3.4605,198.949,negative
12.4987,2.1446,0.6882,-16.4037,9.9499,8.7031,50.611,121.432,negative
17.2647,2.2695,0.6398,-3.1312,7.9802,7.2753,24.6514,171.788,negative
13.1071,2.3608,0.7669,-14.2735,4.4178,11.1795,13.038,166.744,negative
22.5585,2.5804,0.3679,7.9509,-5.9434,-14.6321,9.3268,184.7,negative
25.0768,2.6632,0.4061,0.2771,17.8255,12.4723,65.226,5.7456,negative
56.3973,3.18,0.2028,7.717,17.7046,-16.6821,12.2671,192.565,negative
20.1977,2.3222,0.6,-26.5785,13.7824,16.3283,14.9307,212.861,negative
19.8632,2.3253,0.5106,-3.1856,11.4313,-10.5833,62.678,96.431,negative
19.5565,2.4183,0.6565,-17.0924,-19.835,11.6883,22.452,140.19,negative
18.9583,2.3483,0.6278,10.1576,19.4856,-2.0165,38.2,242.914,negative
41.2802,2.8993,0.3443,28.8183,37.2935,-11.7042,14.077,253.827,negative
123.466,3.2926,0.1575,-145.14,48.5133,-20.9635,54.6896,253.158,negative
73.336,2.9516,0.2918,-37.7816,14.5381,-21.14,2.9936,303.784,negative
20.2834,2.0952,0.755,22.7089,11.792,5.492,51.983,191.877,negative
49.8051,2.6542,0.2971,-8.5617,28.9502,-13.5961,5.4954,172.589,negative
50.8879,2.9848,0.2113,10.5051,34.0812,7.1404,1.6086,197.139,negative
73.3506,3.4044,0.2396,46.351,80.3803,-14.2326,1.0087,291.889,negative
26.0678,2.721,0.4981,21.8108,22.3165,6.2733,12.9637,246.447,negative
18.1784,2.2878,0.6289,21.0428,11.8565,-5.0453,7.916,100.254,negative
37.5027,2.6459,0.3661,-51.66,17.7277,-8.4649,18.005,98.0529,negative
36.6884,2.7478,0.4164,34.238,32.0205,7.2013,9.283,162.298,negative
55.3383,3.3091,0.1845,-39.4626,40.2725,18.0415,9.834,283.367,negative
50.6386,2.7896,0.2435,25.7229,35.5206,11.6248,14.5598,118.974,negative
70.3815,3.3391,0.1425,87.5186,54.971,9.9238,5.247,238.101,negative
19.8183,2.1569,0.7387,1.892,-8.4532,5.0759,17.8692,249.918,negative
21.8249,2.5391,0.4624,15.8985,15.8921,-18.5167,33.902,125.964,negative
65.4261,2.6924,0.2782,-82.6774,50.6903,-10.2465,8.129,254.745,negative
65.6466,3.1002,0.3208,-10.5103,38.4705,14.2071,4.6995,318.289,negative
43.8236,3.04,0.2918,17.0545,28.5688,-12.6477,14.3052,226.394,negative
39.6606,2.6726,0.3167,-59.4772,-11.597,13.6889,34.0416,192.702,negative
30.2879,2.2707,0.4772,41.1315,15.4904,11.6333,34.1383,142.134,negative
26.9136,2.42,0.4525,-3.6602,16.6957,9.6155,10.463,165.584,negative
69.9918,2.8751,0.2347,75.4347,42.0884,17.043,9.2202,286.913,negative
18.2406,2.2201,0.5783,-23.7999,-8.9074,5.0306,18.975,193.928,negative
85.9632,3.4029,0.2939,-55.1716,37.3699,-17.0694,5.703,331.638,negative
23.5264,2.643,0.3595,18.7937,13.6245,-4.6144,52.2065,70.9672,negative
36.0926,2.3927,0.4575,21.5892,26.6628,7.4073,15.5661,273.519,negative
29.7499,2.7304,0.2995,23.4646,16.5765,-12.374,0.56,205.114,negative
65.6203,3.2445,0.1777,32.2151,67.5998,25.9399,2.733,140.514,negative
25.519,2.8241,0.3568,16.7719,8.5341,-18.1694,30.5133,64.2651,negative
19.9436,2.3454,0.4605,-1.4502,8.3106,8.3677,30.5107,200.701,negative
30.5549,2.8615,0.315,-1.3892,-26.6817,-10.7674,5.5986,184.121,negative
29.0348,2.7763,0.3397,-0.2629,13.5974,-14.8034,54.004,111.163,negative
28.2082,2.4099,0.4163,6.3914,-19.1434,-10.7975,64.547,78.8033,negative
36.3149,2.9538,0.3059,20.657,27.3175,-12.2447,3.9115,151.587,negative
77.5475,2.9077,0.3228,67.2973,50.8484,8.7041,0.641,277.309,negative
85.895,3.795,0.1829,80.4304,95.9855,7.5722,4.147,268.027,negative
25.6872,2.499,0.4089,5.4913,19.7074,8.7698,1.5757,164.004,negative
39.2553,3.0755,0.1992,-18.867,-23.1843,-9.7169,5.892,175.146,negative
35.1568,2.5944,0.3715,-16.1723,-29.5069,11.4701,1.2733,163.796,negative
23.9073,2.2923,0.6071,-25.7692,-13.9242,-4.2336,3.145,111.872,negative
43.7239,3.1181,0.2065,-20.3641,-18.9739,-12.3713,17.406,192.546,negative
76.6239,3.5389,0.1585,-78.6243,65.1166,12.7348,4.172,252.444,negative
35.9396,2.5139,0.3982,-6.13,19.3256,-7.2416,7.6707,150.528,negative
20.2899,2.8546,0.464,1.4769,-6.0144,5.3061,0.159,181.475,negative
18.5761,2.3701,0.516,-14.6303,-17.2805,13.5888,51.044,161.454,negative
67.3736,2.7878,0.4189,-66.2448,-50.8812,13.3178,2.135,294.976,negative
47.3271,2.9248,0.22,59.9661,-8.1362,10.4029,2.982,210.249,negative
101.939,3.1725,0.1869,1.2432,71.1917,13.1046,9.836,264.238,negative
46.5015,3.0881,0.2792,7.1853,56.9306,-10.5249,19.163,29.6676,negative
79.7263,3.6658,0.1524,75.5107,81.7969,18.1684,2.4487,183.294,negative
68.4131,3.2439,0.2178,-126.192,51.6702,-18.7262,1.1476,235.367,negative
13.2555,2.1508,0.7845,14.2806,3.7382,-11.6449,71.43,138.516,negative
45.1147,2.9652,0.3434,29.5606,45.5756,-6.0603,12.2356,223.843,negative
21.0331,2.1875,0.5844,-5.7763,17.4986,7.4097,54.931,132.156,negative
78.2112,3.361,0.2265,39.8441,96.8077,-14.1376,7.052,148.372,negative
24.4953,2.3927,0.6194,29.6978,-11.4657,10.2695,5.0927,119.492,negative
90.829,3.6755,0.19,-29.466,63.6082,-11.0679,1.6314,331.72,negative
48.163,2.617,0.3116,-29.3333,-47.5995,-5.3118,71.3754,204.702,negative
70.6323,3.2834,0.2244,7.1681,70.1269,-14.2663,6.3952,241.693,negative
20.5839,2.2368,0.4116,24.2419,18.3629,6.0907,45.687,212.062,negative
34.8356,2.4048,0.437,-42.955,-11.4471,8.8014,16.376,176.535,negative
19.1996,2.1538,0.7719,3.0012,-8.9284,4.0034,70.736,196.048,negative
56.4236,3.2241,0.154,-2.6182,-10.1986,9.4643,1.4636,184.47,negative
21.8583,2.8707,0.3744,-8.8692,12.7987,-10.6685,12.6028,175.063,negative
18.1938,2.5347,0.619,23.9369,-8.6348,13.9834,59.1272,31.8136,negative
32.8709,2.7604,0.3455,34.9337,26.5866,-9.0089,23.761,166.98,negative
61.7197,3.3175,0.1925,-69.2407,36.3251,-16.2664,1.32,291.987,negative
31.4399,2.7892,0.4078,-11.9449,21.9508,-6.5675,3.8253,184.477,negative
66.4347,2.912,0.3858,60.8973,67.7566,12.2796,10.237,219.291,negative
28.6908,2.8724,0.3192,-7.1076,18.5184,7.5662,39.0498,119.789,negative
