At9,Class
16.85,negative
11.2076,negative
3.1267,negative
19.0188,negative
1.3293,negative
22.163,negative
29.3444,negative
8.0924,negative
12.1984,negative
15.813,negative
6.0676,negative
19.356,negative
18.8968,negative
18.5777,negative
42.763,negative
2.2272,negative
22.426,negative
3.44,negative
84.3933,negative
0.012,negative
3.4161,negative
60.588,negative
56.9209,negative
12.249,negative
13.331,negative
5.378,negative
5.4781,negative
13.671,negative
7.057,negative
10.1604,negative
3.357,negative
10.678,negative
24.2231,negative
2.248,negative
47.407,negative
13.461,negative
0.4079,negative
0.4882,negative
13.2839,negative
27.662,negative
17.995,negative
3.681,negative
36.155,negative
51.161,negative
9.549,negative
53.8928,negative
4.5107,negative
8.6814,negative
9.541,negative
7.9897,negative
44.3225,negative
4.043,negative
36.8783,negative
5.726,negative
9.087,negative
7.432,negative
6.0195,negative
0.837,negative
3.4717,negative
8.5098,negative
10.598,negative
2.384,negative
32.9639,negative
1.189,negative
1.6094,negative
1.1326,negative
17.364,negative
9.809,negative
0.3386,negative
19.9398,negative
8.9721,negative
87.3749,negative
13.5875,negative
7.8144,negative
2.297,negative
11.983,negative
29.895,negative
33.805,negative
74.355,negative
58.329,negative
6.0914,negative
21.592,negative
0.893,negative
39.441,negative
24.157,negative
13.928,negative
6.1882,negative
69.122,negative
12.735,negative
2.276,negative
8.0235,negative
23.077,negative
3.776,negative
24.192,negative
11.885,negative
13.747,negative
46.6248,negative
12.9944,negative
32.8027,negative
2.4,negative
25.715,negative
0.5273,negative
77.957,negative
1.103,negative
5.6815,negative
6.6996,negative
0.839,negative
21.5337,negative
37.5625,negative
0.277,negative
28.623,negative
12.413,negative
2.9862,negative
0.883,negative
28.132,negative
34.9363,negative
24.9395,negative
31.5548,negative
55.8503,negative
27.0291,negative
68.6733,negative
12.3059,negative
15.5754,negative
11.7643,negative
21.6114,negative
27.0844,negative
3.06,negative
6.8644,negative
14.9219,negative
17.172,negative
27.768,negative
2.8951,negative
11.4622,negative
5.8253,negative
24.3712,negative
79.698,negative
4.129,negative
86.4459,negative
26.499,negative
7.3364,negative
81.779,negative
32.497,negative
5.452,negative
4.3488,negative
2.9063,negative
2.979,negative
4.7412,negative
15.3064,negative
1.575,negative
15.842,negative
40.323,negative
61.988,negative
36.4581,negative
13.394,negative
15.321,negative
84.7514,negative
2.85,negative
31.469,negative
1.818,negative
7.6682,negative
0.204,negative
14.441,negative
14.6067,negative
4.9933,negative
15.2554,negative
5.9537,negative
10.558,negative
9.1982,negative
9.668,negative
19.9605,negative
5.1478,negative
23.896,negative
8.667,negative
0.329,negative
60.7795,negative
0.0235,negative
3.533,negative
77.047,negative
10.545,negative
0.4904,negative
2.298,negative
7.9012,negative
2.4232,negative
1.5087,negative
82.7585,negative
38.6953,negative
22.307,negative
5.0177,negative
7.4474,negative
84.4501,negative
14.0395,negative
1.048,negative
3.947,negative
80.2551,negative
3.0708,negative
0.831,negative
6.0163,negative
78.8874,negative
55.967,negative
3.713,negative
13.7391,negative
17.278,negative
2.76,negative
19.8801,negative
43.9162,negative
52.36,negative
5.359,negative
10.7423,negative
3.503,negative
14.6972,negative
8.698,negative
0.386,negative
13.7582,negative
13.6362,negative
1.22,negative
9.0374,negative
6.11,negative
1.5824,negative
1.0036,negative
10.241,negative
45.454,negative
6.978,negative
1.1324,negative
10.6894,negative
31.914,negative
9.5163,negative
0.461,negative
1.5703,negative
0.7801,negative
11.2044,negative
1.825,negative
2.477,negative
6.7752,negative
51.112,negative
8.201,negative
0.8956,negative
0.2799,negative
4.591,negative
51.144,negative
6.34,negative
16.315,negative
68.1324,negative
0.2989,negative
7.9478,negative
4.6584,negative
4.53,negative
3.9671,negative
36.551,negative
15.5689,negative
6.759,negative
2.124,negative
1.576,negative
0.3113,negative
4.081,negative
2.6313,negative
2.681,negative
44.853,negative
0.1321,negative
2.6896,negative
25.658,negative
25.4801,negative
3.764,negative
15.8492,negative
31.413,negative
2.3661,negative
2.5667,negative
2.558,negative
6.0236,negative
40.449,negative
6.3073,negative
11.4165,negative
16.0043,negative
2.217,negative
29.712,negative
9.397,negative
5.448,negative
79.697,negative
14.894,negative
9.772,negative
46.6417,negative
4.914,negative
10.02,negative
37.8541,negative
35.542,negative
0.936,negative
2.4615,negative
2.2136,negative
8.1299,negative
0.252,negative
1.209,negative
23.452,negative
9.023,negative
79.591,negative
5.2595,negative
16.29,negative
11.365,negative
11.45,negative
21.804,negative
3.1991,negative
2.103,negative
23.036,negative
3.29,negative
10.878,negative
27.041,negative
1.253,negative
65.558,negative
20.3344,negative
8.907,negative
4.555,negative
3.7613,negative
6.9421,negative
6.5,negative
0.738,negative
2.8444,negative
84.6315,negative
17.7959,negative
5.633,negative
10.167,negative
4.885,negative
0.8053,negative
2.6457,negative
36.675,negative
3.081,negative
5.5697,negative
25.98,negative
72.274,negative
16.104,negative
26.188,negative
22.9883,negative
7.418,negative
11.8733,negative
3.1075,negative
70.2428,negative
8.4594,negative
3.5078,negative
1.7477,negative
30.337,negative
16.463,negative
19.258,negative
1.916,negative
4.526,negative
7.2741,negative
0.075,negative
1.133,negative
21.0501,negative
7.4539,negative
47.048,negative
28.2782,negative
3.865,negative
24.0767,negative
32.534,negative
1.5342,negative
0.8402,negative
3.234,negative
48.4993,negative
11.448,negative
8.007,negative
1.922,negative
5.284,negative
3.906,negative
0.949,negative
4.267,negative
66.6354,negative
21.6049,negative
31.0402,negative
14.608,negative
7.388,negative
1.5862,negative
13.4176,negative
9.643,negative
2.1067,negative
49.689,negative
3.3499,negative
63.2473,negative
2.4729,negative
53.718,negative
3.443,negative
11.566,negative
3.266,negative
4.664,negative
50.944,negative
2.6299,negative
31.5053,negative
39.579,negative
78.236,negative
8.6684,negative
67.814,negative
7.3695,negative
3.973,negative
4.6106,negative
1.963,negative
38.5604,negative
1.8909,negative
14.662,negative
4.2187,negative
20.1401,negative
25.139,negative
47.4731,negative
83.6202,negative
46.9182,negative
9.14,negative
16.5236,negative
26.688,negative
3.0461,negative
0.916,negative
2.973,negative
73.17,negative
5.3152,negative
2.705,negative
1.784,negative
4.379,negative
2.1148,negative
1.96,negative
2.8735,negative
11.0535,negative
57.9071,negative
31.06,negative
39.776,negative
0.485,negative
22.118,negative
25.4166,negative
23.99,negative
57.4577,negative
0.7867,negative
9.256,negative
28.4823,negative
11.418,negative
0.3676,negative
6.8413,negative
34.9593,negative
8.163,negative
4.7156,negative
2.1841,negative
1.2007,negative
17.627,negative
11.1946,negative
6.304,negative
33.326,negative
24.1032,negative
26.547,negative
15.343,negative
10.262,negative
19.0444,negative
1.2422,negative
12.3857,negative
2.8878,negative
1.38,negative
17.9992,negative
13.1938,negative
60.204,negative
57.6366,negative
0.026,negative
27.4515,negative
23.2813,negative
85.3717,negative
5.421,negative
43.9124,negative
37.8225,negative
14.76,negative
11.053,negative
0.443,negative
72.539,negative
7.295,negative
4.377,negative
26.0698,negative
23.211,negative
37.454,negative
13.097,negative
5.1931,negative
2.3402,negative
21.9634,negative
9.668,negative
58.5536,negative
3.1547,negative
1.8256,negative
8.7191,negative
54.9825,negative
7.3061,negative
5.0251,negative
28.8991,negative
19.335,negative
8.9499,negative
4.2278,negative
9.9658,negative
0.951,negative
7.052,negative
20.293,negative
8.741,negative
2.969,negative
34.3833,negative
22.3975,negative
38.508,negative
19.732,negative
13.131,negative
78.178,negative
4.914,negative
1.6503,negative
0.0881,negative
20.5231,negative
35.913,negative
19.4135,negative
34.2026,negative
24.7311,negative
3.9303,negative
5.5012,negative
9.2923,negative
5.7357,negative
8.363,negative
0.256,negative
42.589,negative
27.106,negative
5.044,negative
19.5495,negative
0.1593,negative
24.1621,negative
56.2,negative
63.7649,negative
0.192,negative
0.055,negative
29.6658,negative
14.203,negative
23.351,negative
10.7152,negative
19.429,negative
22.3488,negative
3.1548,negative
1.975,negative
18.229,negative
13.894,negative
29.71,negative
15.0673,negative
0.4206,negative
41.669,negative
11.9419,negative
30.388,negative
18.962,negative
15.3551,negative
4.8624,negative
54.262,negative
73.681,negative
0.8496,negative
1.909,negative
12.2838,negative
30.1103,negative
1.76,negative
12.4655,negative
27.221,negative
13.5225,negative
10.347,negative
9.152,negative
19.703,negative
5.1684,negative
3.953,negative
66.1517,negative
14.5582,negative
4.8351,negative
7.371,negative
6.1287,negative
1.513,negative
5.9071,negative
30.919,negative
11.496,negative
19.2145,negative
30.8085,negative
55.9291,negative
20.583,negative
1.5496,negative
78.2299,negative
18.0501,negative
0.933,negative
2.912,negative
12.18,negative
4.2358,negative
2.3494,negative
24.204,negative
37.3872,negative
23.4357,negative
6.208,negative
8.8813,negative
2.975,negative
0.217,negative
14.4,negative
28.351,negative
67.1488,negative
4.884,negative
58.335,negative
53.0609,negative
0.6543,negative
23.2454,negative
24.1921,negative
14.461,negative
1.5888,negative
80.8843,negative
14.307,negative
59.7755,negative
74.3421,negative
16.071,negative
7.478,negative
52.698,negative
2.423,negative
7.6056,negative
48.0374,negative
4.437,negative
20.873,negative
35.1784,negative
40.6717,negative
8.662,negative
2.954,negative
22.598,negative
88.5222,negative
63.8383,negative
0.6204,negative
59.558,negative
37.3772,negative
14.3708,negative
4.5512,negative
2.001,negative
4.1112,negative
3.355,negative
16.483,negative
42.462,negative
9.2091,negative
9.6758,negative
1.45,negative
4.9301,negative
3.4241,negative
3.5716,negative
0.591,negative
2.4052,negative
6.9645,negative
52.0161,negative
1.9963,negative
5.219,negative
1.044,negative
21.501,negative
3.1608,negative
22.053,negative
20.879,negative
7.4038,negative
1.5122,negative
64.323,negative
33.5885,negative
37.4338,negative
6.1998,negative
65.2853,negative
4.63,negative
9.0054,negative
17.6995,negative
25.9457,negative
81.589,negative
3.301,negative
16.2512,negative
12.504,negative
0.4595,negative
0.2906,negative
4.0575,negative
82.0557,negative
82.6674,negative
12.0162,negative
21.5907,negative
16.59,negative
67.771,negative
0.702,negative
21.0153,negative
40.691,negative
15.103,negative
25.421,negative
63.8866,negative
48.809,negative
24.732,negative
1.591,negative
1.116,negative
6.1374,negative
1.4941,negative
2.2087,negative
20.997,negative
1.687,negative
69.079,negative
0.137,negative
23.3361,negative
49.2234,negative
2.2623,negative
16.9354,negative
6.865,negative
11.127,negative
62.424,negative
11.655,negative
9.7527,negative
5.484,negative
42.803,negative
9.621,negative
0.77,negative
22.9044,negative
74.8176,negative
75.3736,negative
15.7771,negative
13.0028,negative
0.759,negative
3.253,negative
12.9366,negative
59.7983,negative
35.604,negative
36.0106,negative
1.734,negative
2.957,negative
0.3649,negative
5.4461,negative
40.779,negative
3.79,negative
8.625,negative
11.6246,negative
1.4849,negative
56.616,negative
5.7777,negative
75.9321,negative
25.8139,negative
0.7124,negative
49.126,negative
1.796,negative
1.3333,negative
2.123,negative
2.313,negative
13.913,negative
61.0007,negative
60.8343,negative
87.5679,negative
18.362,negative
0.712,negative
15.777,negative
3.0825,negative
5.866,negative
1.4485,negative
37.201,negative
25.9856,negative
0.2884,negative
52.3913,negative
8.54,negative
13.171,negative
1.7409,negative
23.45,negative
40.5414,negative
74.343,negative
62.4135,negative
6.4181,negative
4.8245,negative
9.423,negative
5.7711,negative
0.549,negative
2.19,negative
1.164,negative
9.974,negative
55.33,negative
15.591,negative
66.181,negative
24.031,negative
4.233,negative
46.066,negative
35.088,negative
18.294,negative
6.278,negative
7.551,negative
0.533,negative
2.036,negative
22.623,negative
40.8052,negative
3.633,negative
7.116,negative
32.4323,negative
0.432,negative
0.019,negative
4.4052,negative
38.7226,negative
72.4556,negative
11.8172,negative
12.4856,negative
22.805,negative
2.265,negative
0.7528,negative
3.2549,negative
43.607,negative
17.031,negative
4.6324,negative
68.4478,negative
0.0872,negative
11.322,negative
34.246,negative
17.8187,negative
14.708,negative
15.597,negative
39.9687,negative
4.382,negative
73.2939,negative
23.4767,negative
10.831,negative
76.6555,negative
77.952,negative
6.917,negative
9.272,negative
2.6,negative
35.187,negative
10.45,negative
9.0922,negative
10.2623,negative
23.308,negative
13.034,negative
25.3949,negative
10.39,negative
3.4161,negative
69.976,negative
61.973,negative
62.537,negative
1.44,negative
21.0694,negative
7.6092,negative
77.3146,negative
8.909,negative
3.1282,negative
29.0239,negative
32.3945,negative
0.114,negative
13.5528,negative
12.5937,negative
10.8389,negative
16.05,negative
1.751,negative
52.8284,negative
62.3507,negative
4.075,negative
11.6548,negative
48.1879,negative
14.1914,negative
27.555,negative
7.7662,negative
20.123,negative
0.812,negative
62.108,negative
1.4971,negative
0.3878,negative
18.23,negative
4.3301,negative
4.1929,negative
3.226,negative
0.128,negative
9.526,negative
25.8546,negative
3.584,negative
1.324,negative
2.876,negative
0.305,negative
12.3487,negative
34.281,negative
9.894,negative
13.6027,negative
0.784,negative
14.353,negative
4.687,negative
3.6931,negative
1.8949,negative
32.959,negative
16.3704,negative
7.4192,negative
84.0609,negative
37.4141,negative
15.933,negative
1.5723,negative
0.8187,negative
52.9701,negative
3.7729,negative
42.3811,negative
9.5707,negative
13.3261,negative
4.078,negative
0.0392,negative
15.485,negative
13.4983,negative
0.4546,negative
6.3243,negative
46.523,negative
44.9555,negative
62.041,negative
26.07,negative
0.608,negative
7.361,negative
10.603,negative
48.4901,negative
9.1652,negative
6.1441,negative
8.208,negative
0.0759,negative
1.153,negative
1.2268,negative
0.04,negative
5.822,negative
1.596,negative
1.3823,negative
26.688,negative
4.134,negative
16.8056,negative
6.4438,negative
1.7171,negative
73.221,negative
5.54,negative
5.3505,negative
18.6087,negative
81.1239,negative
11.1713,negative
0.7669,negative
2.956,negative
0.0685,negative
52.118,negative
11.5031,negative
5.248,negative
18.331,negative
4.915,negative
11.218,negative
1.534,negative
2.399,negative
4.763,negative
0.0972,negative
8.2623,negative
4.915,negative
21.6486,negative
43.6228,negative
32.3189,negative
1.926,negative
16.1552,negative
1.141,negative
3.056,negative
3.8937,negative
14.781,negative
28.5766,negative
7.9764,negative
2.123,negative
4.2321,negative
9.3363,negative
5.956,negative
79.998,negative
15.7003,negative
5.5282,negative
16.044,negative
16.859,negative
6.769,negative
12.969,negative
17.331,negative
7.8899,negative
8.7272,negative
0.534,negative
15.7031,negative
0.343,negative
3.9174,negative
5.723,negative
3.5371,negative
35.001,negative
75.2845,negative
10.3,negative
42.7312,negative
14.9066,negative
3.726,negative
0.3308,negative
48.896,negative
17.537,negative
88.6483,negative
8.075,negative
38.922,negative
48.384,negative
8.5051,negative
0.558,negative
53.449,negative
12.325,negative
14.45,negative
41.428,negative
2.622,negative
0.685,negative
41.034,negative
88.4375,negative
3.2846,negative
8.56,negative
46.2009,negative
7.4076,negative
19.7833,negative
48.746,negative
73.0349,negative
19.1036,negative
0.625,negative
5.402,negative
44.927,negative
3.6733,negative
10.136,negative
9.9943,negative
14.818,negative
2.068,negative
0.3079,negative
30.2907,negative
15.898,negative
30.129,negative
49.195,negative
0.4645,negative
15.4667,negative
3.1014,negative
3.367,negative
23.221,negative
38.491,negative
3.2837,negative
2.2453,negative
19.0525,negative
7.3378,negative
10.7449,negative
89.4684,negative
4.6888,negative
15.7149,negative
20.0785,negative
48.194,negative
6.4218,negative
78.04,negative
19.496,negative
51.793,negative
37.9872,negative
1.775,negative
42.667,negative
16.96,negative
1.139,negative
1.6435,negative
45.726,negative
58.6756,negative
23.8051,negative
3.436,negative
6.3884,negative
7.1658,negative
19.5075,negative
6.6607,negative
45.0788,negative
20.5966,negative
42.016,negative
1.0298,negative
48.416,negative
4.01,negative
6.372,negative
70.3212,negative
9.842,negative
1.2138,negative
43.8882,negative
18.5084,negative
38.404,negative
9.703,negative
16.6313,negative
60.9026,negative
8.393,negative
6.168,negative
18.185,negative
8.8517,negative
33.009,negative
1.9366,negative
6.7787,negative
5.5843,negative
3.906,negative
3.0013,negative
1.338,negative
21.8794,negative
11.3678,negative
4.529,negative
23.725,negative
24.9945,negative
14.6597,negative
2.649,negative
4.5424,negative
2.257,negative
0.9648,negative
9.5808,negative
1.088,negative
13.853,negative
1.334,negative
3.048,negative
8.789,negative
1.2879,negative
13.5641,negative
30.869,negative
75.648,negative
7.225,negative
34.432,negative
15.6504,negative
4.6487,negative
8.7606,negative
47.57,negative
7.1523,negative
1.29,negative
32.615,negative
53.2443,negative
10.4946,negative
7.5002,negative
29.3485,negative
9.201,negative
3.27,negative
59.423,negative
13.47,negative
4.7392,negative
9.053,negative
71.5113,negative
55.708,negative
5.6722,negative
2.8681,negative
1.727,negative
14.296,negative
5.354,negative
6.803,negative
13.2241,negative
13.7763,negative
15.514,negative
18.9558,negative
1.3587,negative
0.373,negative
6.9302,negative
0,negative
25.0566,negative
31.0008,negative
8.5828,negative
7.146,negative
0.746,negative
11.2053,negative
4.9786,negative
66.9996,negative
0.8225,negative
13.4966,negative
20.956,negative
10.885,negative
36.1365,negative
2.323,negative
34.0607,negative
64.629,negative
7.3063,negative
3.196,negative
5.0911,negative
61.037,negative
4.054,negative
1.6831,negative
15.001,negative
32.9272,negative
3.3652,negative
0.624,negative
25.1567,negative
33.4715,negative
15.228,negative
4.5583,negative
6.929,negative
32.224,negative
16.456,negative
20.288,negative
5.0421,negative
42.146,negative
55.157,negative
47.866,negative
31.3026,negative
64.4501,negative
0.557,negative
2.954,negative
12.1452,negative
4.3045,negative
1.107,negative
29.901,negative
0.131,negative
8.419,negative
59.2402,negative
26.888,negative
4.65,negative
0.1406,negative
4.73,negative
27.001,negative
7.946,negative
15.518,negative
5.352,negative
4.201,negative
1.0564,negative
1.4909,negative
31.784,negative
49.0547,negative
2.7746,negative
3.5362,negative
27.1728,negative
72.786,negative
83.6972,negative
0.7519,negative
0.6526,negative
85.4955,negative
1.333,negative
55.3614,negative
0.7289,negative
49.512,negative
1.5526,negative
12.316,negative
73.467,negative
36.429,negative
28.845,negative
10.225,negative
0.9013,negative
25.3978,negative
9.8822,negative
14.071,negative
39.1323,negative
2.748,negative
5.508,negative
4.6448,negative
1.216,negative
2.152,negative
76.277,negative
3.214,negative
12.565,negative
21.841,negative
0.386,negative
3.8163,negative
29.1506,negative
46.9743,negative
29.984,negative
14.9007,negative
28.019,negative
2.266,negative
0.465,negative
1.0892,negative
56.8745,negative
4.5251,negative
1.8268,negative
15.576,negative
60.424,negative
22.822,negative
8.261,negative
80.7484,negative
24.17,negative
5.076,negative
3.7944,negative
2.771,negative
14.8637,negative
2.967,negative
8.9044,negative
2.031,negative
11.521,negative
6.1616,negative
12.268,negative
9.2464,negative
88.582,negative
1.5672,negative
0.955,negative
1.8931,negative
4.397,negative
0.4788,negative
4.0907,negative
44.34,negative
14.9484,negative
12.0273,negative
8.9281,negative
7.5903,negative
20.615,negative
13.981,negative
12.113,negative
86.18,negative
1.1933,negative
9.854,negative
16.7926,negative
14.4926,negative
0.7895,negative
13.9464,negative
10.81,negative
9.45,negative
35.069,negative
9.7889,negative
5.7595,negative
2.964,negative
2.7787,negative
2.334,negative
15.517,negative
4.354,negative
28.551,negative
29.1592,negative
4.7349,negative
59.383,negative
13.318,negative
14.365,negative
1.1127,negative
1.699,negative
0.087,negative
22.163,negative
0.952,negative
10.068,negative
4.327,negative
24.601,negative
55.8954,negative
1.594,negative
0.2733,negative
17.488,negative
0.513,negative
15.387,negative
7.847,negative
29.067,negative
23.678,negative
60.4605,negative
2.063,negative
15.92,negative
61.727,negative
6.335,negative
12.4981,negative
66.669,negative
0.1495,negative
11.217,negative
3.675,negative
7.614,negative
1.0346,negative
5.9483,negative
0.076,negative
24.677,negative
11.302,negative
1.2651,negative
23.94,negative
0.9791,negative
11.531,negative
0.1076,negative
0.658,negative
17.011,negative
4.0499,negative
9.8874,negative
2.3313,negative
3.8153,negative
3.3473,negative
14.377,negative
48.484,negative
1.8142,negative
21.279,negative
9.3662,negative
0.3291,negative
6.63,negative
0.925,negative
35.801,negative
3.7874,negative
18.1339,negative
0.1569,negative
2.671,negative
10.213,negative
81.3657,negative
49.5821,negative
3.804,negative
15.774,negative
89.9155,negative
7.734,negative
1.236,negative
72.7366,negative
75.356,negative
61.8883,negative
36.69,negative
2.108,negative
8.5106,negative
7.369,negative
17.483,negative
1.9337,negative
15.1814,negative
69.097,negative
53.056,negative
3.458,negative
0.5673,negative
2.058,negative
5.6933,negative
18.274,negative
0.466,negative
5.148,negative
44.224,negative
9.767,negative
72.118,negative
22.229,negative
3.082,negative
9.3521,negative
7.977,negative
5.8399,negative
23.5489,negative
6.083,negative
8.7213,negative
32.917,negative
2.068,negative
0.2039,negative
8.817,negative
11.747,negative
21.4458,negative
13.9543,negative
29.5127,negative
83.9665,negative
37.988,negative
9.4564,negative
10.217,negative
0.35,negative
59.473,negative
2.1534,negative
32.2376,negative
4.533,negative
18.706,negative
0.662,negative
3.509,negative
27.262,negative
10.722,negative
0.8667,negative
13.042,negative
4.814,negative
17.713,negative
51.214,negative
48.7839,negative
3.0507,negative
3.366,negative
36.3443,negative
7.147,negative
10.349,negative
13.0951,negative
2.267,negative
11.867,negative
11.635,negative
5.242,negative
19.2365,negative
29.3534,negative
72.971,negative
54.28,negative
9.669,negative
3.0301,negative
0.9486,negative
29.609,negative
2.941,negative
28.0357,negative
3.249,negative
39.434,negative
3.801,negative
3.9151,negative
1.706,negative
58.852,negative
19.747,negative
24.8729,negative
14.2929,negative
83.0514,negative
16.783,negative
1.4023,negative
28.8051,negative
56.227,negative
66.531,negative
13.1411,negative
3.7247,negative
5.256,negative
8.796,negative
45.2352,negative
10.865,negative
1.1606,negative
3.987,negative
15.2553,negative
15.2811,negative
5.053,negative
0.42,negative
1.343,negative
50.664,negative
8.0786,negative
14.7714,negative
44.6921,negative
9.586,negative
34.841,negative
5.1346,negative
9.2393,negative
5.4597,negative
59.946,negative
0.164,negative
10.493,negative
17.0056,negative
11.3585,negative
37.707,negative
64.034,negative
26.705,negative
19.3319,negative
3.989,negative
15,negative
16.5678,negative
40.433,negative
73.787,negative
5.3057,negative
3.5901,negative
73.499,negative
16.857,negative
0.68,negative
26.6862,negative
25.702,negative
15.7756,negative
2.951,negative
6.046,negative
1.855,negative
0.914,negative
5.525,negative
3.1846,negative
7.499,negative
31.0087,negative
20.151,negative
41.1319,negative
2.436,negative
24.558,negative
16.099,negative
13.374,negative
4.6337,negative
16.91,negative
1.5216,negative
10.5863,negative
1.4439,negative
36.6633,negative
0.471,negative
1.2801,negative
50.6846,negative
21.891,negative
38.222,negative
0.415,negative
18.8501,negative
2.1215,negative
34.1556,negative
8.8138,negative
1.7565,negative
40.137,negative
62.887,negative
52.67,negative
4.625,negative
2e-04,negative
0.708,negative
73.055,negative
0.9411,negative
8.473,negative
1.3633,negative
8.1312,negative
79.334,negative
1.824,negative
8.846,negative
4.632,negative
14.399,negative
41.772,negative
11.6155,negative
11.7655,negative
7.7242,negative
11.692,negative
6.8408,negative
1.663,negative
0.465,negative
39.533,negative
0.1348,negative
4.1031,negative
63.188,negative
13.0774,negative
2.2025,negative
3.744,negative
81.1632,negative
21.1996,negative
2.5811,negative
4.387,negative
41.644,negative
5.1857,negative
13.057,negative
3.033,negative
14.454,negative
14.238,negative
32.9097,negative
6.713,negative
8.8466,negative
27.111,negative
13.3845,negative
10.519,negative
5.3282,negative
1.9502,negative
7.378,negative
43.6657,negative
10.791,negative
55.0063,negative
8.459,negative
34.78,negative
4.366,negative
4.4326,negative
5.2872,negative
39.6251,negative
17.966,negative
76.716,negative
1.99,negative
0.2328,negative
9.329,negative
0.386,negative
3.556,negative
32.816,negative
12.887,negative
10.531,negative
60.7289,negative
59.1671,negative
48.415,negative
2.506,negative
5.1628,negative
0.501,negative
6.9368,negative
6.363,negative
16.0923,negative
0.531,negative
4.4742,negative
8.6513,negative
14.518,negative
32.907,negative
16.706,negative
25.156,negative
1.804,negative
5.8091,negative
1.8695,negative
7.5825,negative
11.5045,negative
11.808,negative
50.3431,negative
33.261,negative
11.6762,negative
3.0122,negative
9.2,negative
0.3795,negative
9.224,negative
1.4085,negative
13.992,negative
75.425,negative
1.3933,negative
2.554,negative
9.9644,negative
13.446,negative
19.017,negative
20.5343,negative
0.695,negative
22.795,negative
24.255,negative
6.46,negative
8.348,negative
10.9799,negative
42.081,negative
0.386,negative
43.788,negative
12.439,negative
53.8665,negative
3.954,negative
4.155,negative
7.0048,negative
5.6174,negative
31.0686,negative
2.313,negative
8.4488,negative
56.222,negative
21.5187,negative
44.7651,negative
6.89,negative
6.8425,negative
36.8528,negative
59.4159,negative
7.784,negative
1.151,negative
25.7405,negative
1.23,negative
5.744,negative
20.1778,negative
3.866,negative
3.042,negative
3.66,negative
1.5204,negative
84.1758,negative
43.2002,negative
2.6322,negative
1.496,negative
11.711,negative
20.96,negative
16.3084,negative
11.219,negative
28.296,negative
0.464,negative
1.272,negative
22.924,negative
7.894,negative
45.878,negative
8.6074,negative
39.4223,negative
89.7187,negative
4.703,negative
25.752,negative
3.387,negative
4.3446,negative
2.192,negative
23.0737,negative
23.344,negative
28.926,negative
24.0856,negative
4.695,negative
27.951,negative
4.4055,negative
6.8883,negative
3.1813,negative
11.929,negative
10.734,negative
4.0462,negative
6.2878,negative
88.8278,negative
0.727,negative
18.9122,negative
9.699,negative
33.2818,negative
7.0009,negative
52.3631,negative
8.047,negative
27.191,negative
16.9458,negative
68.1257,negative
18.4088,negative
65.2488,negative
2.1682,negative
0.076,negative
9.311,negative
5.965,negative
2.004,negative
3.032,negative
0.87,negative
0.913,negative
1.9214,negative
7.0622,negative
6.4748,negative
81.0125,negative
7.789,negative
2.967,negative
86.4267,negative
44.9245,negative
0.881,negative
23.424,negative
0.905,negative
11.976,negative
7.521,negative
3.1843,negative
10.153,negative
3.926,negative
39.6204,negative
5.3538,negative
16.771,negative
21.0941,negative
48.801,negative
33.8245,negative
17.9029,negative
80.829,negative
1.099,negative
37.168,negative
45.584,negative
14.1486,negative
29.3704,negative
1.345,negative
17.3632,negative
68.308,negative
20.3136,negative
2.6208,negative
69.7617,negative
1.765,negative
17.977,negative
21.5,negative
0.85,negative
1.8427,negative
45.0122,negative
13.1609,negative
1.536,negative
4.3297,negative
77.375,negative
27.5944,negative
44.78,negative
8.8927,negative
54.087,negative
30.1602,negative
21.0606,negative
47.669,negative
0.394,negative
1.7184,negative
65.882,negative
56.6,negative
6.9991,negative
7.3766,negative
4.9083,negative
66.0307,negative
4.75,negative
58.0238,negative
24.927,negative
14.6056,negative
23.439,negative
43.696,negative
4.8828,negative
15.5608,negative
4.216,negative
0.0258,negative
54.994,negative
4.268,negative
9.8738,negative
12.8978,negative
5.669,negative
14.9018,negative
6.582,negative
0.8245,negative
6.088,negative
5.467,negative
17.765,negative
14.155,negative
77.795,negative
24.772,negative
1.553,negative
9.1402,negative
35.602,negative
7.271,negative
0.929,negative
78.0798,negative
17.108,negative
2.4997,negative
1.1638,negative
11.411,negative
16.4065,negative
1.711,negative
4.0561,negative
40.2935,negative
0.447,negative
0.347,negative
22.037,negative
24.6142,negative
37.585,negative
12.4702,negative
12.2494,negative
1.3814,negative
3.419,negative
3.8131,negative
4.437,negative
2.052,negative
5.741,negative
11.59,negative
12.7713,negative
4.8939,negative
16.191,negative
58.21,negative
18.358,negative
49.435,negative
21.1916,negative
25.805,negative
4.145,negative
20.555,negative
11.2284,negative
51.7751,negative
4.989,negative
15.2987,negative
5.3775,negative
14,negative
10.3529,negative
4.0536,negative
34.121,negative
14.754,negative
15.5879,negative
57.942,negative
6.279,negative
0.151,negative
43.042,negative
0.782,negative
3.846,negative
9.344,negative
3.772,negative
25.2845,negative
57.1013,negative
6.332,negative
2.356,negative
6.5818,negative
17.51,negative
25.3233,negative
70.9927,negative
61.2797,negative
0.4229,negative
76.5195,negative
69.3995,negative
14.18,negative
7.1787,negative
4.13,negative
10.898,negative
39.2035,negative
7.888,negative
0.6983,negative
4.935,negative
2.402,negative
7.211,negative
19.3127,negative
8.274,negative
45.573,negative
9.1884,negative
9.6844,negative
73.4413,negative
