At3,At8,At9,At10,Class
2.3201,-9.209,23.452,192.441,negative
2.9969,22.1207,9.023,270.844,negative
2.5798,-13.6706,79.591,84.5551,negative
2.6096,-3.9532,5.2595,174.842,negative
2.1222,9.0917,16.29,147.314,negative
2.5478,-10.9633,11.365,249.228,negative
2.9836,-12.5623,11.45,295.343,negative
2.5058,5.0292,21.804,252.729,negative
3.718,-22.0688,3.1991,88.1379,negative
3.1062,11.8562,2.103,228.688,negative
2.1055,-6.3384,23.036,172.23,negative
2.924,-19.4122,3.29,266.947,negative
2.6866,-10.3842,10.878,225.025,negative
2.5065,9.9496,27.041,195.417,negative
2.9571,-10.5364,1.253,250.862,negative
2.3324,7.4085,65.558,197.513,negative
2.9717,10.2942,20.3344,86.0919,negative
2.3988,-6.2059,8.907,150.846,negative
2.0881,-10.5727,4.555,143.005,negative
3.0147,-12.915,3.7613,160.278,negative
2.5263,-13.7879,6.9421,154.084,negative
2.7821,-14.0048,6.5,241.092,negative
3.3059,8.4497,0.738,195.837,negative
3.2002,2.456,2.8444,229.148,negative
2.0986,11.7179,84.6315,111.695,negative
2.3909,13.4106,17.7959,215.424,negative
3.0594,-9.8085,5.633,154.979,negative
2.1717,-6.2893,10.167,97.8958,negative
2.8579,-16.2243,4.885,294.535,negative
3.1402,12.6999,0.8053,189.467,negative
2.9175,6.3825,2.6457,232.763,negative
2.4857,5.9376,36.675,137.007,negative
4.1322,-26.9751,3.081,252.784,negative
3.1133,-15.5647,5.5697,170.239,negative
2.4886,-10.6266,25.98,165.046,negative
2.2068,9.1503,72.274,201.773,negative
2.8817,-9.2055,16.104,187.594,negative
2.1383,0,26.188,235.482,negative
2.4306,-5.3051,22.9883,146.813,negative
2.4472,11.4589,7.418,141.289,negative
2.3918,10.8198,11.8733,114.856,negative
2.6812,15.5144,3.1075,193.811,negative
2.5569,-14.6756,70.2428,228.945,negative
2.4314,3.3865,8.4594,205.518,negative
3.2633,14.9842,3.5078,165.9,negative
2.7037,-12.3915,1.7477,200.989,negative
2.8834,13.6248,30.337,109.979,negative
2.7756,-5.736,16.463,180.038,negative
2.3149,-7.4159,19.258,141.67,negative
3.5792,21.8651,1.916,271.032,negative
3.237,19.2448,4.526,260.518,negative
3.2845,-11.9225,7.2741,116.695,negative
2.3683,-10.57,0.075,209.655,negative
3.6607,-20.3967,1.133,365.289,negative
2.9393,15.7506,21.0501,276.77,negative
3.3775,-22.517,7.4539,173.836,negative
2.2,11.0286,47.048,34.5555,negative
2.1569,10.7389,28.2782,223.592,negative
3.0195,9.4898,3.865,245.561,negative
2.2672,-11.1982,24.0767,181.767,negative
2.5563,-13.0021,32.534,121.942,negative
2.9542,10.3845,1.5342,164.41,negative
3.2377,21.4527,0.8402,350.413,negative
2.6785,10.6734,3.234,192.009,negative
2.8283,-7.4451,48.4993,37.7511,negative
3.1974,-6.9806,11.448,212.561,negative
2.5563,9.2132,8.007,117.052,negative
3.0332,-20.3582,1.922,319.086,negative
3.1902,13.6109,5.284,229.022,negative
3.0833,13.9966,3.906,232.353,negative
3.2642,12.1729,0.949,339.391,negative
2.2625,4.9065,4.267,73.8729,negative
2.6048,-9.1651,66.6354,122.289,negative
2.4314,-3.7516,21.6049,237.156,negative
2.667,-9.3572,31.0402,102.389,negative
3.6204,-10.2198,14.608,201.924,negative
3.3333,-17.8709,7.388,271.107,negative
4.3727,-32.5634,1.5862,248.83,negative
2.3927,-6.4333,13.4176,130.073,negative
3.0228,-28.5963,9.643,329.541,negative
2.8794,19.3531,2.1067,278.049,negative
2.792,-16.2792,49.689,41.6894,negative
2.5944,9.7668,3.3499,256.847,negative
2.4556,-9.8238,63.2473,188.014,negative
3.568,14.1674,2.4729,189.106,negative
2.317,-10.3751,53.718,172.753,negative
2.7566,-12.5149,3.443,196.863,negative
2.4713,9.0442,11.566,92.967,negative
3.7112,-20.8092,3.266,250.797,negative
3.0392,11.1028,4.664,247.552,negative
2.8979,8.8249,50.944,61.9598,negative
2.6556,14.2198,2.6299,248.256,negative
2.4683,6.0436,31.5053,190.221,negative
2.8205,-13.1041,39.579,252.475,negative
2.1508,5.5322,78.236,166.472,negative
3.2221,13.3581,8.6684,173.19,negative
2.0986,8.8695,67.814,122.773,negative
2.7585,21.9156,7.3695,344.488,negative
2.8293,-8.4376,3.973,263.894,negative
2.7642,21.3696,4.6106,213.971,negative
3.745,-15.1825,1.963,199.619,negative
2.3802,11.552,38.5604,68.1625,negative
2.635,-8.3026,1.8909,215.623,negative
2.5051,-5.4373,14.662,228.967,negative
2.9983,11.7644,4.2187,187.793,negative
2.7551,-10.3888,20.1401,167.218,negative
2.639,-11.6604,25.139,171.163,negative
2.0473,-6.2623,47.4731,195.113,negative
2.6117,-15.2213,83.6202,60.9289,negative
2.1987,9.2513,46.9182,47.0187,negative
2.8606,-10.5124,9.14,233.918,negative
2.9258,-10.3591,16.5236,190.811,negative
2.9987,-17.8173,26.688,100.975,negative
3.1438,-20.2588,3.0461,262.858,negative
3.3742,26.3966,0.916,291.276,negative
2.9564,11.9137,2.973,221.133,negative
2.6299,-16.6961,73.17,43.7272,negative
2.4786,-11.1524,5.3152,129.722,negative
2.9172,8.2197,2.705,194.672,negative
3.0569,6.8249,1.784,259.624,negative
2.7868,-6.9179,4.379,215.582,negative
3.0695,-16.6057,2.1148,268.769,negative
4.276,-31.8463,1.96,287.767,negative
2.5058,-9.9938,2.8735,188.798,negative
2.2553,-6.6302,11.0535,135.396,negative
2.2978,-2.0513,57.9071,171.83,negative
2.5575,14.5208,31.06,230.924,negative
2.4281,-5.2155,39.776,182.201,negative
2.8195,8.9403,0.485,204.625,negative
2.1538,-10.6825,22.118,46.7654,negative
2.6243,5.9243,25.4166,90.719,negative
2.3253,5.5702,23.99,186.33,negative
2.2405,-6.3874,57.4577,25.4976,negative
3.4076,-11.9749,0.7867,261.046,negative
2.4764,12.9885,9.256,113.409,negative
2.7214,-6.6204,28.4823,121.781,negative
2.7853,18.5193,11.418,200.435,negative
2.2967,-3.725,0.3676,177.142,negative
3.1324,-14.3551,6.8413,346.746,negative
2.5434,13.6121,34.9593,242.353,negative
2.7612,-8.5269,8.163,268.679,negative
2.4586,-9.4823,4.7156,155.869,negative
2.6981,-14.0537,2.1841,195.196,negative
3.4157,9.4467,1.2007,358.277,negative
2.3284,12.0075,17.627,163.859,negative
2.9829,7.8091,11.1946,189.489,negative
2.7097,7.6462,6.304,210.963,negative
2.5545,-11.6139,33.326,39.5942,negative
2.2636,3.7875,24.1032,214.355,negative
2.9151,-11.158,26.547,150.167,negative
2.1055,-6.1738,15.343,159.758,negative
3.1581,17.0658,10.262,243.656,negative
2.2718,10.4123,19.0444,191.434,negative
3.1326,-16.8357,1.2422,283.646,negative
2.8017,-11.5002,12.3857,200.256,negative
2.5977,5.492,2.8878,145.375,negative
2.9786,12.2418,1.38,248.061,negative
2.5611,-11.0063,17.9992,249.174,negative
2.2799,11.0363,13.1938,196.47,negative
2.1658,-9.4473,60.204,98.9831,negative
2.3936,9.8316,57.6366,17.8339,negative
3.5178,16.7187,0.026,362.528,negative
2.5237,8.4111,27.4515,145.155,negative
2.2672,-10.6724,23.2813,110.329,negative
2.7431,-15.2657,85.3717,121.695,negative
2.7997,18.7347,5.421,317.828,negative
2.2279,-3.8066,43.9124,183.667,negative
2.3766,-3.5703,37.8225,189.645,negative
2.4393,7.512,14.76,164.816,negative
2.4265,3.9519,11.053,214.467,negative
3.3384,25.5043,0.443,346.398,negative
2.3181,8.6957,72.539,123.258,negative
2.9159,11.1693,7.295,176.706,negative
2.9692,12.9533,4.377,311.433,negative
2.3971,7.7056,26.0698,194.077,negative
2.5051,-16.5257,23.211,108.462,negative
2.2541,-0.4564,37.454,128.165,negative
2.4646,-7.5632,13.097,151.687,negative
2.9183,16.4121,5.1931,276.676,negative
3.0147,-9.7501,2.3402,245.899,negative
2.9425,23.5645,21.9634,129.021,negative
2.3424,-4.5861,9.668,171.046,negative
2.4175,15.3199,58.5536,75.0135,negative
2.7063,-13.7831,3.1547,188.017,negative
3.3761,9.7108,1.8256,211.71,negative
2.0846,9.8003,8.7191,122.255,negative
2.4836,7.4341,54.9825,168.84,negative
2.8987,11.7228,7.3061,221.951,negative
3.4002,-20.8604,5.0251,275.476,negative
2.8724,-21.9609,28.8991,122.023,negative
3.4876,-13.3205,19.335,153.969,negative
2.4541,-5.0775,8.9499,200.299,negative
2.9428,8.0652,4.2278,175.441,negative
3.0927,-26.3901,9.9658,167.654,negative
2.8543,-11.2523,0.951,309.663,negative
3.1754,12.1691,7.052,241.245,negative
2.179,9.1891,20.293,138.349,negative
2.8754,16.7342,8.741,236.09,negative
2.8136,-12.745,2.969,181.585,negative
2.3493,-12.3719,34.3833,232.907,negative
2.437,-8.3252,22.3975,159.558,negative
2.8768,-19.5919,38.508,128.806,negative
2.1089,-1e-04,19.732,76.9504,negative
2.5792,-11.7252,13.131,142.52,negative
2.3233,-5.1802,78.178,154.367,negative
3.514,-13.6786,4.914,279.627,negative
3.4736,6.9457,1.6503,260.79,negative
3.6453,-15.7033,0.0881,374.934,negative
2.1658,-5.0596,20.5231,217.088,negative
2.3233,-5.1963,35.913,58.932,negative
2.3522,9.4454,19.4135,143.283,negative
2.6835,14.8169,34.2026,232.04,negative
2.1021,-6.2222,24.7311,142.054,negative
2.5353,-12.7068,3.9303,171.382,negative
2.2355,-1.9442,5.5012,158.267,negative
2.7067,-8.8946,9.2923,144.682,negative
2.5647,-8.2635,5.7357,269.479,negative
2.5752,10.1974,8.363,186.179,negative
3.016,-11.9179,0.256,263.831,negative
2.2889,1e-04,42.589,191.957,negative
2.2082,-11.6297,27.106,197.264,negative
2.4273,-4.7076,5.044,105.338,negative
2.9312,13.4594,19.5495,158.094,negative
3.3201,-11.8125,0.1593,186.851,negative
2.4654,9.5695,24.1621,195.012,negative
2.5434,-10.9533,56.2,99.1448,negative
2.3118,6.4011,63.7649,116.62,negative
3.555,-22.2398,0.192,398.806,negative
2.3927,1.7216,0.055,184.6,negative
2.567,9.6012,29.6658,42.5905,negative
3.3266,-12.0276,14.203,269.319,negative
2.5871,6.1834,23.351,183.392,negative
2.1931,-10.3254,10.7152,174.583,negative
2.3434,-15.501,19.429,176.246,negative
2.6762,-20.3293,22.3488,199.27,negative
3.2675,-6.3227,3.1548,191.114,negative
3.7561,-9.7485,1.975,260.012,negative
2.7864,-13.3109,18.229,130.371,negative
2.5353,5.2675,13.894,194.725,negative
2.1861,-6.0421,29.71,179.219,negative
2.6758,15.0875,15.0673,106.2,negative
2.49,-8.7745,0.4206,160.912,negative
2.2923,-5.4745,41.669,110.649,negative
2.5676,11.3714,11.9419,179.686,negative
2.9472,9.8785,30.388,79.3781,negative
2.6207,-10.6951,18.962,192.04,negative
2.6201,10.2705,15.3551,88.8168,negative
3.5842,-17.1034,4.8624,230.557,negative
2.7593,7.1605,54.262,37.9877,negative
2.5752,-4.2098,73.681,118.054,negative
2.6585,-11.3898,0.8496,171.977,negative
3.3715,13.6436,1.909,302.01,negative
3.2621,-8.4777,12.2838,88.133,negative
2.738,-10.5905,30.1103,161.725,negative
2.7723,1.7449,1.76,150.329,negative
2.5599,9.3761,12.4655,153.212,negative
2.3191,-12.6365,27.221,174.004,negative
2.7271,11.4743,13.5225,137.777,negative
2.4749,4.938,10.347,240.523,negative
2.6642,-14.7438,9.152,226.916,negative
2.5729,-8.0312,19.703,110.646,negative
3.4689,-11.9687,5.1684,206.875,negative
3.4166,-19.1166,3.953,225.511,negative
2.3149,-4.2669,66.1517,160.953,negative
2.8756,-13.3961,14.5582,231.659,negative
3.146,-20.333,4.8351,241.207,negative
2.7105,10.1676,7.371,235.9,negative
2.6604,-10.9382,6.1287,143.96,negative
3.6055,-12.333,1.513,224.814,negative
2.2122,5.654,5.9071,156.575,negative
2.938,16.4347,30.919,226.986,negative
2.6946,5.7024,11.496,208.413,negative
2.3375,-5.7512,19.2145,138.77,negative
2.7934,16.8285,30.8085,74.2206,negative
2.6712,-6.8231,55.9291,188.155,negative
2.8639,-10.9927,20.583,221.496,negative
3.2783,-13.194,1.5496,292.209,negative
2.4175,6.4784,78.2299,175.389,negative
2.9811,16.5628,18.0501,213.502,negative
2.8943,-16.7183,0.933,248.854,negative
2.6758,15.0303,2.912,244.237,negative
3.3153,16.3661,12.18,286.97,negative
2.7368,2.5925,4.2358,237.302,negative
2.836,20.6297,2.3494,230.46,negative
2.6085,-6.6867,24.204,116.231,negative
2.2028,-1e-04,37.3872,128.363,negative
2.798,-12.4856,23.4357,151.181,negative
2.2055,5.571,6.208,137.344,negative
2.4166,-11.2107,8.8813,271.059,negative
2.64,-6.7504,2.975,168.353,negative
4.2939,-37.6948,0.217,287.088,negative
2.3345,-10.7656,14.4,203.949,negative
2.5231,-11.748,28.351,95.1335,negative
2.0512,11.1791,67.1488,234.242,negative
3.4651,10.3423,4.884,218.029,negative
2.6345,8.1704,58.335,101.027,negative
2.5484,11.1,53.0609,186.501,negative
3.1581,10.2251,0.6543,320.444,negative
2.2601,7.2367,23.2454,201.817,negative
2.48,-14.7236,24.1921,140.303,negative
2.4526,7.294,14.461,275.572,negative
3.3067,-8.7859,1.5888,203.58,negative
2.0737,-6.4804,80.8843,157.05,negative
2.3775,-9.3392,14.307,86.9099,negative
2.6207,-6.8412,59.7755,25.7615,negative
2.3243,1.5777,74.3421,93.678,negative
2.5024,-6.7547,16.071,168.539,negative
2.8454,-11.2268,7.478,274.582,negative
2.7871,-9.0011,52.698,57.8385,negative
4.1876,-29.3662,2.423,341.018,negative
2.7853,15.855,7.6056,224.009,negative
2.525,5.5003,48.0374,48.0278,negative
2.5843,7.1944,4.437,162.587,negative
2.6646,-14.5638,20.873,218.274,negative
2.5276,4.7633,35.1784,185.019,negative
2.6613,13.0119,40.6717,110.12,negative
3.1857,-16.4983,8.662,144.334,negative
3.223,9.7742,2.954,257.873,negative
2.5126,-10.1384,22.598,173.144,negative
2.1861,-10.2953,88.5222,60.2533,negative
2.3802,9.9906,63.8383,168.508,negative
3.5964,15.6241,0.6204,167.356,negative
2.3608,6.83,59.558,105.966,negative
2.4639,11.9253,37.3772,200.612,negative
2.5453,7.7567,14.3708,232.901,negative
3.4957,14.6551,4.5512,316.523,negative
2.8834,18.8025,2.001,274.226,negative
3.0828,-16.6142,4.1112,279.854,negative
2.6623,12.9327,3.355,194.465,negative
2.8907,-8.6334,16.483,215.683,negative
2.3847,2.8713,42.462,77.5756,negative
2.6585,-14.723,9.2091,76.6665,negative
2.525,11.2663,9.6758,243.076,negative
4.1396,19.1624,1.45,272.607,negative
3.2537,-14.3243,4.9301,218.017,negative
2.4807,10.2231,3.4241,145.274,negative
2.7931,7.5163,3.5716,189.561,negative
3.1661,19.3027,0.591,231.876,negative
3.9531,-17.748,2.4052,290.111,negative
2.8228,-9.5446,6.9645,220.4,negative
2.2776,3.4455,52.0161,203.107,negative
2.3936,7.6736,1.9963,112.949,negative
3.3748,-8.011,5.219,267.886,negative
3.0026,9.7821,1.044,208.319,negative
2.5152,9.2871,21.501,136.8,negative
3.6963,-15.2769,3.1608,220.843,negative
2.8985,10.0242,22.053,140.793,negative
2.8698,-13.6728,20.879,180.146,negative
2.9385,-8.7478,7.4038,224.584,negative
3.5161,-9.6862,1.5122,308.963,negative
2.2799,-4.099,64.323,134.831,negative
2.317,5.4141,33.5885,161.783,negative
2.1658,-6.5902,37.4338,122.634,negative
2.9602,-12.9608,6.1998,160.08,negative
2.5359,10.3167,65.2853,237.608,negative
3.7883,21.7943,4.63,96.2282,negative
2.0473,10.8151,9.0054,194.609,negative
2.6862,16.6424,17.6995,231.756,negative
2.6875,14.0298,25.9457,108.687,negative
2.8231,-11.1103,81.589,48.8226,negative
3.7178,-17.1281,3.301,283.857,negative
2.6439,-11.6284,16.2512,278.832,negative
2.4728,12.9233,12.504,267.338,negative
2.8024,9.3752,0.4595,191.744,negative
2.6248,5.6214,0.2906,203.787,negative
2.4433,-7.8081,4.0575,147.735,negative
2.5508,-9.8038,82.0557,122.709,negative
2.3284,10.1246,82.6674,33.7811,negative
2.6985,5.2069,12.0162,151.214,negative
2.941,9.9665,21.5907,177.979,negative
2.3139,7.0374,16.59,150.468,negative
2.4116,5.4923,67.771,62.8114,negative
3.5797,14.3698,0.702,195.749,negative
2.6875,-11.3139,21.0153,225.666,negative
2.1746,3.4148,40.691,91.2273,negative
3.099,-11.4725,15.103,228.711,negative
2.3493,-8.2233,25.421,117.646,negative
2.1383,-11.3669,63.8866,164.209,negative
2.0149,-6.1052,48.809,232.29,negative
2.5911,-8.3606,24.732,193.132,negative
2.4346,-6.7626,1.591,206.873,negative
3.1958,15.7956,1.116,316.564,negative
2.9472,-4.5357,6.1374,228.722,negative
2.5289,17.9441,1.4941,281.59,negative
2.8837,4.0094,2.2087,327.946,negative
2.4346,-13.9092,20.997,227.967,negative
3.3732,-11.2395,1.687,346.585,negative
2.8096,-18.566,69.079,194.444,negative
2.4409,10.2987,0.137,62.058,negative
2.4401,-6.0887,23.3361,203.769,negative
2.4249,-4.793,49.2234,198.689,negative
3.0939,-11.8243,2.2623,211.285,negative
2.2648,6.1274,16.9354,51.0104,negative
2.3579,6.8224,6.865,46.032,negative
3.0533,28.3546,11.127,332.854,negative
2.1319,-9.1771,62.424,204.586,negative
2.6238,-10.2233,11.655,227.139,negative
2.8932,-12.4939,9.7527,194.288,negative
2.5172,3.6327,5.484,214.401,negative
2.3747,-9.6527,42.803,185.876,negative
2.7649,7.5526,9.621,126.983,negative
3.3852,-17.6673,0.77,307.997,negative
2.3043,-6.0243,22.9044,109.935,negative
2.4014,6.5633,74.8176,56.1165,negative
2.081,-5.8056,75.3736,99.5358,negative
2.6716,-12.1877,15.7771,111.781,negative
2.2799,-8.2227,13.0028,180.114,negative
2.9135,-7.8648,0.759,181.51,negative
2.6575,8.8122,3.253,222.555,negative
2.5763,11.8772,12.9366,58.6703,negative
2.1688,0,59.7983,150.306,negative
2.4249,11.5414,35.604,170.859,negative
2.1717,4.5419,36.0106,93.6069,negative
3.3327,-27.8046,1.734,304.782,negative
2.8215,12.1373,2.957,184.36,negative
3.3366,-35.822,0.3649,292.294,negative
3.1928,7.725,5.4461,238.577,negative
2.2355,-2.3262,40.779,206.502,negative
2.3444,-7.2256,3.79,222.939,negative
2.4409,7.5065,8.625,161.304,negative
2.6284,-7.4705,11.6246,178.695,negative
3.3242,12.4642,1.4849,269.446,negative
2.4057,-9.2123,56.616,51.1647,negative
3.5801,-20.5596,5.7777,262.046,negative
2.3043,-10.381,75.9321,191.761,negative
2.3324,-2.8666,25.8139,138.904,negative
3.6192,-20.326,0.7124,381.871,negative
2.5165,4.855,49.126,38.4126,negative
3.939,-9.4992,1.796,296.651,negative
3.6418,10.4268,1.3333,330.901,negative
3.541,30.0261,2.123,252.681,negative
3.1297,-18.1564,2.313,236.112,negative
2.2393,6.7914,13.913,238.616,negative
2.2393,11.4022,61.0007,49.6426,negative
2.3107,-9.8585,60.8343,159.605,negative
2.2601,2.518,87.5679,44.9558,negative
2.721,3.5068,18.362,84.186,negative
3.3231,-14.8935,0.712,293.452,negative
3.022,-19.8006,15.777,258.263,negative
3.2628,-19.3765,3.0825,173.827,negative
3.3863,11.2853,5.866,265.465,negative
3.0099,11.2247,1.4485,127.868,negative
2.1931,-10.4721,37.201,231.596,negative
2.3997,-13.7009,25.9856,108.06,negative
2.2565,6.1983,0.2884,73.0449,negative
2.0626,-6.2376,52.3913,45.2924,negative
2.5838,-5.5786,8.54,179.446,negative
2.4074,-5.4342,13.171,210.189,negative
3.5674,-19.3862,1.7409,276.499,negative
2.2565,-6.4156,23.45,101.021,negative
2.7505,17.4956,40.5414,79.5809,negative
2.3107,8.0066,74.343,205.18,negative
2.2822,-11.6677,62.4135,149.057,negative
2.9939,-11.404,6.4181,103.198,negative
3.8254,-21.3354,4.8245,159.71,negative
3.0535,22.272,9.423,277.917,negative
2.3551,-3.0595,5.7711,147.652,negative
2.7597,-9.4414,0.549,145.619,negative
2.9926,15.4466,2.19,269.131,negative
4.0441,-32.4726,1.164,287.191,negative
2.7054,-7.6985,9.974,194.521,negative
2.5112,5.2202,55.33,187.651,negative
2.6968,9.7659,15.591,148.635,negative
2.3032,-7.2982,66.181,62.4956,negative
2.4742,-8.052,24.031,118.694,negative
2.7763,-11.1501,4.233,281.162,negative
2.1055,-5.9231,46.066,150.835,negative
2.4533,-6.7265,35.088,151.848,negative
3.1544,19.1096,18.294,174.417,negative
2.4735,10.1719,6.278,319.447,negative
3.3101,-13.6846,7.551,254.594,negative
2.7868,-8.4267,0.533,92.9824,negative
3.0676,-16.9868,2.036,305.043,negative
2.0434,-6.4042,22.623,141.571,negative
2.4698,9.5612,40.8052,60.8276,negative
2.8913,17.6035,3.633,325.677,negative
2.5231,7.7193,7.116,238.052,negative
2.5496,-6.8464,32.4323,138.061,negative
3.0772,-23.7181,0.432,306.935,negative
4.0311,-23.0062,0.019,259.993,negative
3.231,-14.8366,4.4052,255.358,negative
2.6503,9.0275,38.7226,192.469,negative
2.9435,-9.3954,72.4556,48.5431,negative
2.7604,-8.4838,11.8172,133.467,negative
2.3646,-12.5903,12.4856,204.254,negative
2.5179,-4.3283,22.805,101.167,negative
2.6656,-15.3421,2.265,197.517,negative
2.6395,-5.3126,0.7528,155.514,negative
2.7493,11.9013,3.2549,146.34,negative
2.1189,-6.3305,43.607,62.2795,negative
2.0434,10.8121,17.031,223.366,negative
3.5437,10.5048,4.6324,299.492,negative
2.1833,5.6636,68.4478,247.988,negative
2.9015,-9.4058,0.0872,195.33,negative
2.6508,9.6407,11.322,169.348,negative
2.9923,-18.237,34.246,158.388,negative
2.4822,7.9247,17.8187,237.282,negative
2.5126,10.5536,14.708,137.186,negative
2.632,-8.9173,15.597,234.206,negative
2.8633,10.0525,39.9687,111.446,negative
3.1905,13.2994,4.382,211.926,negative
2.1889,-11.5998,73.2939,179.731,negative
3.5638,25.1096,23.4767,166.896,negative
3.2496,12.4977,10.831,213.952,negative
2.1717,-2.3056,76.6555,194.414,negative
2.6857,14.7187,77.952,84.8202,negative
2.281,-10.5249,6.917,243.768,negative
2.3054,-7.1994,9.272,224.52,negative
3.273,15.2506,2.6,148.692,negative
2.2788,9.9467,35.187,101.901,negative
2.766,-12.3212,10.45,196.81,negative
2.7173,-6.7517,9.0922,179.118,negative
2.8805,15.4689,10.2623,139.235,negative
2.4914,-6.6795,23.308,157.409,negative
2.752,-15.5428,13.034,214.581,negative
2.6835,9.0895,25.3949,186.147,negative
3.143,-15.8638,10.39,90.6557,negative
2.8621,5.0869,3.4161,165.107,negative
2.6493,-7.636,69.976,219.091,negative
2.2945,2.594,61.973,221.165,negative
2.6042,16.8424,62.537,98.2473,negative
2.3793,-9.7914,1.44,194.105,negative
2.143,3.5189,21.0694,143.302,negative
2.601,-5.844,7.6092,132.882,negative
2.0663,4.9781,77.3146,195.254,negative
3.1198,-6.2653,8.909,166.164,negative
3.0092,-17.694,3.1282,282.954,negative
2.2577,7.5309,29.0239,206.342,negative
2.5145,-10.0263,32.3945,91.6486,negative
3.1028,18.2632,0.114,362.993,negative
2.8742,-5.3469,13.5528,169.448,negative
2.3936,11.9903,12.5937,171.925,negative
3.0469,11.3904,10.8389,167,negative
2.76,-11.7159,16.05,152.973,negative
3.0124,18.6103,1.751,324.231,negative
2.7304,2.3464,52.8284,119.815,negative
2.3128,5.671,62.3507,191.119,negative
2.1477,5.2307,4.075,186.949,negative
3.2307,20.0833,11.6548,238.366,negative
2.8062,-17.7699,48.1879,62.181,negative
2.42,-16.1524,14.1914,238.282,negative
3.0071,17.5655,27.555,213.777,negative
2.8639,-11.0585,7.7662,223.98,negative
2.6857,-7.5771,20.123,185.163,negative
2.6821,-13.123,0.812,262.182,negative
2.2625,-11.1166,62.108,196.488,negative
2.2,-2.3279,1.4971,159.366,negative
3.6522,10.3258,0.3878,363.262,negative
2.404,-5.6699,18.23,224.705,negative
2.9699,10.6782,4.3301,273.474,negative
2.2529,10.4855,4.1929,210.796,negative
2.6609,-2.4292,3.226,221.014,negative
3.6759,20.1197,0.128,362.793,negative
3.1982,17.4256,9.526,240.038,negative
2.1399,2.9184,25.8546,171.877,negative
3.3085,5.2318,3.584,235.042,negative
3.2402,-15.3156,1.324,234.113,negative
3.8047,12.7489,2.876,237.039,negative
3.7257,10.5763,0.305,148.428,negative
3.2176,12.9443,12.3487,300.014,negative
2.1523,3.1174,34.281,186.161,negative
2.2707,3.2949,9.894,163.186,negative
2.6744,-11.8225,13.6027,229.596,negative
2.7042,7.6887,0.784,220.99,negative
2.8811,-11.9949,14.353,237.027,negative
3.5673,26.5973,4.687,134.654,negative
2.4983,8.8774,3.6931,145.551,negative
2.7105,6.9861,1.8949,204.743,negative
2.5514,13.5109,32.959,201.13,negative
2.525,-5.254,16.3704,210.308,negative
2.4669,10.9359,7.4192,218.42,negative
2.1569,10.9801,84.0609,162.185,negative
2.2672,5.487,37.4141,124.432,negative
2.4609,7.3932,15.933,131.712,negative
3.333,17.9319,1.5723,207.306,negative
4.058,14.4082,0.8187,247.631,negative
2.4661,-11.5401,52.9701,54.3576,negative
2.8739,8.1483,3.7729,270.468,negative
2.3829,2.1647,42.3811,109.292,negative
2.692,-10.4012,9.5707,144.025,negative
2.1287,-6.4939,13.3261,131.397,negative
2.5231,9.521,4.078,188.116,negative
2.4814,-5.2796,0.0392,209.619,negative
2.6898,9.1057,15.485,179.332,negative
3.1227,-11.3689,13.4983,156.834,negative
3.4601,15.5445,0.4546,278.737,negative
3.2641,-15.7335,6.3243,353.048,negative
2.6274,10.5741,46.523,145.777,negative
2.2601,6.7396,44.9555,163.376,negative
2.3711,3.0817,62.041,221.146,negative
2.7376,4.5159,26.07,167.396,negative
4.1671,-26.9114,0.608,271.591,negative
2.1055,-1e-04,7.361,202.789,negative
2.6253,6.8072,10.603,185.708,negative
2.0512,-6.2322,48.4901,168.427,negative
2.8439,-10.547,9.1652,198.737,negative
2.7328,7.831,6.1441,177.243,negative
3.0665,19.6654,8.208,254.657,negative
3.455,-10.9931,0.0759,189.846,negative
2.9039,-12.9648,1.153,261.668,negative
2.1189,-5.9934,1.2268,181.353,negative
3.1714,-25.3353,0.04,183.411,negative
3.764,23.346,5.822,272.492,negative
2.7042,8.5129,1.596,206.09,negative
2.4014,9.5883,1.3823,243.46,negative
2.2188,10.1199,26.688,118.054,negative
3.5558,29.3812,4.134,286.69,negative
2.6425,12.3327,16.8056,189.636,negative
2.9727,-12.2051,6.4438,242.514,negative
3.0687,9.7927,1.7171,189.474,negative
2.1847,4.7331,73.221,93.2077,negative
2.7734,8.8685,5.54,119.153,negative
3.5083,-18.9697,5.3505,234.588,negative
2.5688,7.9241,18.6087,225.822,negative
2.1508,10.2185,81.1239,179.618,negative
3.2435,-16.6558,11.1713,159.575,negative
2.6274,-4.9483,0.7669,141.214,negative
3.1882,20.5658,2.956,286.609,negative
3.1546,-18.4156,0.0685,260.868,negative
2.6222,-11.8675,52.118,161.718,negative
2.4843,5.0304,11.5031,205.412,negative
2.955,12.147,5.248,156.184,negative
2.4289,-10.9555,18.331,238.503,negative
2.6355,9.2347,4.915,235.905,negative
2.3918,4.5162,11.218,231.858,negative
3.337,18.032,1.534,269.253,negative
2.7878,-6.1134,2.399,166.027,negative
3.5667,-11.006,4.763,118.546,negative
3.9473,-31.5922,0.0972,304.384,negative
2.9761,-13.8332,8.2623,236.749,negative
2.7054,15.7311,4.915,197.124,negative
2.3874,-5.0464,21.6486,114.271,negative
2.3936,-5.1426,43.6228,137.283,negative
2.3032,6.796,32.3189,160.266,negative
3.1091,8.323,1.926,258.696,negative
2.4646,-10.4934,16.1552,185.547,negative
3.5681,-20.5203,1.141,254.304,negative
3.1124,11.2178,3.056,240.989,negative
